cell_name,cell_type,Gender,indegree,outdegree,degree,instrength,outstrength,strength,BC_wei,BC_wei_norm,BC_bin,BC_bin_norm,eccentricity,CC_wei,CC_bin,LE_wei,LE_bin
URXL,sensory,GS,5,4,9,13,6,19,0,0,100.469852086451,0.000790528531193556,Inf,0.00343558829414446,0.40625,0.00391942177628157,0.447916666666667
URXR,sensory,GS,8,13,21,22,68,90,367,0.00288767192270167,931.37901822097,0.00732838430602217,Inf,0.00113073631021001,0.0980392156862745,0.00208578521226131,0.17593954248366
ALNL,sensory,GS,3,8,11,10,61,71,0,0,85.1777673738766,0.000670205578430402,Inf,0.0047921423188835,0.25,0.0076625394917254,0.34212962962963
ALNR,sensory,GS,1,6,7,1,21,22,0,0,5.86342074379159,4.61352464654863e-05,Inf,0.00397095633284825,0.3,0.00562778695137849,0.4375
PLNL,sensory,GS,4,8,12,12,86,98,3,2.36049475970163e-05,94.5188571989237,0.000743704223703488,Inf,0.00337209327382047,0.2109375,0.00417988340610657,0.255208333333333
PLNR,sensory,GS,5,5,10,22,40,62,11,8.65514745223932e-05,204.697162629169,0.00161062193237315,Inf,0.00254131688050714,0.127906976744186,0.00265295937352676,0.122093023255814
SDQL,sensory,GS,3,3,6,26,15,41,0,0,7.17099372033196,5.6423643662323e-05,Inf,0.0134307749527742,0.5,0.00878221336063999,0.307692307692308
SDQR,sensory,GS,6,13,19,66,188,254,1333,0.0104884650489409,426.899846319907,0.00335898283385191,Inf,0.0111813280350324,0.328313253012048,0.0159123629053442,0.279040404040404
AQR,sensory,GS,7,16,23,22,64,86,677,0.00532684984106002,240.21226298359,0.00189006595996278,Inf,0.00386390952994123,0.271084337349398,0.00685270258986048,0.47623828647925
PQR,sensory,GS,30,34,64,226,353,579,1450,0.0114090580052246,1468.15262795968,0.0115518886158034,Inf,0.00573091218303876,0.248369292523833,0.0117544328470059,0.57936109717344
ALML,sensory,GS,5,7,12,40,101,141,2923,0.0229990872753596,388.944273951429,0.00306033640159435,Inf,0.00314390823902853,0.174603174603175,0.00434928447468303,0.247354497354497
ALMR,sensory,GS,7,8,15,53,94,147,3325,0.0261621502533598,314.570893922533,0.00247514315552933,Inf,0.00406008069465277,0.188118811881188,0.00552120222032211,0.297194719471947
AVM,sensory,GS,6,16,22,93,153,246,6947,0.0546611903188242,265.482462781571,0.00208889987396194,Inf,0.00431717441293215,0.225663716814159,0.00939141130539689,0.490418246944796
PVM,sensory,GS,10,9,19,36,60,96,0,0,82.1979807125169,0.000646759675766507,Inf,0.00873277555238631,0.561728395061728,0.0105837109536931,0.678385416666667
PLML,sensory,GS,16,14,30,70,128,198,491,0.00386334309004501,768.413996744824,0.00604612404199182,Inf,0.00546886685459424,0.321090047393365,0.0088963379311018,0.530134281200632
PLMR,sensory,GS,12,16,28,52,120,172,346,0.00272243728952255,570.143032333443,0.00448606546701164,Inf,0.00407996062964073,0.277929155313351,0.00726454554098287,0.486080835603996
FLPL,sensory,GS,4,17,21,29,151,180,299,0.00235262644383596,239.006730884063,0.0018805804526175,Inf,0.00516773245999483,0.202898550724638,0.00780300889193543,0.310668276972625
FLPR,sensory,GS,4,8,12,15,47,62,0,0,56.0849773264237,0.00044129431692336,Inf,0.00832142637867047,0.5,0.0117653219809465,0.590697674418605
DVA,sensory,GS,38,45,83,288,279,567,6854,0.0539294369433167,5146.81747591788,0.0404967856034832,Inf,0.00299369457358121,0.188,0.00857530677049979,0.457650838113023
PVDL,sensory,GS,11,15,26,346,390,736,349,0.00274604223711957,305.925416831563,0.00240711781096814,Inf,0.0106429305875349,0.359621451104101,0.0194137333356837,0.636172450052576
PVDR,sensory,GS,11,17,28,364,385,749,797,0.00627104774494067,404.729821918129,0.00318454207910906,Inf,0.00942374446147761,0.268918918918919,0.0172822671296671,0.548423423423423
ADEL,sensory,GS,3,10,13,9,43,52,333,0.00262014918326881,215.388013594511,0.00169474092464129,Inf,0.00370169435459042,0.289473684210526,0.0054843287587949,0.412280701754386
ADER,sensory,GS,3,7,10,4,28,32,0,0,46.8210295812552,0.000368402649901293,Inf,0.00299524716099771,0.273809523809524,0.0028680868352561,0.226190476190476
PDEL,sensory,GS,11,14,25,102,102,204,270,0.00212444528373147,103.194231626966,0.000811964809956297,Inf,0.00877398056762582,0.448275862068966,0.0123340715793332,0.69683908045977
PDER,sensory,GS,15,18,33,104,130,234,736.5,0.00579501463506751,236.728581314123,0.00186265525221196,Inf,0.00654914568854041,0.38252427184466,0.0104993459499634,0.577961736571008
PHAL,sensory,GS,16,24,40,153,397,550,5200,0.040915242501495,747.691119761419,0.00588306990024092,Inf,0.00737351616426351,0.2911227154047,0.0151750805726863,0.575446040034813
PHAR,sensory,GS,13,29,42,197,486,683,6851,0.0539058319957196,212.195491551981,0.00166962115280254,Inf,0.00934062854960433,0.331566548881037,0.0182158176094116,0.643796623478602
PHBL,sensory,GS,8,19,27,71,215,286,65,0.000511440531268687,48.2910153501583,0.000379968962249066,Inf,0.0101881846857844,0.401449275362319,0.0168476675652956,0.679951690821256
PHBR,sensory,GS,13,21,34,146,236,382,1283,0.0100950492556573,116.419505623751,0.000916025443173065,Inf,0.0109689770050666,0.384335154826958,0.0180740533020718,0.663479052823315
PHCL,sensory,GS,28,33,61,568,415,983,4039,0.0317801277814497,449.38277889785,0.00353588564896178,Inf,0.0101767021796129,0.29453943739658,0.0190361937209038,0.589945919370698
PHCR,sensory,GS,27,29,56,515,417,932,2307,0.0181522047021056,342.922955613975,0.00269822613236061,Inf,0.0106996961721747,0.298752462245568,0.0190998679826443,0.616601006784855
IL2DL,sensory,GS,3,5,8,5,28,33,178,0.00140056022408964,111.481580749691,0.000877172290543,Inf,0.00380931756669162,0.351851851851852,0.00498261309451422,0.438271604938272
IL2DR,sensory,GS,2,12,14,5,49,54,1,7.86831586567211e-06,287.449397515679,0.0022617426550505,Inf,0.00175059337036905,0.112359550561798,0.00185207445286384,0.116104868913858
IL2L,sensory,GS,8,11,19,69,144,213,4898,0.038539011110062,467.438391515916,0.00367795291218893,Inf,0.00609502134936076,0.285276073619632,0.011200912837387,0.495858895705521
IL2R,sensory,GS,9,16,25,40,114,154,450,0.00354074213955245,1099.44005908946,0.00865074166028906,Inf,0.00330065646485843,0.184931506849315,0.00468671004855958,0.284360730593607
IL2VL,sensory,GS,4,11,15,7,112,119,0,0,96.954268469744,0.00076286680884512,Inf,0.00454797526833207,0.279411764705882,0.00576327927137693,0.336928104575163
IL2VR,sensory,GS,3,8,11,10,115,125,345,0.00271456897365688,46.4374161697887,0.000365384258409567,Inf,0.0101807162344839,0.424528301886792,0.0145858979692373,0.612421383647799
CEPDL,sensory,GS,13,15,28,84,107,191,1700,0.0133761369716426,1213.43392487095,0.00954768140300684,Inf,0.00259354108088588,0.156756756756757,0.00567374147491955,0.352522522522523
CEPDR,sensory,GS,12,13,25,94,118,212,3321,0.0261306769898971,1444.981798111,0.0113695732076842,Inf,0.00275386274412063,0.143835616438356,0.00441533768262472,0.245319634703196
CEPVL,sensory,GS,11,16,27,79,184,263,2041,0.0160592326818368,1104.52979772058,0.00869078933151244,Inf,0.00398677735612967,0.205539358600583,0.0092582848915415,0.131399317406143
CEPVR,sensory,GS,15,23,38,94,278,372,2265,0.0178217354357473,1938.25613496256,0.0152508114984622,Inf,0.0030866918186819,0.151734104046243,0.00686927227188045,0.32480732177264
URYDR,sensory,GS,5,2,7,23,14,37,0,0,79.4127210371126,0.000624844372872506,Inf,0.00471899744410077,0.289473684210526,0.00429458588228556,0.263157894736842
URYVL,sensory,GS,1,1,2,2,1,3,0,0,2.25575487314618,1.77489918574432e-05,Inf,0,0,0,0
URYVR,sensory,GS,2,1,3,3,2,5,0,0,0,0,Inf,0.0105751584414489,1,0.0105751584414489,1
OLLL,sensory,GS,6,17,23,62,187,249,191,0.00150284833034337,219.55343093486,0.0017275157439875,Inf,0.00456567700636621,0.193548387096774,0.0107191425226702,0.453024193548387
OLLR,sensory,GS,7,15,22,84,201,285,1725,0.0135728448682844,478.394113275193,0.00376415599152734,Inf,0.0050493678477802,0.170353982300885,0.00997189630667332,0.384845132743363
OLQDL,sensory,GS,9,11,20,87,68,155,272,0.00214018191546281,378.139149384816,0.00297531826853631,Inf,0.00871492726485033,0.401639344262295,0.0135666707477114,0.490816326530612
OLQDR,sensory,GS,7,13,20,92,96,188,790,0.00621596953388097,286.879009717561,0.00225725466368899,Inf,0.0051857453879911,0.222826086956522,0.00884541056316852,0.358242753623188
OLQVL,sensory,GS,10,10,20,89,110,199,161,0.00126679885437321,527.688257667153,0.00415201788993134,Inf,0.00362884105544397,0.180327868852459,0.00701216616466351,0.361612021857923
OLQVR,sensory,GS,8,13,21,128,118,246,2700,0.0212444528373147,700.701062628129,0.00551333728817022,Inf,0.00662291874698328,0.267156862745098,0.0114051035363894,0.461805555555556
IL1DL,sensory,GS,6,2,8,27,37,64,19,0.00014949800144777,68.6939656079756,0.000540505819469169,Inf,0.00481047075276919,0.303571428571429,0.00611229169786087,0.382440476190476
IL1DR,sensory,GS,3,4,7,29,46,75,179,0.00140842853995531,7.13321057474936,5.61263539384805e-05,Inf,0.00478450634668645,0.131578947368421,0.00478450634668645,0.131578947368421
IL1L,sensory,GS,7,8,15,31,68,99,674,0.005303244893463,211.198117321343,0.0016617734973196,Inf,0.00552353068514047,0.297029702970297,0.00851647517664022,0.461798679867987
IL1R,sensory,GS,9,8,17,41,103,144,81,0.000637333585119441,253.671361945127,0.0019959664018595,Inf,0.00438653528113031,0.21969696969697,0.00850641675429877,0.435227272727273
IL1VL,sensory,GS,9,9,18,61,175,236,64,0.000503572215403015,369.20870518745,0.00290505071277067,Inf,0.0043532918091514,0.216216216216216,0.00935699597758371,0.469707207207207
IL1VR,sensory,GS,10,10,20,90,126,216,830,0.00653070216850785,367.948196439,0.00289513263178642,Inf,0.00394042152902092,0.204918032786885,0.00651398258162077,0.353779599271403
AINL,interneuron,GS,0,5,5,0,27,27,0,0,0,0,1.28747027825975,0.00368514482182321,0.3,0.00556346713076962,0.470833333333333
AINR,interneuron,GS,7,9,16,26,69,95,61,0.000479967267805999,586.698211499756,0.00461632684590498,Inf,0.00400098270437622,0.183760683760684,0.00566693795013654,0.286324786324786
AIML,interneuron,GS,4,7,11,27,57,84,294,0.0023132848645076,224.342378247895,0.00176519669411052,Inf,0.00419187001226113,0.207547169811321,0.00470851117980412,0.19811320754717
AIMR,interneuron,GS,6,7,13,11,95,106,350,0.00275391055298524,508.018922226861,0.00399725334581925,Inf,0.00669127594938672,0.388888888888889,0.00865618621466405,0.532407407407407
RIH,interneuron,GS,14,32,46,129,413,542,5927,0.0466355081358386,1781.60347749871,0.0140182189083397,Inf,0.00407379113045237,0.166015625,0.0122613269174391,0.342100376475376
URBL,interneuron,GS,2,7,9,38,47,85,2,1.57366317313442e-05,15.3418777386837,0.000120714740020486,Inf,0.00668032007183898,0.367647058823529,0.00839717054266483,0.448529411764706
URBR,interneuron,GS,1,2,3,10,5,15,0,0,0.626874003189793,4.93244266507563e-06,Inf,0.00318690513431165,0.333333333333333,0.00318690513431165,0.333333333333333
RIR,interneuron,GS,8,12,20,89,72,161,2778,0.0218581814748371,430.416583499206,0.00338665363279519,Inf,0.00479552774986573,0.202702702702703,0.00850927814611869,0.383839553839554
AIYL,interneuron,GS,10,11,21,121,492,613,1370,0.0107795927359708,678.745788010715,0.00534058625256283,Inf,0.00808600538963087,0.195652173913043,0.0156525185408594,0.44987922705314
AIYR,interneuron,GS,7,11,18,105,436,541,1425,0.0112123501085828,320.230757816471,0.00251967675240354,Inf,0.00984952306707696,0.231543624161074,0.016964509512324,0.486241610738255
AIAL,interneuron,GS,14,9,23,197,159,356,2908.5,0.0228849966953073,446.283535974466,0.00351149982669614,Inf,0.0100102753293064,0.267206477732794,0.018657025330539,0.376056910569106
AIAR,interneuron,GS,14,10,24,270,47,317,3118,0.0245334088691656,974.885098734545,0.00767070388958034,Inf,0.00548892247901228,0.229323308270677,0.00863385944837915,0.382111528822055
AUAL,interneuron,GS,4,6,10,11,89,100,0,0,207.724585350398,0.0016344426506027,Inf,0.0102437742973231,0.348837209302326,0.0114883073533378,0.436046511627907
AUAR,interneuron,GS,10,6,16,34,86,120,70,0.000550782110597048,435.155433183978,0.00342394039895491,Inf,0.00648232349903334,0.267241379310345,0.00948165639898259,0.438074712643678
AIZL,interneuron,GS,11,15,26,304,227,531,6942.5,0.0546257828974286,1043.0205995358,0.00820681553155038,Inf,0.0066266923532863,0.19811320754717,0.0113683289167032,0.381420335429769
AIZR,interneuron,GS,13,14,27,346,289,635,4241,0.0333695275863154,870.325824860637,0.00684799849605512,Inf,0.0109564940814157,0.283236994219653,0.0216977813902752,0.452935971685972
RIS,interneuron,GS,12,19,31,33,212,245,82,0.000645201900985113,510.367447805096,0.00401573228688742,Inf,0.00575410096976387,0.325657894736842,0.0106082169795746,0.55144472361809
ALA,interneuron,GS,4,6,10,505,659,1164,451,0.00354861045541812,159.006154311534,0.00125111064670895,Inf,0.026452511934086,0.0975609756097561,0.026452511934086,0.0975609756097561
PVQL,interneuron,GS,14,12,26,134,135,269,2461,0.0193639253454191,949.698154287735,0.00747252505498171,Inf,0.00464800053695242,0.200315457413249,0.00810950739451462,0.38621375995193
PVQR,interneuron,GS,24,27,51,241,252,493,7757,0.0610345261700186,1152.68703286249,0.00906970566882644,Inf,0.0046018227062087,0.240031897926635,0.00987620321727658,0.524926900584795
ADAL,interneuron,GS,4,17,21,20,90,110,454,0.00357221540301514,672.953399887977,0.00529500991319656,Inf,0.00288861400050377,0.164251207729469,0.00489002078497369,0.316908212560386
RIFL,interneuron,GS,7,9,16,37,116,153,462,0.00363516192994052,417.716959725286,0.00328672898156679,Inf,0.00640907015442069,0.26271186440678,0.00795468966831092,0.416101694915254
RIFR,interneuron,GS,11,8,19,105,65,170,19,0.00014949800144777,125.087855887104,0.000984230761079411,Inf,0.0100448831550604,0.42814371257485,0.012663401287685,0.551378446115288
BDUL,interneuron,GS,3,3,6,40,28,68,13,0.000102288106253737,15.0539625573339,0.000118449332431105,Inf,0.000903436607002779,0.0769230769230769,0.000903436607002779,0.0769230769230769
BDUR,interneuron,GS,3,4,7,39,35,74,265,0.00208510370440311,27.1612088412738,0.000213712970456628,Inf,0.00375230206040554,0.236842105263158,0.00385159112637055,0.25
PVR,interneuron,GS,16,17,33,81,96,177,201,0.00158153148900009,690.525449677537,0.00543327235134814,Inf,0.00258610934384435,0.203846153846154,0.00511305135909495,0.383092948717949
AVFL,interneuron,GS,31,36,67,200,351,551,660,0.00519308847134359,2186.96552381262,0.0172077355286928,Inf,0.00554273492224084,0.267473732297853,0.0112932864572875,0.572458069568622
AVFR,interneuron,GS,29,36,65,122,313,435,947,0.00745129512479149,2144.45329719339,0.0168732359014996,Inf,0.00516329325231945,0.277535177098496,0.0105793488714288,0.586883389940158
AVHL,interneuron,GS,16,18,34,28,34,62,0,0,1159.97833218958,0.00912707591500318,Inf,0.00191897114968696,0.230072463768116,0.00394625325885166,0.476449275362319
AVHR,interneuron,GS,17,22,39,78,77,155,366,0.00287980360683599,1888.90795210859,0.0148625244083702,Inf,0.00261119491562612,0.199315068493151,0.00530298937516892,0.42029843444227
PVPL,interneuron,GS,33,34,67,218,230,448,2150,0.016916879111195,2007.03171576673,0.0157919594920745,Inf,0.00377375438670538,0.237648673376029,0.0088556003367739,0.558912778286063
PVPR,interneuron,GS,22,25,47,214,196,410,4092,0.0321971485223303,1107.65084868533,0.00871534674633595,Inf,0.00492260260527297,0.227657572906867,0.0104902836678563,0.536853245531515
LUAL,interneuron,GS,9,16,25,44,96,140,238,0.00187265917602996,139.750840369693,0.00109960375452186,Inf,0.00471872060595926,0.295221843003413,0.00979170269111016,0.604379977246872
LUAR,interneuron,GS,7,13,20,39,63,102,177,0.00139269190822396,172.905029117306,0.0013604713838582,Inf,0.00603900625785219,0.368852459016393,0.00939135082880046,0.618852459016393
PVNL,interneuron,GS,42,47,89,264,283,547,3076,0.0242029396028074,2391.63351950347,0.0188181279663824,Inf,0.00480062274635228,0.285769428718477,0.0106030975225895,0.600080818965517
PVNR,interneuron,GS,34,29,63,217,181,398,204,0.00160513643659711,1181.68349255864,0.00929785897270199,Inf,0.00578473188729646,0.310362694300518,0.0110003906141091,0.611062176165803
AVG,interneuron,GS,49,41,90,486,286,772,4091,0.0321892802064646,1766.59513399628,0.013900128521042,Inf,0.00572334123889789,0.283266129032258,0.0135912702431404,0.605551160337553
DVB,interneuron,GS,15,23,38,65,94,159,19,0.00014949800144777,90.6066183867885,0.000712921492987667,Inf,0.0060789478856601,0.497822931785196,0.00906975567368642,0.715018908698001
RIBL,interneuron,GS,26,15,41,307,63,370,150,0.00118024737985082,2480.50835203096,0.0195174232212174,Inf,0.00441033863093844,0.203841387856258,0.0102425884559275,0.493841092818788
RIBR,interneuron,GS,33,23,56,451,148,599,4508,0.0354703679224499,4695.17724724741,0.0369431376266595,Inf,0.00508199065809184,0.213346482577252,0.0140557404972731,0.463782731776362
RIGL,interneuron,GS,16,21,37,133,212,345,2723.5,0.021429358260158,1965.88269894086,0.0154681860301267,Inf,0.00298725322187769,0.148854961832061,0.00755527124894954,0.388462377317339
RIGR,interneuron,GS,21,17,38,216,183,399,5014,0.03945173575048,1643.2334273277,0.0129294796472453,Inf,0.00321266424416875,0.150724637681159,0.00822332043476091,0.39900707384403
RMGL,interneuron,GS,14,21,35,45,124,169,756,0.00594844679444812,1429.45769966376,0.0112474246975715,Inf,0.00216628936490482,0.199486301369863,0.00567025717157147,0.321766409266409
RMGR,interneuron,GS,11,16,27,38,88,126,94,0.000739621691373179,1002.28949786849,0.00788633035807516,Inf,0.00163686158635372,0.0953757225433526,0.00375766873379174,0.244147398843931
AIBL,interneuron,GS,23,15,38,303,136,439,3088,0.0242973593931955,1114.11512373038,0.00876620970423298,Inf,0.00386048423487803,0.181492109038737,0.00998617425661421,0.326822251082251
AIBR,interneuron,GS,20,18,38,214,120,334,1936,0.0152330595159412,2934.00584265244,0.0230856847217169,Inf,0.00247081421660831,0.124277456647399,0.00526950126284974,0.285454800899165
RICL,interneuron,GS,16,16,32,137,112,249,1522,0.011975576747553,1706.25907837181,0.0134253853773,Inf,0.00187075315821849,0.115541922290389,0.00495394607827873,0.326146654981011
RICR,interneuron,GS,15,18,33,134,173,307,4212,0.0331413464262109,1717.9710080596,0.01351753853948,Inf,0.00292465108955789,0.141491395793499,0.00787566344178751,0.387377841512641
SAADL,interneuron,GS,12,0,12,158,0,158,0,0,0,0,Inf,0.00291340736149601,0.0984848484848485,0.00378585620348867,0.14229797979798
SAADR,interneuron,GS,11,0,11,126,0,126,0,0,0,0,Inf,0.00332914684447523,0.163636363636364,0.00482812051983007,0.240454545454545
SAAVL,interneuron,GS,9,7,16,95,158,253,3146,0.0247537217134045,570.90582113645,0.00449206733025249,Inf,0.00606288211055794,0.15948275862069,0.00860530165204403,0.239224137931034
SAAVR,interneuron,GS,14,10,24,141,152,293,4261,0.0335268939036289,745.216087751375,0.00586359556660825,Inf,0.00430969277166067,0.195167286245353,0.00784191854572476,0.352850061957869
AVKL,interneuron,GS,27,34,61,182,94,276,755,0.00594057847858244,3603.88334535006,0.0283564925042494,Inf,0.00186844349823596,0.138597459966869,0.00548244639754697,0.446797349530646
AVKR,interneuron,GS,30,29,59,196,151,347,1099,0.00864727913637365,5306.89898069712,0.0417563574473383,Inf,0.00195035869654206,0.12189349112426,0.00510356479333144,0.364838804358035
DVC,interneuron,GS,31,37,68,110,236,346,229,0.00180184433323891,3829.64997589367,0.030132895665295,Inf,0.0032028376940028,0.240230905861456,0.00760688916958057,0.551210035523979
AVJL,interneuron,GS,22,22,44,100,106,206,56,0.000440625688477638,1537.98378433689,0.0121013422114444,Inf,0.00312371378361521,0.216129032258065,0.00554640786798455,0.420700204813108
AVJR,interneuron,GS,15,18,33,76,87,163,0,0,162.983761203954,0.00128240771412799,Inf,0.0055158397108126,0.348927875243665,0.00842939636095029,0.62946718648473
PVT,interneuron,GS,13,19,32,70,119,189,1374,0.0108110659994335,737.239748536296,0.00580083521021225,Inf,0.0047236410379732,0.299586776859504,0.00876155545876633,0.574982782369146
AVDL,interneuron,GS,25,26,51,252,147,399,1722,0.0135492399206874,970.4291998502,0.00763564346969282,Inf,0.00502068166666411,0.201740506329114,0.00986301128814187,0.491580959915612
AVDR,interneuron,GS,25,33,58,199,161,360,7520,0.0591697353098543,857.877105385566,0.00675004803910211,Inf,0.00408574617254298,0.203771289537713,0.00863256963566221,0.524315693430657
AVL,interneuron,GS,26,24,50,114,110,224,1623,0.0127702766499858,1775.33676044721,0.0139689103991377,Inf,0.00266585858226925,0.239850869925435,0.00514109952031325,0.480433581883458
PVWL,interneuron,GS,7,4,11,29,11,40,0,0,9.30428986401086,7.32090915558089e-05,Inf,0.0045569281774403,0.411764705882353,0.00577064948086335,0.53921568627451
PVWR,interneuron,GS,9,4,13,24,7,31,0,0,21.5134028657656,0.000169274249093299,Inf,0.00385137175029874,0.412162162162162,0.00557924876415091,0.655405405405405
RIAL,interneuron,GS,30,23,53,599,523,1122,2730,0.0214805023132849,1683.74654804233,0.0132482496777321,Inf,0.00892855079097178,0.213553113553114,0.0217037701441361,0.4667599819025
RIAR,interneuron,GS,28,26,54,623,698,1321,9595,0.0754964907311239,1754.97473262752,0.0138086955325868,Inf,0.00909907970075281,0.182780522230064,0.0213942833584237,0.491717074973956
RIML,interneuron,GS,20,20,40,257,211,468,6399.5,0.0503532873823687,2018.72933327836,0.0158840000415318,Inf,0.00393229538982792,0.157792207792208,0.0105437693825944,0.450112863327149
RIMR,interneuron,GS,16,23,39,221,240,461,8569.5,0.0674275328108772,1672.32803583233,0.0131584052169478,Inf,0.00451009185517907,0.176470588235294,0.0118273779595889,0.464906195036154
AVEL,interneuron,GS,31,17,48,322,131,453,10155,0.0799027476159003,2806.59505805646,0.0220831764238226,Inf,0.00258268156174235,0.11541889483066,0.00819517427524052,0.391221033868093
AVER,interneuron,GS,19,21,40,185,165,350,1362,0.0107166462090454,1687.1548819267,0.01327506752531,Inf,0.00291084105658636,0.12015503875969,0.00785840677191925,0.348528054632706
RMFL,interneuron,GS,8,0,8,25,0,25,0,0,0,0,Inf,0.00384854650143687,0.339285714285714,0.00659938149775117,0.517857142857143
RMFR,interneuron,GS,7,5,12,43,15,58,0,0,168.302947539189,0.00132426075236198,Inf,0.00433053721305665,0.21875,0.00827919800936576,0.475130208333333
RID,interneuron,GS,9,5,14,34,21,55,355,0.0027932521323136,893.852072551986,0.00703311044402469,Inf,0.00149905419068098,0.120689655172414,0.00103926462236706,0.10632183908046
AVBL,interneuron,GS,55,34,89,605,259,864,7701,0.0605939004815409,4727.06778952397,0.037194062486419,Inf,0.00433408858496016,0.169452301362818,0.0122561814255317,0.459715118887393
AVBR,interneuron,GS,61,48,109,577,254,831,8755,0.0688871054039593,9353.40157234305,0.0735955179896693,Inf,0.00306527127731823,0.162393162393162,0.0100435455127151,0.456828128696475
AVAL,interneuron,GS,71,59,130,1293,1092,2385,45021.5,0.354243382746357,9693.21893609628,0.0762693083443197,Inf,0.0051624365316353,0.132545301812072,0.0174760901486629,0.492347693907756
