,cell_name,cell_type_cook,Gender_cook,indegree_cook,outdegree_cook,degree_cook,instrength_cook,outstrength_cook,strength_cook,BC_wei_cook,BC_wei_norm_cook,BC_bin_cook,BC_bin_norm_cook,eccentricity_cook,CC_wei_cook,CC_bin_cook,LE_wei_cook,LE_bin_cook,cell_class,cell_type_wit7,Gender_wit7,indegree_wit7,outdegree_wit7,degree_wit7,instrength_wit7,outstrength_wit7,strength_wit7,BC_wei_wit7,BC_wei_norm_wit7,BC_bin_wit7,BC_bin_norm_wit7,eccentricity_wit7,CC_wei_wit7,CC_bin_wit7,LE_wei_wit7,LE_bin_wit7,cell_class_wit8,cell_type_wit8,Gender_wit8,indegree_wit8,outdegree_wit8,degree_wit8,instrength_wit8,outstrength_wit8,strength_wit8,BC_wei_wit8,BC_wei_norm_wit8,BC_bin_wit8,BC_bin_norm_wit8,eccentricity_wit8,CC_wei_wit8,CC_bin_wit8,LE_wei_wit8,LE_bin_wit8
100,PVCL,interneuron,GS,22,20,42,116,123,239,1607.5,0.0504519490301927,311.386884522718,0.0097729861440812,1.35846560846561,0.0237251745745966,0.351764705882353,0.0410094270058335,0.568593073593074,PVC,Interneuron,GS,10,13,23,27,40,67,83.0,0.0026049839934718,180.164136899748,0.0056545143713435,3.93376623376623,0.0105761117963702,0.125,0.0154679670441786,0.191898148148148,PVC,Interneuron,GS,13,19,32,43,43,86,185.333333333333,0.0058167514071098,316.336299013535,0.0099283252467997,inf,0.0070924050136286,0.158536585365854,0.0122907217229488,0.298715156794425
101,PVCR,interneuron,GS,19,18,37,128,129,257,885.0,0.0277760341472601,326.349116528911,0.0102425810221866,1.36220238095238,0.0271829890331521,0.338414634146341,0.0440762005549532,0.596265243902439,PVC,Interneuron,GS,11,12,23,35,47,82,134.166666666667,0.0042108677002908,183.543759652013,0.0057605850119896,4.07424242424242,0.0122783164038877,0.119047619047619,0.0180260304880501,0.192247732426304,PVC,Interneuron,GS,9,15,24,27,51,78,178.5,0.0056022848534304,169.600015592808,0.0053229557338775,inf,0.0068820678726389,0.144160583941606,0.0097023256223004,0.217852798053528
102,PVNL,interneuron,GS,5,13,18,19,64,83,64.0,0.002008662356412,70.4830887309454,0.0022121363608984,1.41988416988417,0.0180449265561346,0.296666666666667,0.0306928933890191,0.544222222222222,PVN,Modulatory neuron,GS,14,13,27,20,18,38,166.583333333333,0.0052282761073797,314.058403310409,0.009856832694445,3.13578643578644,0.0095482899242811,0.186781609195402,0.020420713336994,0.415205938697318,PVN,Modulatory neuron,GS,5,6,11,14,13,27,73.5,0.0023068231749419,16.7163078521398,0.0005246471612623,inf,0.0175153058468076,0.403846153846154,0.0275898470646733,0.631410256410256
103,PVNR,interneuron,GS,9,18,27,32,36,68,29.5,0.0009258678049086,193.8650514558,0.0060845223606741,1.5,0.0107893219227287,0.314121037463977,0.0212008249093433,0.542817059483726,PVN,Modulatory neuron,GS,11,8,19,16,12,28,111.916666666667,0.0035125436779444,317.600585246301,0.0099680053118542,3.43376623376623,0.0130680107403113,0.25,0.0245416305866138,0.473092369477912,PVN,Modulatory neuron,GS,9,10,19,15,19,34,68.5,0.0021498964283472,319.720749979689,0.0100345474226253,inf,0.0103340225538615,0.263636363636364,0.0193673560388493,0.516818181818182
104,PVPL,interneuron,GS,12,12,24,31,63,94,193.0,0.006057372418555,185.785931062016,0.0058309563449255,1.39835164835165,0.0148638131632981,0.273062730627306,0.02621153255809,0.543111931119311,PVP,Interneuron,GS,7,13,20,12,34,46,317.0,0.0099491557341033,244.9166291222,0.007686793959017,3.0,0.0153247198775157,0.234042553191489,0.0258781835664756,0.412012411347518,PVP,Interneuron,GS,5,15,20,13,36,49,41.3333333333333,0.0012972611051827,152.336266109421,0.0047811269257868,inf,0.0112951360153831,0.241935483870968,0.016889686071235,0.386872759856631
105,PVPR,interneuron,GS,13,19,32,24,74,98,47.0,0.00147511141799,189.284998081908,0.0059407757856351,1.41233766233766,0.0132717269731395,0.30327868852459,0.0250812150320949,0.608094262295082,PVP,Interneuron,GS,7,12,19,11,28,39,24.3333333333333,0.0007637101667608,128.696403489732,0.0040391815796162,3.58257575757576,0.0142330680896429,0.205882352941176,0.0240077717487373,0.374362745098039,PVP,Interneuron,GS,4,14,18,8,32,40,67.0,0.0021028184043688,85.656645769745,0.0026883637489719,inf,0.0108666564310542,0.23489932885906,0.0164228707067788,0.374720357941835
106,PVQL,interneuron,GS,7,9,16,41,38,79,44.0,0.0013809553700332,83.7858681591262,0.0026296487401646,1.3547619047619,0.0160468578739031,0.337606837606838,0.0254081070704265,0.54451566951567,PVQ,Modulatory neuron,GS,7,6,13,18,17,35,448.25,0.0140684828322139,250.642701224632,0.0078665087321772,2.54487734487734,0.0125009119780828,0.155844155844156,0.0154291462563583,0.211038961038961,PVQ,Modulatory neuron,GS,7,7,14,21,25,46,307.666666666667,0.0096562258071265,104.018935861619,0.0032646706378011,inf,0.014768476788778,0.284090909090909,0.0249821064889545,0.54157196969697
107,PVQR,interneuron,GS,6,14,20,26,39,65,60.0,0.0018831209591362,158.859529816123,0.0049858618359212,1.31824629271438,0.0078859885195433,0.213157894736842,0.0182639235397919,0.5125,PVQ,Modulatory neuron,GS,3,11,14,15,24,39,173.0,0.0054296654321762,218.966220686471,0.0068723313252925,2.59090909090909,0.0199233953883559,0.292134831460674,0.0341710918941755,0.508426966292135,PVQ,Modulatory neuron,GS,6,9,15,18,29,47,214.5,0.0067321574289121,133.6650231486,0.0041951234432427,inf,0.0168072820591239,0.36,0.026951354903364,0.608666666666667
108,PVR,interneuron,GS,12,18,30,30,129,159,704.0,0.0220952859205323,498.210264246783,0.0156365031776657,1.38025210084034,0.0117065322233651,0.208816705336427,0.0249615201426081,0.28331746031746,PVR,Interneuron,GS,7,10,17,8,55,63,130.25,0.0040879417487916,406.542686497372,0.0127594842287795,4.32424242424242,0.0073415486785473,0.075187969924812,0.008260472967966,0.0858395989974937,PVR,Interneuron,GS,6,9,15,7,54,61,51.0,0.0016006528152658,397.596109585074,0.0124786927871783,inf,0.0043026020066078,0.0721153846153846,0.0046798275911611,0.0793269230769231
109,PVT,interneuron,GS,9,13,22,24,60,84,179.0,0.0056179775280898,192.150952873033,0.0060307247778869,1.30460992907801,0.0101408198263283,0.206140350877193,0.0215061376933217,0.461664578111946,PVT,Interneuron,GS,3,16,19,3,67,70,87.0,0.0027305253907476,256.837821514776,0.0080609447465562,2.91068931068931,0.0218666022151794,0.196428571428571,0.0341032873128478,0.309771825396825,PVT,Interneuron,GS,5,15,20,5,74,79,319.0,0.0100119264327412,412.725157283873,0.012953523234068,inf,0.0135817571031707,0.184491978609626,0.0195537440667592,0.286319073083779
110,RIAL,interneuron,GS,36,27,63,434,400,834,4020.0,0.12616910426213,1052.24654783842,0.0330251254735553,1.36688311688312,0.0219703363970969,0.18062015503876,0.0549449507125695,0.490874246339363,RIA,Interneuron,GS,32,21,53,196,227,423,2507.0,0.0786830707425774,1130.06987108233,0.0354676376587259,3.54857729989309,0.0269573935758295,0.129020467836257,0.07098707492134,0.388318162303908,RIA,Interneuron,GS,26,21,47,235,277,512,4322.0,0.13564747975645,782.416786326645,0.0245564241518626,inf,0.0259426053977343,0.15406162464986,0.0577920229258247,0.41447356720466
111,RIAR,interneuron,GS,35,26,61,414,450,864,3733.0,0.117161509007595,849.979732731714,0.0266769108258023,1.35267857142857,0.0269418142497146,0.221334068357222,0.066463239126827,0.513802083333333,RIA,Interneuron,GS,27,22,49,212,243,455,2559.5,0.0803308015818216,1199.58539926808,0.0376494067939262,3.57927905427905,0.0301046813792311,0.121575342465753,0.0746601610141968,0.33574069338196,RIA,Interneuron,GS,28,21,49,238,317,555,3592.0,0.112736174753625,1134.11793229762,0.0355946874740324,inf,0.0237958231583123,0.133676092544987,0.0504230176192959,0.342052270779777
112,RIBL,interneuron,GS,23,17,40,218,82,300,1099.0,0.0344924989015128,392.622631479306,0.0123225984394986,1.32960992907801,0.0146324414591851,0.185064935064935,0.0354136694134328,0.49525974025974,RIB,Interneuron,GS,17,19,36,100,48,148,3958.83333333333,0.124249367062122,813.406755100579,0.0255290551472155,3.00235597735598,0.0170166192402589,0.158064516129032,0.039018295174203,0.384621735791091,RIB,Interneuron,GS,19,20,39,126,56,182,2070.0,0.0649676730902015,737.027561276118,0.0231318674683359,inf,0.0151872405983176,0.213013698630137,0.0328023006787961,0.480034246575342
113,RIBR,interneuron,GS,21,20,41,226,61,287,239.0,0.0075010984872261,506.409236176084,0.0158938307757229,1.41666666666667,0.0139498770586144,0.214727722772277,0.0329172749791877,0.515831270627063,RIB,Interneuron,GS,17,15,32,90,38,128,1397.0,0.0438453329985563,605.612476787124,0.0190073591358711,3.09679487179487,0.0168448708289757,0.147540983606557,0.0337025936781855,0.33041081186573,RIB,Interneuron,GS,19,19,38,116,48,164,1038.5,0.032593685267717,1003.92714170219,0.0315086040330861,inf,0.0114051258915402,0.174820143884892,0.0258874404304529,0.428433538883179
114,RICL,interneuron,GS,17,20,37,86,94,180,255.0,0.0080032640763291,381.622283075788,0.0119773486622242,1.30555555555556,0.0092087174674196,0.172230652503794,0.0236852188862894,0.457486090035407,RIC,Modulatory neuron,GS,16,17,33,37,42,79,94.5,0.0029659155106396,436.013422798669,0.013684433582282,3.50235597735598,0.0103346710443088,0.146271510516252,0.0274225111311413,0.385707456978967,RIC,Modulatory neuron,GS,14,20,34,30,59,89,181.0,0.0056807482267277,365.838544114431,0.0114819705013631,inf,0.0072246355026189,0.171762589928058,0.0194146309856532,0.469829136690647
115,RICR,interneuron,GS,21,21,42,105,92,197,465.0,0.0145941874333061,511.174428319144,0.0160433879957047,1.28333333333333,0.0097913923774693,0.181498829039813,0.0235233266995324,0.460548399687744,RIC,Modulatory neuron,GS,21,19,40,48,54,102,212.0,0.0066536940556148,665.647705887152,0.0208915857726179,3.46068931068931,0.0095922446486757,0.135309278350515,0.0294663211934122,0.416849226804124,RIC,Modulatory neuron,GS,15,19,34,37,40,77,94.5,0.0029659155106396,373.677565616303,0.011728000929518,inf,0.0062446992971114,0.154676258992806,0.0154245010758441,0.397526978417266
116,RID,interneuron,GS,13,2,15,53,6,59,25.0,0.0007846337329734,66.6973634718344,0.0020933200512156,1.9438884644767,0.0076919290775401,0.152380952380952,0.0108619297817894,0.23015873015873,RID,Modulatory neuron,GS,8,0,8,22,0,22,0.0,0.0,0.0,0.0,inf,0.0103477680415694,0.107142857142857,0.0103477680415694,0.107142857142857,RID,Modulatory neuron,GS,10,0,10,19,0,19,0.0,0.0,0.0,0.0,inf,0.0022509616899439,0.0555555555555556,0.0030686330897963,0.0759259259259259
117,RIFL,interneuron,GS,10,7,17,30,56,86,494.5,0.0155200552382148,50.4340252660009,0.0015828895005335,1.33095238095238,0.0128715253404386,0.259259259259259,0.0253589735006647,0.514691358024691,RIF,Interneuron,GS,6,15,21,9,48,57,329.666666666667,0.0103467034921432,118.225960976533,0.0037105630838156,2.5,0.0134743863510626,0.198067632850242,0.0230624141530679,0.340177133655395,RIF,Interneuron,GS,9,14,23,12,37,49,272.0,0.0085368150147511,347.584436619331,0.0109090589611239,inf,0.0066836806730406,0.168,0.0123710331862483,0.33902380952381
118,RIFR,interneuron,GS,14,20,34,41,83,124,154.0,0.0048333437951164,278.268688072676,0.0087335599796835,1.30833333333333,0.0101499355290063,0.244144144144144,0.0216887540201418,0.548678678678679,RIF,Interneuron,GS,10,17,27,17,36,53,331.083333333333,0.010391166070345,1289.28125263327,0.040464542484253,2.95757575757576,0.0124159368430276,0.192753623188406,0.0220419890602546,0.367584541062802,RIF,Interneuron,GS,9,10,19,15,38,53,581.833333333333,0.0182610424120687,267.988056858357,0.0084108987778029,inf,0.0073405288461175,0.188622754491018,0.0124080516880896,0.308832335329341
119,RIGL,interneuron,GS,20,19,39,89,106,195,1174.0,0.0368464001004331,543.152005248178,0.0170470154179957,1.31190476190476,0.0094691971584852,0.185362517099863,0.0229109284113745,0.468217054263566,RIG,Interneuron,GS,8,22,30,46,71,117,2969.66666666667,0.0932040256941393,502.586746464558,0.0157738606008586,2.71068931068931,0.0164428204231103,0.149305555555556,0.0344515527755487,0.328644455467372,RIG,Interneuron,GS,16,20,36,61,70,131,2269.0,0.0712133576046701,694.290709253181,0.0217905564388042,inf,0.0114149847498831,0.170144462279294,0.02368485727093,0.391047542612551
120,RIGR,interneuron,GS,14,19,33,108,89,197,768.0,0.0241039482769443,284.477295958822,0.0089284193069745,1.43774509803922,0.0117544600000012,0.179462571976967,0.0277361230532503,0.455895256375103,RIG,Interneuron,GS,18,17,35,60,59,119,1826.0,0.0573096478563806,978.204791412834,0.0307012990839506,2.85,0.0132372959276255,0.136752136752137,0.0271459176266878,0.298005698005698,RIG,Interneuron,GS,15,20,35,62,67,129,1938.0,0.0608248069801017,908.880418354403,0.0285255294191954,inf,0.009739348913836,0.155612244897959,0.0233641850675673,0.400850340136054
121,RIH,interneuron,GS,24,29,53,110,266,376,3098.0,0.0972318121900697,1569.12682773311,0.0492475936141205,1.16666666666667,0.0094427717513764,0.115553925165077,0.0261506353541241,0.369534989344234,RIH,Interneuron,GS,14,33,47,37,107,144,2206.66666666667,0.0692570041637897,1438.36303817035,0.0451435264004252,2.82424242424242,0.0088425775823139,0.0982309124767225,0.0252286159781334,0.292018045579498,RIH,Interneuron,GS,12,26,38,39,102,141,1976.5,0.0620331429288808,823.675179045425,0.0258513332196794,inf,0.0068709388395309,0.112625538020086,0.0180450658042219,0.323590899774544
122,RIML,interneuron,GS,25,24,49,208,177,385,1819.5,0.0571056430858075,376.007030371049,0.0118011119945719,1.2995670995671,0.024017068341036,0.289586919104991,0.0504748971328641,0.570544631710362,RIM,Interneuron,GS,24,23,47,124,72,196,3115.5,0.0977810558031511,914.906110736027,0.0287146478794811,3.25235597735598,0.0160286321602653,0.149532710280374,0.0402531667325769,0.390787716955941,RIM,Interneuron,GS,20,25,45,108,83,191,1368.66666666667,0.0429560814345197,1024.07383974172,0.0321409151886798,inf,0.0107066178408436,0.174180327868852,0.0282200958411392,0.440362753708041
123,RIMR,interneuron,GS,26,20,46,250,151,401,3310.0,0.103885506245685,418.980799382354,0.013149858746543,1.20833333333333,0.0186314615530551,0.2412109375,0.0436663905494194,0.563444010416666,RIM,Interneuron,GS,21,19,40,121,76,197,2553.25,0.0801346431485782,1174.803207517,0.0368716090489297,3.33449883449883,0.0168902417897617,0.133419689119171,0.0442204958651283,0.364757072950078,RIM,Interneuron,GS,18,23,41,119,81,200,2732.0,0.0857447743393384,754.07858049737,0.0236670196628388,inf,0.0125042110410822,0.193588162762022,0.0323735109969388,0.471557747636663
124,RIPL,interneuron,GS,16,7,23,188,22,210,1419.0,0.0445358106835729,245.210595686155,0.0076960202023148,1.45,0.0208363724723841,0.231075697211155,0.0411727673683682,0.326720209614946,RIP,Interneuron,GS,10,0,10,58,0,58,0.0,0.0,0.0,0.0,inf,0.027805473708402,0.222222222222222,0.0400368468337061,0.318518518518519,RIP,Interneuron,GS,10,0,10,74,0,74,0.0,0.0,0.0,0.0,inf,0.0158930098823803,0.177777777777778,0.0218507896645754,0.250925925925926
125,RIPR,interneuron,GS,17,9,26,232,14,246,183.0,0.0057435189253656,294.618341617595,0.0092466995674344,1.72222222222222,0.0163439145945379,0.209627329192547,0.0354475478660668,0.486361283643892,RIP,Interneuron,GS,12,0,12,65,0,65,0.0,0.0,0.0,0.0,inf,0.0203222647658101,0.189393939393939,0.0330289057474043,0.30239898989899,RIP,Interneuron,GS,14,0,14,72,0,72,0.0,0.0,0.0,0.0,inf,0.0097012410352105,0.137362637362637,0.0134879521260715,0.193223443223443
126,RIR,interneuron,GS,21,26,47,70,103,173,1461.5,0.0458696880296278,633.934961274683,0.0198962702050933,1.2952380952381,0.0106799553484966,0.21087160262418,0.0249754652333841,0.532286785379569,RIR,Interneuron,GS,13,20,33,34,77,111,1556.33333333333,0.0488460653233737,731.218351024469,0.0229495433753207,2.74924242424242,0.0210486101412005,0.201348747591522,0.0434809338211428,0.461560693641619,RIR,Interneuron,GS,15,20,35,54,79,133,2518.33333333333,0.079038771368192,663.965552005748,0.0208387907854418,inf,0.0122529592313462,0.184931506849315,0.0253365972313037,0.420450097847358
127,RIS,interneuron,GS,19,26,45,40,184,224,963.5,0.0302397840687967,630.225994932095,0.019779863000819,1.25,0.0139797420915647,0.251533742331288,0.0297932915844859,0.497673766816144,RIS,Modulatory neuron,GS,13,22,35,19,97,116,1331.0,0.0417738999435064,1260.35022218368,0.0395565319874358,3.07424242424242,0.0159730107167781,0.162969283276451,0.0333532851672211,0.378299203640501,RIS,Modulatory neuron,GS,17,24,41,32,102,134,1533.5,0.0481294331805913,918.466961107912,0.0288264064122752,inf,0.0109458557118933,0.194204685573366,0.0232744738095499,0.46575215782984
128,RIVL,motorneuron,GS,13,9,22,42,43,85,213.0,0.0066850794049337,52.0627756246958,0.0016340083994945,1.34272068511199,0.0224317158272681,0.337777777777778,0.0351461825453777,0.546740740740741,RIV,Motor neuron,GS,9,7,16,15,24,39,217.0,0.0068106208022095,70.7824717596464,0.0022215326018343,3.6765984015984,0.0148516366515523,0.134453781512605,0.0208719073618824,0.213305322128852,RIV,Motor neuron,GS,7,9,16,10,28,38,39.0,0.0012240286234385,33.5345635287149,0.0010524939906068,inf,0.0254585427321222,0.337606837606838,0.0327855618080649,0.450854700854701
129,RIVR,motorneuron,GS,12,12,24,35,51,86,346.0,0.0108593308643525,105.818937913382,0.0033211643309704,1.35416666666667,0.0169285587663767,0.25,0.0273416623652279,0.45,RIV,Motor neuron,GS,9,11,20,16,23,39,27.0,0.0008474044316113,74.3528728007384,0.0023335908857177,3.71068931068931,0.022655062057725,0.226063829787234,0.0371849478616685,0.419842325227963,RIV,Motor neuron,GS,12,10,22,24,30,54,96.0,0.003012993534618,182.830033846959,0.00573818447828,inf,0.0135062179588981,0.213973799126638,0.0234182579724773,0.414919941775837
130,RMDDL,motorneuron,GS,26,9,35,310,41,351,847.0,0.0265833908731404,298.569251497147,0.0093707002541317,1.59141414141414,0.0213811231963884,0.200680272108844,0.041936200791823,0.493140589569161,RMD,Motor neuron,GS,21,6,27,116,14,130,374.0,0.0117381206452828,449.395775614453,0.0141044434001147,4.14521312021312,0.028870810305057,0.235549132947977,0.0516385769373355,0.27393018018018,RMD,Motor neuron,GS,18,4,22,118,16,134,474.0,0.0148766555771766,280.655787755919,0.0088084799371012,inf,0.0181197273907371,0.166666666666667,0.026895470121156,0.286549707602339
131,RMDDR,motorneuron,GS,21,3,24,290,30,320,83.0,0.0026049839934718,38.7310275632158,0.0012155868295529,1.53846153846154,0.0284116494237754,0.2,0.0473831522305878,0.411151515151515,RMD,Motor neuron,GS,21,5,26,123,20,143,496.5,0.0155828259368527,368.78233200425,0.0115743623126059,4.05755078255078,0.036101687861693,0.246105919003115,0.06150648667828,0.323076923076923,RMD,Motor neuron,GS,21,6,27,124,18,142,363.0,0.0113928818027745,611.934954051632,0.0192057922933787,inf,0.0145228440603787,0.145533141210375,0.0236366237604444,0.279881981611088
132,RMDL,motorneuron,GS,25,21,46,172,88,260,1830.5,0.0574508819283159,696.55754391935,0.0218617018366503,1.39813311688312,0.0162199259116924,0.220430107526882,0.0337461973375836,0.530457803844901,RMD,Motor neuron,GS,22,12,34,95,36,131,626.0,0.0196472286736551,975.024835199266,0.0306014950473688,3.64857729989309,0.0281421353880901,0.22554347826087,0.0542660450483433,0.492013888888889,RMD,Motor neuron,GS,26,16,42,124,58,182,2573.5,0.0807701964722867,1031.07921759436,0.0323607814196961,inf,0.0158915882634798,0.193661971830986,0.031811303302828,0.453815252626872
133,RMDR,motorneuron,GS,29,13,42,200,71,271,962.0,0.0301927060448183,382.631431901513,0.0120090211506344,1.40029761904762,0.0186932974924041,0.234117647058824,0.0373916907427853,0.549015406162465,RMD,Motor neuron,GS,26,12,38,108,38,146,1243.0,0.0390119892034398,514.099748185463,0.0161352001815788,3.65620213120213,0.0252557187178298,0.208333333333333,0.0543403066329826,0.519415366721401,RMD,Motor neuron,GS,25,11,36,131,40,171,689.0,0.0216245056807482,269.59061044282,0.0084611954818536,inf,0.0204973455555699,0.213942307692308,0.0387290958835619,0.488194444444444
134,RMDVL,motorneuron,GS,20,11,31,277,58,335,956.0,0.0300043939489047,383.256910296107,0.0120286520085402,1.5,0.0209875596917887,0.183006535947712,0.0392734484143925,0.413761801016703,RMD,Motor neuron,GS,16,4,20,128,21,149,800.0,0.0251082794551503,90.9787309261742,0.0028553992507116,3.98612221112221,0.0405139817528187,0.188829787234043,0.0571329284566956,0.297562056737589,RMD,Motor neuron,GS,21,5,26,142,15,157,183.0,0.0057435189253656,247.083339935428,0.0077547969347632,inf,0.0161084650616094,0.156832298136646,0.0296494160115266,0.344598491570541
135,RMDVR,motorneuron,GS,23,12,35,271,65,336,1615.0,0.0506873391500847,436.330844878746,0.0136943959851467,1.61466995536763,0.0237950617798635,0.254684838160136,0.0454949249502336,0.457821497120921,RMD,Motor neuron,GS,18,3,21,119,20,139,680.0,0.0213420375368778,130.131749929475,0.0040842304290212,4.02021312021312,0.0329473426513468,0.185990338164251,0.0552565370955105,0.328910743041178,RMD,Motor neuron,GS,16,4,20,133,19,152,572.5,0.017968112485092,110.421202851398,0.0034656080237084,inf,0.0217488505855162,0.162234042553191,0.0371607156656064,0.320352077001013
136,RMED,motorneuron,GS,13,5,18,62,8,70,174.0,0.0054610507814952,82.6364451241264,0.0025935736966959,1.7438884644767,0.0085256873155451,0.251655629139073,0.0151611839901502,0.260504201680672,RME,Motor neuron,GS,17,4,21,34,6,40,269.0,0.0084426589667943,324.571407884394,0.0101867870153912,4.13880286380286,0.0105842712525992,0.185096153846154,0.0173805648170137,0.136519607843137,RME,Motor neuron,GS,14,3,17,31,4,35,119.0,0.0037348565689536,213.800713637072,0.0067102100821377,inf,0.0036855346715117,0.0851851851851852,0.0061222210528976,0.136543209876543
137,RMEL,motorneuron,GS,12,4,16,73,5,78,0.0,0.0,52.9240906440243,0.0016610410722498,1.98030303030303,0.007056630344319,0.142857142857143,0.0088547026459868,0.196778711484594,RME,Motor neuron,GS,14,1,15,32,1,33,0.0,0.0,0.0,0.0,inf,0.0125723239325729,0.216346153846154,0.0119312982915472,0.0961538461538462,RME,Motor neuron,GS,13,1,14,36,1,37,2.0,6.27706986378758e-05,107.661847664764,0.0033790046972809,inf,0.005757836479955,0.133333333333333,0.0082882889049933,0.202777777777778
138,RMER,motorneuron,GS,16,3,19,86,12,98,22.0,0.0006904776850166,38.1827944581851,0.0011983803420433,1.73030303030303,0.0171651729676198,0.273809523809524,0.0286316020891876,0.35478855721393,RME,Motor neuron,GS,19,3,22,41,3,44,4.0,0.0001255413972757,65.9230106133464,0.0020690167162559,4.85620213120213,0.0116340997807881,0.208695652173913,0.0199799637449674,0.27719298245614,RME,Motor neuron,GS,14,0,14,38,0,38,0.0,0.0,0.0,0.0,inf,0.0045405100328058,0.104395604395604,0.0069267016001476,0.167490842490843
139,RMEV,motorneuron,GS,16,8,24,91,10,101,0.0,0.0,169.939748033365,0.0053336183551994,1.66666666666667,0.0065505809327831,0.153846153846154,0.012634659689363,0.2996336996337,RME,Motor neuron,GS,16,0,16,33,0,33,0.0,0.0,0.0,0.0,inf,0.0066693923076231,0.120833333333333,0.0116937006421287,0.204166666666667,RME,Motor neuron,GS,15,3,18,32,4,36,314.0,0.0098549996861465,201.653672610826,0.0063289709563375,inf,0.0026232563450669,0.0723684210526316,0.0041852488279589,0.11156798245614
140,RMFL,interneuron,GS,12,12,24,36,49,85,49.0,0.0015378821166279,140.485517400379,0.0044091870378626,1.4547619047619,0.0099634501888637,0.24169741697417,0.0185473177240441,0.451629766297663,RMF,Motor neuron,GS,12,7,19,41,25,66,329.5,0.01034147260059,197.539199316027,0.0061998367747168,3.30757575757576,0.0294543004846323,0.291666666666667,0.0541275876649542,0.56468253968254,RMF,Motor neuron,GS,21,12,33,49,43,92,1348.5,0.0423231435565878,1031.03494547892,0.0323593919238881,inf,0.0102361283757377,0.192898272552783,0.0226017074361791,0.449904030710173
141,RMFR,interneuron,GS,10,6,16,47,26,73,128.0,0.004017324712824,93.3908024958276,0.0029311029595074,1.49444444444444,0.0174070105446001,0.296610169491525,0.0281014828144926,0.478813559322034,RMF,Motor neuron,GS,17,15,32,40,35,75,369.0,0.0115811938986881,647.186131038304,0.0203121627970091,3.17424242424242,0.0172535539244877,0.203665987780041,0.0410349812110927,0.513900203665988,RMF,Motor neuron,GS,13,16,29,41,44,85,879.5,0.0276034147260059,605.394021740203,0.019000502847913,inf,0.0115231002266992,0.199257425742574,0.0264996666328996,0.47450495049505
142,RMGL,interneuron,GS,20,30,50,57,90,147,189.0,0.0059318310212792,920.204183092732,0.0288809297311133,1.46279761904762,0.005241622684274,0.131773399014778,0.0162424148465775,0.446565407772304,RMG,Modulatory neuron,GS,9,24,33,13,45,58,180.5,0.0056650555520682,882.974337259083,0.027712458014534,3.33333333333333,0.0110851169422605,0.191428571428571,0.0232257314760907,0.302098546402002,RMG,Modulatory neuron,GS,10,20,30,13,33,46,150.833333333333,0.0047339568556064,856.352185418426,0.0268769124793932,inf,0.0024909042903898,0.0706018518518518,0.0039393783477781,0.11880787037037
143,RMGR,interneuron,GS,13,27,40,39,100,139,14.0,0.0004393948904651,408.750939537332,0.0128287910218232,1.4469696969697,0.0075534864796304,0.180699481865285,0.0187328071321404,0.483193005181347,RMG,Modulatory neuron,GS,12,20,32,19,31,50,283.25,0.0088899001945891,1127.69302653595,0.0353930395623611,3.03449883449883,0.0074046809591249,0.125,0.0158732828449865,0.268698783714028,RMG,Modulatory neuron,GS,7,17,24,8,27,35,111.0,0.0034837737744021,1072.71078354779,0.033667402659839,inf,0.003242039476573,0.0915750915750916,0.0055229984588276,0.16541514041514
144,RMHL,motorneuron,GS,17,9,26,70,11,81,0.0,0.0,191.093582232346,0.0059975388309693,1.98030303030303,0.0058736039703623,0.159442724458204,0.0143757947788738,0.403921568627451,RMH,Motor neuron,GS,15,6,21,26,10,36,0.0,0.0,320.020323778177,0.0100439496509377,3.72424242424242,0.0114014200242684,0.189320388349515,0.019876265531398,0.345995145631068,RMH,Motor neuron,GS,13,6,19,26,14,40,320.0,0.0100433117820601,565.067247271848,0.0177348329443176,inf,0.0079127671043598,0.173652694610778,0.0141122380180824,0.331037924151697
145,RMHR,motorneuron,GS,14,8,22,80,27,107,184.0,0.0057749042746845,178.962009261175,0.0056167851754809,1.53794326241135,0.0082735363338728,0.168859649122807,0.0149620612996157,0.319340016708438,RMH,Motor neuron,GS,18,7,25,36,16,52,268.0,0.0084112736174753,477.903823881029,0.0149991784533623,3.50757575757576,0.0140991439734763,0.211864406779661,0.027803477041505,0.432768361581921,RMH,Motor neuron,GS,13,5,18,31,15,46,288.0,0.0090389806038541,152.613905879597,0.0047898407469586,inf,0.010903845860565,0.236666666666667,0.0170726485426319,0.398055555555556
146,SAADL,interneuron,GS,12,10,22,53,54,107,769.0,0.0241353336262633,167.826214374938,0.0052672843630323,1.27083333333333,0.0110870387076039,0.201754385964912,0.0197304401345096,0.39093567251462,SAA,Sensory neuron,GS,10,6,16,29,41,70,1580.0,0.0495888519239219,284.402015468943,0.0089260566025027,3.37735597735598,0.0304637862594007,0.264957264957265,0.0453347828548233,0.413176638176638,SAA,Sensory neuron,GS,12,6,18,34,35,69,1656.0,0.0519741384721612,283.570123436957,0.0088999473804832,inf,0.0137010020589649,0.231788079470199,0.0229735684595238,0.405794701986755
