cell_class,cell_type,Gender,cell_name,indegree,outdegree,degree,instrength,outstrength,strength,BC_wei,BC_wei_norm,BC_bin,BC_bin_norm,eccentricity,CC_wei,CC_bin,LE_wei,LE_bin
SMD,Motor neuron,GS,SMDVR,18,7,25,82,24,106,40,0.00125541397275752,411.508272216653,0.0129153308711522,Inf,0.0217921741113693,0.268707482993197,0.039557663669445,0.551218820861678
URA,Motor neuron,GS,URADL,3,5,8,12,16,28,0.5,1.5692674659469e-05,14.1170817109789,0.000443069540863062,Inf,0.0180343026884421,0.240740740740741,0.0214169605707568,0.320987654320988
URA,Motor neuron,GS,URADR,5,6,11,11,13,24,3,9.41560479568138e-05,70.5768911498135,0.00221508038258155,Inf,0.00803054098551813,0.166666666666667,0.0100312474719358,0.219135802469136
URA,Motor neuron,GS,URAVL,5,4,9,13,15,28,1,3.13853493189379e-05,15.7295709199769,0.000493678077960484,Inf,0.0127327796255246,0.185714285714286,0.0143779900012807,0.228571428571429
URA,Motor neuron,GS,URAVR,3,5,8,11,9,20,5,0.00015692674659469,5.92080321639145,0.000185826477195137,Inf,0.0114067768468237,0.214285714285714,0.0142764947563895,0.300595238095238
ADE,Modulatory neuron,GS,ADEL,6,25,31,9,57,66,410.5,0.012883685895424,459.327918789175,0.014416167183139,Inf,0.00447857838841929,0.107142857142857,0.0117671030762453,0.302984428390273
ADE,Modulatory neuron,GS,ADER,6,29,35,12,62,74,579.5,0.0181878099303245,797.947911638455,0.0250438739450899,Inf,0.00436350829253856,0.102542372881356,0.00985216302161119,0.237683615819209
AIM,Modulatory neuron,GS,AIML,5,15,20,8,41,49,472,0.0148138848785387,390.959518851586,0.0122704010687209,Inf,0.00824952323149797,0.163101604278075,0.0154782395434135,0.350311942959002
AIM,Modulatory neuron,GS,AIMR,6,18,24,18,42,60,119.5,0.00375054924361308,306.816444719505,0.00962954129431626,Inf,0.00645326597515503,0.134191176470588,0.0111092853601305,0.239185049019608
ALA,Modulatory neuron,GS,ALA,4,4,8,4,6,10,0,0,24.4365626643034,0.000766950055373278,Inf,0.00299063028766828,0.0892857142857143,0.003726017678226,0.113095238095238
AVF,Modulatory neuron,GS,AVFL,8,13,21,16,19,35,83.3333333333333,0.00261544577657816,279.804628094147,0.00878176599379031,Inf,0.00692142803924356,0.198067632850242,0.0135642924861707,0.404227053140097
AVF,Modulatory neuron,GS,AVFR,10,18,28,17,30,47,430.166666666667,0.0135009310986965,699.981352434548,0.0219691592629009,Inf,0.00611303746289886,0.180592991913747,0.0125170456536643,0.373764600179695
AVH,Modulatory neuron,GS,AVHL,7,11,18,10,24,34,166,0.00520996798694369,223.946036041953,0.00702862456976815,Inf,0.00629063405905282,0.161073825503356,0.0108616598267892,0.279753914988814
AVH,Modulatory neuron,GS,AVHR,10,17,27,12,37,49,95.8333333333333,0.00300776264306488,307.95186445174,0.00966517683923609,Inf,0.00668200437174614,0.181556195965418,0.0135402728376675,0.402209414024976
AVK,Modulatory neuron,GS,AVKL,11,17,28,49,34,83,241,0.00756386918586404,239.841546737078,0.00752751072553757,Inf,0.0154824869607455,0.278820375335121,0.0280725109854135,0.524285075960679
AVK,Modulatory neuron,GS,AVKR,14,15,29,53,35,88,573.5,0.0179994978344109,222.541352074262,0.00698453807275946,Inf,0.0128181837313125,0.22636815920398,0.0239522299208037,0.440443615257048
AVL,Modulatory neuron,GS,AVL,2,5,7,8,5,13,0,0,9.9947851655513,0.000313689823788566,Inf,0.00797652155179748,0.2,0.0130126278176753,0.320833333333333
CEP,Modulatory neuron,GS,CEPDL,13,16,29,32,57,89,1557,0.0488669888895863,561.591122573675,0.0176257335563893,Inf,0.00959109511585983,0.169172932330827,0.0205253119516238,0.400187969924812
CEP,Modulatory neuron,GS,CEPDR,6,23,29,20,79,99,932,0.0292511455652501,555.028499345899,0.0174197633339369,Inf,0.0067669413434435,0.101990049751244,0.0141547567139512,0.252908078654347
CEP,Modulatory neuron,GS,CEPVL,16,20,36,32,61,93,2508,0.0787144560918963,819.38767000117,0.0257167682506174,Inf,0.00686173229279322,0.130016051364366,0.0125839631855365,0.259818084537186
CEP,Modulatory neuron,GS,CEPVR,13,21,34,30,67,97,1849,0.0580315108907162,963.453933876953,0.0302383382674331,Inf,0.00531737539952013,0.104129263913824,0.0102475293912332,0.205071813285458
DVC,Interneuron,GS,DVC,4,18,22,19,86,105,297,0.00932144874772456,110.080062000117,0.00345490119892403,Inf,0.0186399452024676,0.25,0.0319582814668615,0.447733918128655
HSN,Modulatory neuron,HS,HSNL,6,17,23,13,25,38,216.166666666667,0.00678446634444375,194.777604361295,0.00611316315238513,Inf,0.00730179795129557,0.22289156626506,0.0161048130400455,0.519578313253012
HSN,Modulatory neuron,HS,HSNR,10,11,21,15,16,31,128,0.00401732471282405,228.18604010702,0.00716169857846402,Inf,0.00649380601209211,0.216748768472906,0.0142787015066406,0.481659042927516
PVN,Modulatory neuron,GS,PVNL,5,6,11,14,13,27,73.5,0.00230682317494194,16.7163078521398,0.000524647161262312,Inf,0.0175153058468076,0.403846153846154,0.0275898470646733,0.631410256410256
PVN,Modulatory neuron,GS,PVNR,9,10,19,15,19,34,68.5,0.00214989642834725,319.720749979689,0.0100345474226253,Inf,0.0103340225538615,0.263636363636364,0.0193673560388493,0.516818181818182
PVQ,Modulatory neuron,GS,PVQL,7,7,14,21,25,46,307.666666666667,0.00965622580712657,104.018935861619,0.0032646706378011,Inf,0.014768476788778,0.284090909090909,0.0249821064889545,0.54157196969697
PVQ,Modulatory neuron,GS,PVQR,6,9,15,18,29,47,214.5,0.00673215742891218,133.6650231486,0.00419512344324274,Inf,0.0168072820591239,0.36,0.026951354903364,0.608666666666667
RIC,Modulatory neuron,GS,RICL,14,20,34,30,59,89,181,0.00568074822672776,365.838544114431,0.0114819705013631,Inf,0.00722463550261896,0.171762589928058,0.0194146309856532,0.469829136690647
RIC,Modulatory neuron,GS,RICR,15,19,34,37,40,77,94.5,0.00296591551063963,373.677565616303,0.011728000929518,Inf,0.00624469929711148,0.154676258992806,0.0154245010758441,0.397526978417266
RID,Modulatory neuron,GS,RID,10,0,10,19,0,19,0,0,0,0,Inf,0.00225096168994393,0.0555555555555556,0.00306863308979631,0.0759259259259259
RIS,Modulatory neuron,GS,RIS,17,24,41,32,102,134,1533.5,0.0481294331805913,918.466961107912,0.0288264064122752,Inf,0.0109458557118933,0.194204685573366,0.0232744738095499,0.46575215782984
RMG,Modulatory neuron,GS,RMGL,10,20,30,13,33,46,150.833333333333,0.00473395685560647,856.352185418426,0.0268769124793932,Inf,0.00249090429038983,0.0706018518518518,0.00393937834777815,0.11880787037037
RMG,Modulatory neuron,GS,RMGR,7,17,24,8,27,35,111,0.00348377377440211,1072.71078354779,0.033667402659839,Inf,0.00324203947657301,0.0915750915750916,0.00552299845882761,0.16541514041514
