assortavity,cpl,radius,diameter,transitivity,density,global_efficiency,mean_cc
-0.0125672037217468,0.746770970129729,1.26233766233766,2.89166666666667,0.00124363588911372,0.0281676960509077,1.99579337304349,0.276992897857106
-0.0219999537096233,0.752447785565269,2,3.44665940450254,0.00131975380117492,0.0281676960509077,1.99492142636225,0.261835236098521
-0.026149326846337,0.713342814613336,1.47687737490636,3.60918114143921,0.00118975061910216,0.0281676960509077,2.09480499697895,0.245498346412836
-0.0177156677858091,0.746869905485539,1.44444444444444,3.529,0.00104280562234161,0.0281676960509077,1.93786023332032,0.223900911788596
-0.0316850813634914,0.75067513630285,2,4.2,0.00134067248009081,0.0281676960509077,1.96426061865176,0.282833464712354
0.0531256069297488,0.758244364573499,2,3.4952380952381,0.00124501220378455,0.0281676960509077,1.9677840493867,0.24951215053281
-0.0198804173301563,0.76549145403968,1.37994899817851,2.75,0.0012436862276852,0.0281676960509077,2.01453701239365,0.257814964481095
-0.00558911659568222,0.713947936747737,1.5,2.84090909090909,0.0011097299351304,0.0281676960509077,2.00981067465626,0.25847547540658
0.0124318035189364,0.726609861286297,1.45833333333333,2.95952380952381,0.00111851953650921,0.0281676960509077,2.0429370765603,0.245058094230236
-0.0022673825143201,0.748739967785656,2,3.86212121212121,0.00142897731173834,0.0281676960509077,2.01701126681182,0.273148791596952
-0.0339325305781455,0.754223073935017,1.55766328389279,2.98594854603985,0.00112451797674216,0.0281676960509077,2.00061386818951,0.241794321183223
-0.0257429005775982,0.73090777755062,1.625,2.98611111111111,0.00115237013654447,0.0281676960509077,1.99662213970873,0.256039244199252
0.00792872741446203,0.73153725173332,1.42971428571429,3.00757575757576,0.00126966396110294,0.0281676960509077,2.04917373382641,0.26586706772404
-0.00435922673405943,0.749545324851727,1.87860768526412,4.09490909090909,0.00136575482353626,0.0281676960509077,2.02506495175388,0.277352304992352
-0.0215827702458243,0.736675065596231,1.5,3.16875279106858,0.00117193415948119,0.0281676960509077,2.03489864970215,0.251861906875743
0.014421210569878,0.743173025988997,2,3.97116920842411,0.00144036940509899,0.0281676960509077,2.01632616576162,0.301261501477674
-0.0170067922867543,0.767606757132268,1.44444444444444,3.12777777777778,0.00120612301857527,0.0281676960509077,1.90834486717871,0.224034740842511
-0.0145279962687038,0.710621290820492,1.325,2.6344012345679,0.00108076858828972,0.0281676960509077,2.06961018865791,0.276946223058641
-0.0170608632558498,0.760467390042175,1.43306010928962,3.56635921325052,0.00122744068352817,0.0281676960509077,1.98613083827816,0.245305123491739
-0.0462344917477226,0.721795026201821,1.28408480944713,2.61741814278046,0.00126798129013696,0.0281676960509077,2.04843190708386,0.258368765471958
0.0137888041336113,0.742875008529855,1.5,3.12670250896057,0.00132427532166326,0.0281676960509077,2.0005303818266,0.254845651831077
0.021935677847792,0.748365642758342,2,3.4484126984127,0.00123982632652291,0.0281676960509077,2.01990954066863,0.266725320808214
-0.0506254671425109,0.727210618445919,1.38888888888889,3.44444444444444,0.00112422741254558,0.0281676960509077,2.03579374000362,0.240101693633838
3.39779785251783e-05,0.737084572070228,1.38888888888889,2.9,0.00132123324763177,0.0281676960509077,2.01073308517551,0.284120498973843
-0.0063499725661189,0.750380268953321,1.58823529411765,3.00063965884861,0.00117503755501862,0.0281676960509077,1.97301317316513,0.24769191008421
0.0439544695273687,0.756675793617492,1.61111111111111,3.04285714285714,0.00118872409921836,0.0281676960509077,2.01287887489162,0.250306972360384
-0.0470014649944545,0.736708288371326,1.25555555555556,2.79533818415593,0.00128182706282804,0.0281676960509077,1.98697655021783,0.262432397765003
-0.0272562440457965,0.71947317186013,1.23783587509078,2.78799019607843,0.00112963036848032,0.0281676960509077,2.0322383789536,0.245484718580157
-0.00807011477254557,0.743607243913829,1.56666666666667,2.97628125324204,0.00119949377874094,0.0281676960509077,1.98834540244679,0.265167615382844
-0.0385738062603553,0.740601562511925,1.69199019607843,3.5150341274425,0.00126310509963366,0.0281676960509077,1.94754596451993,0.265445937234823
-0.0474072808309492,0.711573753483592,1.3768115942029,3.4768115942029,0.0011088775991296,0.0281676960509077,2.05278003730573,0.248659750747293
-0.0340092933592933,0.725874815971978,1.55555555555556,3.14648677196631,0.00116863874477254,0.0281676960509077,2.000135736696,0.253500306046828
-0.0155887410257835,0.742103112210707,1.33333333333333,2.87843875401003,0.00120806635294691,0.0281676960509077,2.04756289679431,0.252269186966327
-0.0527145401264556,0.743535214190213,2,3.31666666666667,0.00122205851028352,0.0281676960509077,1.96523290106153,0.248664020986804
-0.0237037451322705,0.755718565417611,2,3.61111111111111,0.00120308726008267,0.0281676960509077,1.95346736304535,0.255595530442378
0.0146155942376083,0.761374874610802,1.27889344262295,2.92378886977644,0.00125794344684995,0.0281676960509077,1.94224750823037,0.261006567246455
0.00472687082163376,0.736503772998526,1.31666666666667,2.7671568627451,0.00118371449908661,0.0281676960509077,1.98860297781196,0.229439245723486
0.0223216061558354,0.746109020612239,1.32142857142857,2.71031746031746,0.00112024619024413,0.0281676960509077,1.97760542097386,0.243317032609374
0.0270859641573936,0.754416772298823,2,4.73712121212121,0.00142768577361971,0.0281676960509077,1.98588696859304,0.263189693777542
-0.0295034226033642,0.78527087728658,1.94771241830065,3.5,0.00129279341315146,0.0281676960509077,1.85378363903039,0.258810778428143
-0.0202539587813388,0.720085045099625,1.32222222222222,2.75352907961604,0.00112015632828684,0.0281676960509077,2.04020801817594,0.250926388156884
-0.0347587478252816,0.747454766289756,1.42424242424242,2.88110894801356,0.00119289274429438,0.0281676960509077,1.9702564631779,0.250994702485878
-0.0258011571963296,0.733258468215834,1.26492537313433,2.63025210084034,0.00127307804321684,0.0281676960509077,2.01923460977817,0.25169207672948
-0.0595471036710026,0.73699935441247,2,3.54365079365079,0.0010845580546359,0.0281676960509077,1.99541218083033,0.241992926634193
-0.0205967303201979,0.747391116900413,1.45,2.68888888888889,0.00128261172151119,0.0281676960509077,1.9916273652186,0.25235432244759
-0.0202554447085491,0.749769652223466,1.55555555555556,3.25,0.00118656060567099,0.0281676960509077,1.98630322205357,0.266823728643509
0.0151009980937343,0.733308830149824,1.57573632538569,3.29166666666667,0.00124912670579058,0.0281676960509077,1.99939187443216,0.254560208815835
-0.00366872092345191,0.71151854640464,1.35230179028133,3.08823529411765,0.00123934570725642,0.0281676960509077,2.05360255647595,0.258873068188392
-0.0234124735293493,0.759842459809387,2.16666666666667,4.32668067226891,0.0012154950180099,0.0281676960509077,1.98682825234951,0.252316552191066
-0.0441973318337094,0.701984965417633,1.4,2.61978021978022,0.00128925778547683,0.0281676960509077,2.0493317265598,0.268902251574492
0.0201704828635084,0.75274396578445,1.46424242424242,2.96666666666667,0.00124903080630693,0.0281676960509077,1.96040131448087,0.266363935915091
-0.0176002467569511,0.753094184501277,2.1,4.12904166396682,0.00133024910754236,0.0281676960509077,1.9578515013087,0.26129887621113
0.0321448065670241,0.75143498642736,1.56666666666667,2.97222222222222,0.00116830978874972,0.0281676960509077,1.96287635480095,0.238505947723381
-0.0273015713515596,0.736021335482605,2,3.56828571428571,0.00123072925489015,0.0281676960509077,2.01271181415621,0.266451695273342
0.00975497197365826,0.725392207877585,1.33756265104706,2.8625,0.00111871458417492,0.0281676960509077,2.00328757111051,0.263328346243011
-0.0401840394425987,0.739636007204505,1.2625,2.45882352941176,0.00118401741613107,0.0281676960509077,2.00922911717417,0.252559934881993
-0.0355773607357716,0.751861928986548,1.5,2.88001720530109,0.00143041016154324,0.0281676960509077,1.99090335109188,0.253137377133771
-0.0492526534917599,0.76086869395138,1.40123456790123,2.89166666666667,0.00114716636845637,0.0281676960509077,1.93693373924046,0.250113011319496
-0.0732481278701457,0.758921120274766,1.79285714285714,3.54750929194776,0.00117956518706331,0.0281676960509077,1.942255252515,0.25582803980017
-0.0133762567977308,0.753496729589159,2,3.59343618044233,0.00130859512321295,0.0281676960509077,1.97464579474116,0.267018601820098
-0.0436819606605248,0.786703916783323,1.44654377880184,3.58781362007168,0.00132611472993972,0.0281676960509077,1.90780212028463,0.269894885736982
-0.0285040365109617,0.747125002419566,1.93382352941176,3.57048092868988,0.00132564009263195,0.0281676960509077,1.96614582145033,0.295085401072851
-0.0109291119215284,0.731446291923626,2,3.47333333333333,0.00111938722205093,0.0281676960509077,2.03292955213125,0.25458813520628
-0.0366412084631774,0.772820967773459,1.45833333333333,3.60071428571429,0.00124096443171508,0.0281676960509077,1.93295871350612,0.253875917752567
-0.00545777100104351,0.720141775240173,1.4361568627451,3.63817620268049,0.00114339912292509,0.0281676960509077,2.04982463869047,0.263473182839311
-0.00168073345838891,0.72297235701058,1.51111111111111,3.02164502164502,0.00133721089276679,0.0281676960509077,2.03375496749894,0.276435629605182
-0.0383826034002933,0.707841258750868,1.41666666666667,2.64764492753623,0.00103713033456173,0.0281676960509077,2.03122524485172,0.227033694424679
0.00133277698064359,0.725316923697934,1.40855030536805,3.01176397515528,0.00124391083930264,0.0281676960509077,2.08553817140029,0.268977277848065
-0.00427775760214093,0.740703243142036,1.5,3.63298092868988,0.0012395263519588,0.0281676960509077,2.02304207385836,0.266239120640425
0.000381094020646083,0.763330304258332,1.33333333333333,3.04545454545455,0.00130564939125721,0.0281676960509077,1.94936240332797,0.254534014391111
0.0146533795961833,0.714573789878379,1.38198484047241,2.8069019537197,0.00114360268104828,0.0281676960509077,2.03313174059391,0.256938317876964
-0.0395987822225245,0.724441822514928,1.36471428571429,2.82586948853616,0.00119375797922837,0.0281676960509077,2.04071470832342,0.243468682088722
0.044547402316591,0.758914325127781,1.76709956709957,3.5,0.00146058688943752,0.0281676960509077,1.95055663460176,0.274283997565333
