assortavity,cpl,radius,diameter,transitivity,density,global_efficiency,mean_cc
-0.031109409116071,2.76224014243075,4,6,0.0639863564506152,0.0323698312125814,0.394981177962796,0.0666672476810269
-0.063613855826235,2.77375154910894,4,7,0.0643405724889179,0.0323698312125814,0.394106341808859,0.066613948310555
-0.0486752884786353,2.77117697369569,4,6,0.0634693667233472,0.0323698312125814,0.394236587480289,0.0655814549644621
-0.044874975318064,2.77556684295963,3,6,0.0663416938670332,0.0323698312125814,0.39350465169049,0.0670740650730256
-0.0245970743325861,2.78123963624304,3,6,0.0655966533809786,0.0323698312125814,0.393348286234601,0.0689485967900108
-0.0442712890233531,2.76203068544798,3,6,0.0650924923996496,0.0323698312125814,0.394844012730328,0.0668786661248957
-0.0209823086453972,2.77245117034089,4,6,0.0638023741217296,0.0323698312125814,0.393945675004216,0.0648026675277847
-0.0435829117025104,2.77926724965527,4,6,0.065839202886102,0.0323698312125814,0.393343340722508,0.0679901883455585
-0.0474878946209032,2.77629994239933,3,6,0.0660771952727772,0.0323698312125814,0.393683853775751,0.0721475336792218
-0.0826000142434206,2.77060096699307,3,7,0.06587376556462,0.0323698312125814,0.394133978494085,0.0694884996091111
-0.0380107656929856,2.76310415248468,3,6,0.0647861926841834,0.0323698312125814,0.394786412060066,0.0672044240058601
-0.0274034093041123,2.773227906652,3,6,0.0647844383373411,0.0323698312125814,0.393914401913038,0.0648023664604667
-0.0110182436753632,2.76228377930216,4,6,0.0672508844845945,0.0323698312125814,0.394924450029962,0.0730818601788326
-0.0378370890075693,2.76649910108045,3,6,0.0645916368884002,0.0323698312125814,0.394408225841171,0.0684755370130975
-0.0388286539482792,2.78049780942906,3,6,0.0661791229365993,0.0323698312125814,0.393161520424963,0.0669919045687092
-0.0465759500415238,2.77236389659807,3,6,0.0642017831681297,0.0323698312125814,0.394056367201362,0.0671785984963279
-0.0392534576052223,2.77968616362081,4,6,0.0669403600384774,0.0323698312125814,0.393219412007701,0.0721842905091993
-0.0043429769214356,2.75843500724372,3,6,0.0643273095818875,0.0323698312125814,0.395132306994116,0.0658277488070963
-0.0378482176505106,2.77292244855213,3,6,0.0663969906214573,0.0323698312125814,0.393715272323167,0.0673344105730919
-0.0462285177875051,2.76868967202527,4,6,0.063424375161041,0.0323698312125814,0.394298988206406,0.0693907352777966
-0.06152542428875,2.7807683580318,3,7,0.0660601741340523,0.0323698312125814,0.393564226409698,0.06756686000677
-0.0625494874623247,2.75749245082125,3,6,0.0613307220532907,0.0323698312125814,0.395415073920858,0.06759207018088
-0.0532772406382643,2.77879597144403,4,7,0.0654537958047725,0.0323698312125814,0.393589182544252,0.0657084880087648
-0.0678040100353213,2.7776352306645,4,8,0.0653003023639362,0.0323698312125814,0.393767917091605,0.0694653473208131
-0.0140861363646718,2.7718577088897,4,6,0.0660927436668098,0.0323698312125814,0.393897092620712,0.0679733559583144
-0.0592487531091057,2.77156970553839,4,6,0.0638933736388307,0.0323698312125814,0.394215641782012,0.067136386437076
-0.0582872980362793,2.77482501614564,4,7,0.0656346616283064,0.0323698312125814,0.393753464975383,0.0694164255334096
-0.00948138789866847,2.76811366532265,3,6,0.0661673766662086,0.0323698312125814,0.394158913849177,0.0698502232942925
0.00253761461051911,2.77244244296661,4,7,0.0660571026094724,0.0323698312125814,0.39394328536602,0.0676669393462053
-0.0289002280141236,2.77910142954391,3,6,0.0650028346132041,0.0323698312125814,0.393320067724422,0.0696223440841776
-0.0254295671514364,2.77284390218359,3,6,0.0661135731217149,0.0323698312125814,0.393909747313421,0.066886331781499
-0.0561192172450045,2.77074060498159,4,7,0.0642724633698061,0.0323698312125814,0.394324962534627,0.0704046870898776
-0.0370848611438451,2.78384912115341,4,6,0.0653193389906208,0.0323698312125814,0.39307875582552,0.0667181753770537
-0.0434970618138854,2.76617618823201,3,6,0.0648706452277881,0.0323698312125814,0.39451280887632,0.0666323304873728
-0.0310873560326434,2.78431167199036,4,7,0.0662965634499459,0.0323698312125814,0.393163639930146,0.0695356966982945
-0.0332040675683287,2.7748948351399,4,7,0.0649950185516009,0.0323698312125814,0.393911014860638,0.0684600978082058
-0.0203007992146977,2.76940531671641,4,6,0.0656000343613092,0.0323698312125814,0.394196150646115,0.0665136206913619
-0.022028137888555,2.77741704630745,4,7,0.0647100242147384,0.0323698312125814,0.393551073009887,0.0690069967329261
-0.0354470106462388,2.7747464697771,3,7,0.0647142709872513,0.0323698312125814,0.393814556595358,0.0655935647549481
-0.0133382965449498,2.77204098374963,4,6,0.0657978385251113,0.0323698312125814,0.393767345656384,0.0651848632354172
-0.0486150872980322,2.77656176362779,4,6,0.0665272721027684,0.0323698312125814,0.393626107649251,0.0687781686424531
0.0123857805679651,2.77332390776911,4,7,0.066911815245034,0.0323698312125814,0.39382401125083,0.068495035935633
-0.0377204284855494,2.77271299156936,3,6,0.066901710869864,0.0323698312125814,0.393888947071382,0.0669169971195365
-0.0311142681885721,2.78040180831195,4,7,0.0669557750107342,0.0323698312125814,0.393260680020379,0.0670512742031343
-0.0157191281987977,2.79000192002234,4,8,0.0650448407380682,0.0323698312125814,0.392753245544258,0.0654422232613343
-0.0160469263457982,2.78088181389747,3,6,0.0650207069578815,0.0323698312125814,0.393137229233211,0.0651299560902019
-0.0396817356741542,2.78008762283779,3,6,0.0654235308264477,0.0323698312125814,0.393317013143424,0.0685264494873637
-0.0442845975346332,2.7765093993821,3,6,0.0659361899525806,0.0323698312125814,0.393626398561727,0.0656521415371225
-0.0362717009678651,2.77544465971968,4,6,0.0653719959459227,0.0323698312125814,0.393626980386679,0.0672386634333776
-0.041705853127709,2.76533836030092,3,6,0.0649452134785148,0.0323698312125814,0.394722556771568,0.0690111558653432
-0.0515056956654185,2.77687594910195,4,6,0.0656375631378208,0.0323698312125814,0.393767491112622,0.0645724549142071
-0.0376369565077172,2.77074933235587,4,6,0.064184488533883,0.0323698312125814,0.394051567145507,0.065989480025142
-0.0497372966639231,2.77618648653366,3,6,0.0650963818163076,0.0323698312125814,0.393596870945405,0.0682515616863731
-0.0146075550890596,2.76527726868094,3,6,0.0644970109255824,0.0323698312125814,0.394511645226415,0.0668325982642807
-0.0234099200056065,2.77340245413765,3,6,0.065131104161655,0.0323698312125814,0.393715272323167,0.0673595459498838
-0.0377776220546411,2.77108097257859,4,6,0.0670588235294118,0.0323698312125814,0.394104222303676,0.0699965122218426
-0.00870178268339837,2.77495592675987,4,6,0.0681045291379695,0.0323698312125814,0.393759200107054,0.0709535725733147
-0.0414301598549991,2.78523677366428,4,6,0.06650493774152,0.0323698312125814,0.392952499810905,0.0702592790946249
-0.0202981259390597,2.76041612120577,4,6,0.0630776101968599,0.0323698312125814,0.395182489396238,0.0653837864921727
-0.00535531592998627,2.78363966417064,3,7,0.0658168261549298,0.0323698312125814,0.3933139170035,0.0666863809343975
-0.00273833442720557,2.76870712677384,4,6,0.0654101233634583,0.0323698312125814,0.394271787889893,0.0695953110926249
-0.0406049949766965,2.76669110331466,4,6,0.0640027134711822,0.0323698312125814,0.394622628336037,0.0664831658043402
-0.0484300862593408,2.7771464977047,4,7,0.067220751538488,0.0323698312125814,0.39356480823465,0.071638714911385
-0.0410807786688156,2.76306924298755,3,6,0.0642150208766474,0.0323698312125814,0.394908013475064,0.0688320214131258
-0.0433908920908795,2.7684802150425,3,7,0.0651221523554273,0.0323698312125814,0.394487104681112,0.069710682922649
-0.0461645231695808,2.7795465256323,4,6,0.0658706296709905,0.0323698312125814,0.393307994856665,0.0676683283213839
-0.0121227156233357,2.77685849435339,4,7,0.0663803470194125,0.0323698312125814,0.393527571437712,0.0662919643651132
-0.0181444859484226,2.77896179155539,4,7,0.0654576841815964,0.0323698312125814,0.393322769054557,0.0661018187578142
-0.0199788312695035,2.76375870555585,4,6,0.065004551778629,0.0323698312125814,0.394669756157161,0.069952564614976
-0.0619533311806536,2.7809167233946,4,6,0.0656274156145323,0.0323698312125814,0.393338249754177,0.0685419081707277
-0.0670065529611379,2.7665252832033,4,7,0.0630957901788015,0.0323698312125814,0.394645402627021,0.0689760234810872
-0.025832998449718,2.78294147422806,4,7,0.0660794654206892,0.0323698312125814,0.393205053399061,0.0670812987149121
-0.0578473820141137,2.76442198600129,4,6,0.0649484536082474,0.0323698312125814,0.394550045673257,0.0708994007777691
0.00139479351815456,2.78303747534517,4,7,0.0669226408287378,0.0323698312125814,0.393071711587707,0.0680706693474339
-0.0385102141909585,2.77671012899059,4,7,0.0659528963100392,0.0323698312125814,0.393503134789722,0.0671104589058953
-0.0189924164652314,2.77814141837287,3,7,0.0667843521286465,0.0323698312125814,0.393558262703938,0.0677440546673867
-0.0575323378118821,2.77001623291617,3,6,0.064258839294918,0.0323698312125814,0.394092731260871,0.0660005315974793
0.0299776024106044,2.78505349880435,4,7,0.066609977324263,0.0323698312125814,0.39297697801782,0.0663675855706099
-0.0211939778205603,2.76288596812763,4,6,0.0636154387893571,0.0323698312125814,0.394950632152808,0.0660563968140361
-0.0391155962560342,2.77579375469096,4,6,0.065810042430385,0.0323698312125814,0.393688508375368,0.0697594016387136
-0.0173810766167712,2.7830200205966,4,6,0.0685249111237055,0.0323698312125814,0.392893444578262,0.069495479748969
-0.0159628240535619,2.77115079157285,4,6,0.0654229282954057,0.0323698312125814,0.394277460683177,0.0689380592469558
-0.0408768952957136,2.76663001169468,4,6,0.0657847279472382,0.0323698312125814,0.394477899379191,0.0723103448489637
-0.0381647171372306,2.78240037702257,4,7,0.0638476075938493,0.0323698312125814,0.393330976942275,0.0679840865646057
-0.0890765169142534,2.77387373234889,4,6,0.0630217458517984,0.0323698312125814,0.394107858709627,0.0669978235178534
-0.0627690306250698,2.76029393796582,3,6,0.0637809885408971,0.0323698312125814,0.395158052748248,0.0697026156216498
-0.074061301282166,2.77061842174163,4,7,0.0653501838551153,0.0323698312125814,0.394238561529233,0.0677307545586858
-0.0638977891795336,2.77259953570369,3,6,0.0662704411158444,0.0323698312125814,0.393974038970633,0.0669508888862984
-0.056132289926606,2.7809167233946,3,7,0.0652470757973927,0.0323698312125814,0.393428391062834,0.0665144498667171
-0.0224272280072849,2.77671885636487,4,7,0.0660317405791625,0.0323698312125814,0.393595000793773,0.0707906740852235
-0.0412902654298352,2.77208462062104,4,6,0.0663818275506699,0.0323698312125814,0.393704508561552,0.0670520825151535
-0.0102046059055468,2.79618090101412,4,7,0.0671568711666982,0.0323698312125814,0.391783197892794,0.0654939018631035
-0.035085837390672,2.77331518039483,3,7,0.0668358932068859,0.0323698312125814,0.39387739369019,0.0682859747333743
-0.0102923834148795,2.77661412787349,3,6,0.0654201594063488,0.0323698312125814,0.393579852565555,0.0669355094649349
-0.00816984422748082,2.769021312248,4,6,0.0659968039040484,0.0323698312125814,0.394315133848828,0.0684042784021366
-0.0299027796346533,2.7807683580318,4,6,0.0661787444593341,0.0323698312125814,0.393114392603839,0.0667938792680619
-0.0136154738121818,2.77339372676337,4,6,0.0659843317814009,0.0323698312125814,0.39365432615943,0.0676645133059191
-0.0103650158042662,2.77377773123178,4,6,0.063563907449714,0.0323698312125814,0.394008221186572,0.0642744037502446
-0.0504316849093837,2.77996543959784,4,6,0.0650745525131412,0.0323698312125814,0.393441669139421,0.0675031188620254
-0.0383216483161495,2.7811610898745,4,6,0.0644359119723754,0.0323698312125814,0.39324763051788,0.065464549621384
-0.0123793126607979,2.77472028765426,4,6,0.066560422000378,0.0323698312125814,0.393605889232164,0.0672382099533825
-0.0396891765262139,2.77432755581156,4,7,0.064546750970757,0.0323698312125814,0.39403828906892,0.0670451336782595
-0.00951483206600123,2.77965125412368,4,6,0.0660555660555661,0.0323698312125814,0.393240066793503,0.0672995384825295
-0.0458993841863996,2.78248765076539,3,6,0.0653473510616368,0.0323698312125814,0.393123265434359,0.0656373278347542
-0.00119415896718115,2.78150145747151,4,6,0.0656773473069324,0.0323698312125814,0.393162684074867,0.0646232614320472
0.000279247914315559,2.78833499153445,4,7,0.0666526420635057,0.0323698312125814,0.392588152714087,0.0679276593947903
-0.0262761224512639,2.76290342287619,3,6,0.0644745657887955,0.0323698312125814,0.395076306342472,0.0674969323620954
-0.0671422878836212,2.75774554467543,4,6,0.0645854094361018,0.0323698312125814,0.395306999935997,0.0714572171449457
