,cell_name,cell_type_cook,Gender_cook,indegree_cook,outdegree_cook,degree_cook,instrength_cook,outstrength_cook,strength_cook,BC_wei_cook,BC_wei_norm_cook,BC_bin_cook,BC_bin_norm_cook,eccentricity_cook,CC_wei_cook,CC_bin_cook,LE_wei_cook,LE_bin_cook,cell_class,cell_type_wit8,Gender_wit8,indegree_wit8,outdegree_wit8,degree_wit8,instrength_wit8,outstrength_wit8,strength_wit8,BC_wei_wit8,BC_wei_norm_wit8,BC_bin_wit8,BC_bin_norm_wit8,eccentricity_wit8,CC_wei_wit8,CC_bin_wit8,LE_wei_wit8,LE_bin_wit8
10,AIAL,interneuron,GS,22,18,40,195,101,296,3528.0,0.110727512397213,409.888159639715,0.012864483071989,1.2547619047619,0.0154077418591505,0.229465449804433,0.0324038891556908,0.540993046501521,AIA,Interneuron,GS,20,9,29,113,37,150,3702.0,0.116188563178708,447.011239330684,0.0140296038958849,inf,0.0180785346227889,0.23375,0.0348952392356979,0.522041666666667
11,AIAR,interneuron,GS,15,13,28,189,89,278,2103.5,0.0660190822923859,188.364018752954,0.0059118705276804,1.23491295938104,0.0317674765623875,0.420980926430518,0.0540579827464884,0.544444444444444,AIA,Interneuron,GS,18,10,28,123,43,166,3614.66666666667,0.113447576004854,651.688570174587,0.0204534734220886,inf,0.0171880945031847,0.207547169811321,0.0315092657777816,0.432434860736748
12,AIBL,interneuron,GS,33,23,56,260,172,432,2175.5,0.0682788274433494,899.176084016452,0.028220955496091,1.22619047619048,0.0130176285329594,0.167429692609549,0.0365586891809221,0.394887905901277,AIB,Interneuron,GS,29,20,49,161,73,234,1890.0,0.0593183102127927,1188.28430585767,0.0372947180295546,inf,0.0102270997784614,0.134730538922156,0.0266337165895485,0.393179966597417
13,AIBR,interneuron,GS,31,25,56,284,126,410,1104.0,0.0346494256481075,975.340089867026,0.0306113894252409,1.30519480519481,0.0117855834664107,0.153695225637672,0.0295807056635354,0.46022454763462,AIB,Interneuron,GS,27,23,50,169,75,244,1470.66666666667,0.0461573870650513,938.098242667286,0.0294425410415946,inf,0.0111255777821036,0.148770491803279,0.029233637316955,0.419555523028884
14,AIML,interneuron,GS,8,18,26,20,59,79,449.0,0.0140920218442031,225.338708211922,0.0070723340723093,1.33333333333333,0.0096390673127852,0.233438485804416,0.0194669674235378,0.508964248159832,AIM,Modulatory neuron,GS,5,15,20,8,41,49,472.0,0.0148138848785387,390.959518851586,0.0122704010687209,inf,0.0082495232314979,0.163101604278075,0.0154782395434135,0.350311942959002
15,AIMR,interneuron,GS,8,23,31,17,66,83,298.5,0.0093685267717029,238.187822895164,0.007475608025082,1.33491295938104,0.0092592719236844,0.257608695652174,0.0199801241183319,0.473279436152571,AIM,Modulatory neuron,GS,6,18,24,18,42,60,119.5,0.003750549243613,306.816444719505,0.0096295412943162,inf,0.006453265975155,0.134191176470588,0.0111092853601305,0.239185049019608
16,AINL,interneuron,GS,7,13,20,8,45,53,83.0,0.0026049839934718,181.522063089938,0.0056971333591719,1.38651357094562,0.00589342988777,0.165775401069519,0.0111431351976041,0.306932773109244,AIN,Interneuron,GS,3,14,17,3,41,44,2.0,6.27706986378758e-05,124.385739729262,0.0039038898916973,inf,0.0096354765824626,0.17910447761194,0.01657323574019,0.32089552238806
17,AINR,interneuron,GS,4,18,22,7,53,60,0.0,0.0,113.920707120602,0.0035754411876405,1.3779412461502,0.0094275574466374,0.275330396475771,0.0174359174223988,0.336936592818946,AIN,Interneuron,GS,6,12,18,9,33,42,67.6666666666667,0.0021237419705814,277.395658326265,0.0087061596361265,inf,0.0064606293103077,0.125827814569536,0.0122094605398594,0.252152317880795
18,AIYL,interneuron,GS,12,12,24,121,191,312,1542.0,0.0483962086498023,246.084277962469,0.0077234410257507,1.22683013503909,0.0302348361949363,0.283333333333333,0.0500931231536914,0.512746913580247,AIY,Interneuron,GS,11,15,26,61,33,94,666.0,0.0209026426464127,415.837789719328,0.0130512142903562,inf,0.0132661889706267,0.215625,0.0282510704059479,0.493385416666667
19,AIYR,interneuron,GS,12,14,26,130,202,332,1137.0,0.0356851421756324,212.519550911198,0.0066700003424517,1.25203081232493,0.0251149876173903,0.292452830188679,0.044362444021669,0.596305031446541,AIY,Interneuron,GS,12,9,21,65,28,93,958.0,0.0300671646475425,211.507755928992,0.006638244803496,inf,0.0180259130579113,0.290243902439024,0.0325888300563721,0.550691056910569
