cook_herm_comb_Q,cook_herm_chem_Q,cook_herm_elec_Q,cook_male_comb_Q,cook_male_chem_Q,cook_male_elec_Q,wit7_Q,wit8_Q,cook_herm_chem_witneurons_Q,cook_male_chem_witneurons_Q
0.510774078475474,0.501233954739945,0.66659166936547,0.581968389915539,0.578207074247763,0.673761190976652,0.446654578536573,0.459309615894388,0.435031649063098,0.49839968270366
