cell_class,cell_type,Gender,cell_name,indegree,outdegree,degree,instrength,outstrength,strength,BC_wei,BC_wei_norm,BC_bin,BC_bin_norm,eccentricity,CC_wei,CC_bin,LE_wei,LE_bin
SIB,Motor neuron,GS,SIBVR,6,0,6,10,0,10,0,0,0,0,Inf,0.00496877799175891,0.0666666666666667,0.00320499904512757,0.0333333333333333
SMB,Motor neuron,GS,SMBDL,15,6,21,30,17,47,220,0.00690477685016634,412.539077624512,0.0129476830589578,3.48568931068931,0.00814229100596068,0.117788461538462,0.012773277392932,0.187179487179487
SMB,Motor neuron,GS,SMBDR,13,4,17,35,11,46,60,0.00188312095913628,213.819843423413,0.00671081047716443,3.62540792540793,0.00816457250910188,0.125925925925926,0.0161268871644482,0.273888888888889
SMB,Motor neuron,GS,SMBVL,12,4,16,35,16,51,1005.5,0.0315579687401921,234.470079982686,0.0073589253650959,3.52021312021312,0.00704245175896536,0.0847457627118644,0.0110778471184489,0.137853107344633
SMB,Motor neuron,GS,SMBVR,14,4,18,46,13,59,1032.5,0.0324053731718034,141.161263855019,0.00443039557639255,3.48612221112221,0.00987167959353778,0.112582781456954,0.0165780697951193,0.206456953642384
SMD,Motor neuron,GS,SMDDL,20,6,26,93,23,116,570,0.0178896491117946,366.169519079395,0.0114923582662543,3.63880286380286,0.0365139128710389,0.258566978193146,0.0681799248714676,0.543795430944964
SMD,Motor neuron,GS,SMDDR,16,8,24,73,20,93,162,0.00508442658966794,487.689447383899,0.0153063036653035,3.79857729989309,0.0363320136779858,0.277777777777778,0.0679434645951463,0.572993827160494
SMD,Motor neuron,GS,SMDVL,20,5,25,86,24,110,417,0.0130876906659971,135.488114794579,0.00425234181139222,3.67357729989309,0.0285060209765339,0.185185185185185,0.0499745538599266,0.385241301907969
SMD,Motor neuron,GS,SMDVR,21,6,27,85,32,117,3554.5,0.111559224154165,261.920935256292,0.00822048004696164,3.49594572094572,0.0290353754269527,0.190201729106628,0.0544701473297268,0.421974063400576
URA,Motor neuron,GS,URADL,3,5,8,9,8,17,0,0,30.4011594158078,0.000954151007965848,5.0770313020313,0.0184045024939062,0.232142857142857,0.0168488407138849,0.1875
URA,Motor neuron,GS,URADR,3,5,8,6,11,17,1,3.13853493189379e-05,27.4927365265468,0.000862869139619195,4.63880286380286,0.014577396781511,0.178571428571429,0.0145993246341907,0.169642857142857
URA,Motor neuron,GS,URAVL,4,7,11,10,11,21,6,0.000188312095913628,22.5092121670109,0.000706459486755724,3.94924242424242,0.0150771910215659,0.245454545454545,0.0208945926971238,0.328787878787879
URA,Motor neuron,GS,URAVR,5,6,11,10,14,24,6,0.000188312095913628,15.9306443615604,0.000499988838163342,4.68255078255078,0.0195504325329737,0.287037037037037,0.0230996221709499,0.341049382716049
ADE,Modulatory neuron,GS,ADEL,7,27,34,9,62,71,262.416666666667,0.00823603875044463,550.203613273304,0.0172683325991245,2.83535353535354,0.010796817926987,0.173561151079137,0.0262840728532589,0.270477642276423
ADE,Modulatory neuron,GS,ADER,6,32,38,12,75,87,163.583333333333,0.00513412005942293,468.819165507372,0.0147140532768618,2.81068931068931,0.00959059453765218,0.136103151862464,0.0227936153741828,0.350225133033156
AIM,Modulatory neuron,GS,AIML,2,21,23,7,49,56,493.166666666667,0.0154782081057895,279.963528606475,0.0087867531418767,2.33333333333333,0.00995352283083883,0.125,0.0159684370253579,0.209490740740741
AIM,Modulatory neuron,GS,AIMR,8,17,25,14,32,46,189,0.00593183102127927,237.074723253106,0.00744067300398925,2.59090909090909,0.01527920764852,0.264406779661017,0.0301311226666502,0.415796519410977
ALA,Modulatory neuron,GS,ALA,1,5,6,1,10,11,0,0,15.667733339899,0.0004917372839087,3.54090909090909,0.00662454630010795,0.166666666666667,0.00786345000227586,0.2
AVF,Modulatory neuron,GS,AVFL,7,11,18,10,20,30,47,0.00147511141799008,96.3732869681487,0.0030247092765096,2.5,0.0140413149359632,0.273333333333333,0.0239241161306018,0.474111111111111
AVF,Modulatory neuron,GS,AVFR,9,15,24,16,18,34,171.083333333333,0.00536951017931496,301.922603615504,0.00947594638175583,2.83333333333333,0.00942151325665252,0.192307692307692,0.0187551166667955,0.391928309785453
AVH,Modulatory neuron,GS,AVHL,6,17,23,9,28,37,180.333333333333,0.00565982466051514,186.502822878222,0.00585345624500101,3.03333333333333,0.00950217413438514,0.15,0.015786731281589,0.263133333333333
AVH,Modulatory neuron,GS,AVHR,7,23,30,13,35,48,396.666666666667,0.012449521896512,607.958126598533,0.019080978174582,2.99924242424242,0.00807451765421264,0.135198135198135,0.0152384093849309,0.258663558663559
AVK,Modulatory neuron,GS,AVKL,10,17,27,37,32,69,383.5,0.0120362814638127,161.311209186749,0.00506280864938637,2.97424242424242,0.016635686153989,0.190201729106628,0.0333541057255399,0.420076849183477
AVK,Modulatory neuron,GS,AVKR,8,18,26,44,35,79,418,0.0131190760153161,234.292936828157,0.00735336566531155,3.27424242424242,0.0220118836208527,0.227414330218069,0.044412340682241,0.478868120456905
AVL,Modulatory neuron,GS,AVL,5,3,8,13,3,16,6,0.000188312095913628,22.4015752482376,0.00070308126446041,3.91068931068931,0.0274313398335534,0.365384615384615,0.0348383218192973,0.442307692307692
CEP,Modulatory neuron,GS,CEPDL,14,21,35,29,67,96,1541.83333333333,0.0483909777582491,1120.81944708302,0.0351773098701593,3.2221361971362,0.0126869236428476,0.150170648464164,0.0286882551442604,0.364799691207541
CEP,Modulatory neuron,GS,CEPDR,10,23,33,30,58,88,1261.41666666667,0.0395900027200636,729.654990488731,0.0229004767587951,3.2004329004329,0.00890407850667727,0.103053435114504,0.0147554490860451,0.17970737913486
CEP,Modulatory neuron,GS,CEPVL,13,17,30,37,53,90,3574.5,0.112186931140544,650.054685568714,0.0204021933829864,3.24594572094572,0.0125518497627002,0.145348837209302,0.0258865021883657,0.314980620155039
CEP,Modulatory neuron,GS,CEPVR,8,22,30,20,64,84,752,0.0236017826878413,490.265281948407,0.0153871471328983,3.28181818181818,0.00903054359680613,0.100694444444444,0.0143329431472475,0.168190586419753
DVC,Interneuron,GS,DVC,5,19,24,7,86,93,0,0,119.532363429721,0.00375156498116002,2.82180042180042,0.0246812534252904,0.23992673992674,0.0459180128655221,0.455647130647131
HSN,Modulatory neuron,HS,HSNL,10,21,31,14,26,40,146.833333333333,0.00460841545833072,531.383369282419,0.0166776526672029,2.91666666666667,0.00787355552210257,0.153347732181425,0.0189195988809058,0.38349532037437
HSN,Modulatory neuron,HS,HSNR,15,18,33,23,25,48,323.333333333333,0.0101479296131233,816.117365410884,0.0256141285986719,2.76709956709957,0.00840017582332805,0.146833013435701,0.0225197689495291,0.435188739603327
PVN,Modulatory neuron,GS,PVNL,14,13,27,20,18,38,166.583333333333,0.00522827610737974,314.058403310409,0.00985683269444509,3.13578643578644,0.00954828992428118,0.186781609195402,0.020420713336994,0.415205938697318
PVN,Modulatory neuron,GS,PVNR,11,8,19,16,12,28,111.916666666667,0.00351254367794447,317.600585246301,0.00996800531185428,3.43376623376623,0.0130680107403113,0.25,0.0245416305866138,0.473092369477912
PVQ,Modulatory neuron,GS,PVQL,7,6,13,18,17,35,448.25,0.0140684828322139,250.642701224632,0.00786650873217726,2.54487734487734,0.0125009119780828,0.155844155844156,0.0154291462563583,0.211038961038961
PVQ,Modulatory neuron,GS,PVQR,3,11,14,15,24,39,173,0.00542966543217626,218.966220686471,0.00687233132529253,2.59090909090909,0.0199233953883559,0.292134831460674,0.0341710918941755,0.508426966292135
RIC,Modulatory neuron,GS,RICL,16,17,33,37,42,79,94.5,0.00296591551063963,436.013422798669,0.013684433582282,3.50235597735598,0.0103346710443088,0.146271510516252,0.0274225111311413,0.385707456978967
RIC,Modulatory neuron,GS,RICR,21,19,40,48,54,102,212,0.00665369405561484,665.647705887152,0.0208915857726179,3.46068931068931,0.00959224464867572,0.135309278350515,0.0294663211934122,0.416849226804124
RID,Modulatory neuron,GS,RID,8,0,8,22,0,22,0,0,0,0,Inf,0.0103477680415694,0.107142857142857,0.0103477680415694,0.107142857142857
RIS,Modulatory neuron,GS,RIS,13,22,35,19,97,116,1331,0.0417738999435064,1260.35022218368,0.0395565319874358,3.07424242424242,0.0159730107167781,0.162969283276451,0.0333532851672211,0.378299203640501
RMG,Modulatory neuron,GS,RMGL,9,24,33,13,45,58,180.5,0.00566505555206829,882.974337259083,0.027712458014534,3.33333333333333,0.0110851169422605,0.191428571428571,0.0232257314760907,0.302098546402002
RMG,Modulatory neuron,GS,RMGR,12,20,32,19,31,50,283.25,0.00888990019458917,1127.69302653595,0.0353930395623611,3.03449883449883,0.00740468095912492,0.125,0.0158732828449865,0.268698783714028
