,Source,Target,Weight,source_ct,target_ct
5,ASIL,AWAR,2.0,sensory,sensory
6,ASIL,ASGL,3.0,sensory,sensory
11,ASIL,ASER,8.0,sensory,sensory
12,ASIL,ADFL,1.0,sensory,sensory
16,ASIL,AWCL,3.0,sensory,sensory
17,ASIL,AWCR,4.0,sensory,sensory
18,ASIL,ASKL,3.0,sensory,sensory
66,ASIL,CEPVR,1.0,sensory,sensory
91,ASIL,AIYL,3.0,sensory,interneuron
92,ASIL,AIYR,2.0,sensory,interneuron
93,ASIL,AIAL,2.0,sensory,interneuron
97,ASIL,AIZL,1.0,sensory,interneuron
122,ASIL,RIBL,1.0,sensory,interneuron
128,ASIL,AIBL,3.0,sensory,interneuron
134,ASIL,SAAVL,2.0,sensory,interneuron
147,ASIL,RIAL,3.0,sensory,interneuron
153,ASIL,RMFL,1.0,sensory,interneuron
285,ASIR,AWAR,1.0,sensory,sensory
287,ASIR,ASGR,3.0,sensory,sensory
290,ASIR,ASEL,2.0,sensory,sensory
291,ASIR,ASER,2.0,sensory,sensory
296,ASIR,AWCL,2.0,sensory,sensory
297,ASIR,AWCR,5.0,sensory,sensory
301,ASIR,ASHR,2.0,sensory,sensory
303,ASIR,ADLR,1.0,sensory,sensory
346,ASIR,CEPVR,1.0,sensory,sensory
373,ASIR,AIAL,1.0,sensory,interneuron
374,ASIR,AIAR,4.0,sensory,interneuron
409,ASIR,AIBR,3.0,sensory,interneuron
578,ASJL,ASKL,12.0,sensory,sensory
579,ASJL,ASKR,1.0,sensory,sensory
623,ASJL,CEPDL,1.0,sensory,sensory
660,ASJL,ALA,3.0,sensory,interneuron
661,ASJL,PVQL,34.0,sensory,interneuron
832,ASJL,HSNL,1.0,sensory,motorneuron
833,ASJL,HSNR,1.0,sensory,motorneuron
859,ASJR,ASKR,12.0,sensory,sensory
942,ASJR,PVQR,19.0,sensory,interneuron
1113,ASJR,HSNR,1.0,sensory,motorneuron
1126,AWAL,ASGL,1.0,sensory,sensory
1128,AWAL,AWBL,9.0,sensory,sensory
1130,AWAL,ASEL,7.0,sensory,sensory
1134,AWAL,AFDL,7.0,sensory,sensory
1140,AWAL,ASHL,2.0,sensory,sensory
1211,AWAL,AIYL,3.0,sensory,interneuron
1217,AWAL,AIZL,23.0,sensory,interneuron
1223,AWAL,ADAL,2.0,sensory,interneuron
1400,AWAR,ASIL,2.0,sensory,sensory
1407,AWAR,ASGR,1.0,sensory,sensory
1409,AWAR,AWBR,3.0,sensory,sensory
1411,AWAR,ASER,5.0,sensory,sensory
1413,AWAR,ADFR,9.0,sensory,sensory
1415,AWAR,AFDR,23.0,sensory,sensory
1490,AWAR,RIR,2.0,sensory,interneuron
1492,AWAR,AIYR,8.0,sensory,interneuron
1494,AWAR,AIAR,3.0,sensory,interneuron
1496,AWAR,AUAR,1.0,sensory,interneuron
1498,AWAR,AIZR,25.0,sensory,interneuron
1506,AWAR,RIFR,5.0,sensory,interneuron
1525,AWAR,RIGR,6.0,sensory,interneuron
1698,ASGL,ASKL,2.0,sensory,sensory
1764,ASGL,AINR,2.0,sensory,interneuron
1773,ASGL,AIAL,46.0,sensory,interneuron
1808,ASGL,AIBL,17.0,sensory,interneuron
1971,ASGR,ASER,3.0,sensory,sensory
2052,ASGR,AIYR,1.0,sensory,interneuron
2054,ASGR,AIAR,51.0,sensory,interneuron
2089,ASGR,AIBR,20.0,sensory,interneuron
2244,AWBL,AWAL,2.0,sensory,sensory
2250,AWBL,ASEL,1.0,sensory,sensory
2252,AWBL,ADFL,25.0,sensory,sensory
2256,AWBL,AWCL,1.0,sensory,sensory
2260,AWBL,ASHL,2.0,sensory,sensory
2331,AWBL,AIYL,1.0,sensory,interneuron
2333,AWBL,AIAL,4.0,sensory,interneuron
2337,AWBL,AIZL,15.0,sensory,interneuron
2353,AWBL,AVHR,2.0,sensory,interneuron
2364,AWBL,RIGL,2.0,sensory,interneuron
2369,AWBL,AIBR,1.0,sensory,interneuron
2387,AWBL,RIAL,10.0,sensory,interneuron
2396,AWBL,AVBL,2.0,sensory,interneuron
2429,AWBL,SMBDL,2.0,sensory,motorneuron
2431,AWBL,SMBVL,3.0,sensory,motorneuron
2512,AWBL,HSNL,1.0,sensory,motorneuron
2527,AWBR,ASGR,1.0,sensory,sensory
2531,AWBR,ASER,1.0,sensory,sensory
2533,AWBR,ADFR,7.0,sensory,sensory
2541,AWBR,ASHR,2.0,sensory,sensory
2590,AWBR,URYVR,1.0,sensory,sensory
2596,AWBR,OLQVR,1.0,sensory,sensory
2606,AWBR,AIMR,1.0,sensory,interneuron
2610,AWBR,RIR,7.0,sensory,interneuron
2612,AWBR,AIYR,1.0,sensory,interneuron
2618,AWBR,AIZR,8.0,sensory,interneuron
2626,AWBR,RIFR,1.0,sensory,interneuron
2668,AWBR,RIAR,3.0,sensory,interneuron
2677,AWBR,AVBR,2.0,sensory,interneuron
2792,AWBR,HSNL,2.0,sensory,motorneuron
2793,AWBR,HSNR,2.0,sensory,motorneuron
2802,ASEL,ASJL,1.0,sensory,sensory
2808,ASEL,AWBL,1.0,sensory,sensory
2811,ASEL,ASER,2.0,sensory,sensory
2813,ASEL,ADFR,1.0,sensory,sensory
2815,ASEL,AFDR,3.0,sensory,sensory
2816,ASEL,AWCL,16.0,sensory,sensory
2817,ASEL,AWCR,11.0,sensory,sensory
2860,ASEL,IL2R,1.0,sensory,sensory
2872,ASEL,OLLR,1.0,sensory,sensory
2890,ASEL,RIR,1.0,sensory,interneuron
2891,ASEL,AIYL,32.0,sensory,interneuron
2892,ASEL,AIYR,21.0,sensory,interneuron
2893,ASEL,AIAL,6.0,sensory,interneuron
2897,ASEL,AIZL,1.0,sensory,interneuron
2928,ASEL,AIBL,16.0,sensory,interneuron
2929,ASEL,AIBR,13.0,sensory,interneuron
2948,ASEL,RIAR,2.0,sensory,interneuron
3085,ASER,AWAR,1.0,sensory,sensory
3090,ASER,ASEL,3.0,sensory,sensory
3094,ASER,AFDL,2.0,sensory,sensory
3095,ASER,AFDR,3.0,sensory,sensory
3096,ASER,AWCL,1.0,sensory,sensory
3097,ASER,AWCR,1.0,sensory,sensory
3098,ASER,ASKL,1.0,sensory,sensory
3101,ASER,ASHR,2.0,sensory,sensory
3102,ASER,ADLL,4.0,sensory,sensory
3103,ASER,ADLR,1.0,sensory,sensory
3171,ASER,AIYL,9.0,sensory,interneuron
3172,ASER,AIYR,38.0,sensory,interneuron
3173,ASER,AIAL,8.0,sensory,interneuron
3174,ASER,AIAR,4.0,sensory,interneuron
3177,ASER,AIZL,1.0,sensory,interneuron
3208,ASER,AIBL,4.0,sensory,interneuron
3209,ASER,AIBR,32.0,sensory,interneuron
3368,ADFL,AWBL,2.0,sensory,sensory
3374,ADFL,AFDL,1.0,sensory,sensory
3377,ADFL,AWCR,2.0,sensory,sensory
3382,ADFL,ADLL,1.0,sensory,sensory
3386,ADFL,URXL,1.0,sensory,sensory
3450,ADFL,RIR,4.0,sensory,interneuron
3453,ADFL,AIAL,2.0,sensory,interneuron
3455,ADFL,AUAL,12.0,sensory,interneuron
3457,ADFL,AIZL,39.0,sensory,interneuron
3463,ADFL,ADAL,2.0,sensory,interneuron
3482,ADFL,RIBL,4.0,sensory,interneuron
3484,ADFL,RIGL,4.0,sensory,interneuron
3485,ADFL,RIGR,1.0,sensory,interneuron
3488,ADFL,AIBL,2.0,sensory,interneuron
3489,ADFL,AIBR,1.0,sensory,interneuron
3507,ADFL,RIAL,46.0,sensory,interneuron
3538,ADFL,RIVL,1.0,sensory,motorneuron
3547,ADFL,SMDVL,1.0,sensory,motorneuron
3549,ADFL,SMBDL,1.0,sensory,motorneuron
3551,ADFL,SMBVL,9.0,sensory,motorneuron
3645,ADFR,AWAR,1.0,sensory,sensory
3649,ADFR,AWBR,4.0,sensory,sensory
3653,ADFR,ADFR,1.0,sensory,sensory
3655,ADFR,AFDR,1.0,sensory,sensory
3657,ADFR,AWCR,1.0,sensory,sensory
3661,ADFR,ASHR,6.0,sensory,sensory
3664,ADFR,BAGL,6.0,sensory,sensory
3667,ADFR,URXR,10.0,sensory,sensory
3710,ADFR,URYVR,2.0,sensory,sensory
3716,ADFR,OLQVR,1.0,sensory,sensory
3727,ADFR,RIH,2.0,sensory,interneuron
3730,ADFR,RIR,7.0,sensory,interneuron
3732,ADFR,AIYR,2.0,sensory,interneuron
3736,ADFR,AUAR,9.0,sensory,interneuron
3738,ADFR,AIZR,37.0,sensory,interneuron
3744,ADFR,ADAR,4.0,sensory,interneuron
3752,ADFR,AVHL,1.0,sensory,interneuron
3755,ADFR,PVPR,1.0,sensory,interneuron
3765,ADFR,RIGR,24.0,sensory,interneuron
3788,ADFR,RIAR,61.0,sensory,interneuron
3830,ADFR,SMBDR,2.0,sensory,motorneuron
3832,ADFR,SMBVR,19.0,sensory,motorneuron
3928,AFDL,AWBL,4.0,sensory,sensory
3930,AFDL,ASEL,1.0,sensory,sensory
3931,AFDL,ASER,1.0,sensory,sensory
3934,AFDL,AFDL,1.0,sensory,sensory
4004,AFDL,AINR,3.0,sensory,interneuron
4011,AFDL,AIYL,25.0,sensory,interneuron
4048,AFDL,AIBL,1.0,sensory,interneuron
4210,AFDR,ASEL,1.0,sensory,sensory
4211,AFDR,ASER,4.0,sensory,sensory
4214,AFDR,AFDL,1.0,sensory,sensory
4292,AFDR,AIYR,29.0,sensory,interneuron
4480,AWCL,ASIL,1.0,sensory,sensory
4487,AWCL,ASGR,1.0,sensory,sensory
4491,AWCL,ASER,1.0,sensory,sensory
4494,AWCL,AFDL,2.0,sensory,sensory
4497,AWCL,AWCR,11.0,sensory,sensory
4571,AWCL,AIYL,22.0,sensory,interneuron
4573,AWCL,AIAL,2.0,sensory,interneuron
4574,AWCL,AIAR,4.0,sensory,interneuron
4577,AWCL,AIZL,1.0,sensory,interneuron
4608,AWCL,AIBL,12.0,sensory,interneuron
4609,AWCL,AIBR,2.0,sensory,interneuron
4627,AWCL,RIAL,6.0,sensory,interneuron
4638,AWCL,AVAL,1.0,sensory,interneuron
4667,AWCL,SMDVL,1.0,sensory,motorneuron
4760,AWCR,ASIL,2.0,sensory,sensory
4761,AWCR,ASIR,2.0,sensory,sensory
4767,AWCR,ASGR,3.0,sensory,sensory
4770,AWCR,ASEL,8.0,sensory,sensory
4771,AWCR,ASER,5.0,sensory,sensory
4773,AWCR,ADFR,1.0,sensory,sensory
4776,AWCR,AWCL,17.0,sensory,sensory
4781,AWCR,ASHR,1.0,sensory,sensory
4819,AWCR,IL2L,2.0,sensory,sensory
4851,AWCR,AIYL,12.0,sensory,interneuron
4852,AWCR,AIYR,22.0,sensory,interneuron
4853,AWCR,AIAL,1.0,sensory,interneuron
4854,AWCR,AIAR,8.0,sensory,interneuron
4888,AWCR,AIBL,3.0,sensory,interneuron
4889,AWCR,AIBR,18.0,sensory,interneuron
4907,AWCR,RIAL,3.0,sensory,interneuron
4938,AWCR,RIVL,3.0,sensory,motorneuron
5042,ASKL,ASJL,1.0,sensory,sensory
5051,ASKL,ASER,4.0,sensory,sensory
5125,ASKL,AIML,5.0,sensory,interneuron
5133,ASKL,AIAL,29.0,sensory,interneuron
5168,ASKL,AIBL,9.0,sensory,interneuron
5325,ASKR,AWAR,2.0,sensory,sensory
5327,ASKR,ASGR,1.0,sensory,sensory
5331,ASKR,ASER,1.0,sensory,sensory
5343,ASKR,ADLR,3.0,sensory,sensory
5386,ASKR,CEPVR,2.0,sensory,sensory
5406,ASKR,AIMR,5.0,sensory,interneuron
5413,ASKR,AIAL,1.0,sensory,interneuron
5414,ASKR,AIAR,35.0,sensory,interneuron
5420,ASKR,ALA,1.0,sensory,interneuron
5426,ASKR,RIFR,1.0,sensory,interneuron
5449,ASKR,AIBR,2.0,sensory,interneuron
5592,ASKR,HSNL,1.0,sensory,motorneuron
5612,ASHL,ADFL,6.0,sensory,sensory
5618,ASHL,ASKL,1.0,sensory,sensory
5622,ASHL,ADLL,6.0,sensory,sensory
5626,ASHL,URXL,2.0,sensory,sensory
5690,ASHL,RIR,4.0,sensory,interneuron
5693,ASHL,AIAL,24.0,sensory,interneuron
5697,ASHL,AIZL,3.0,sensory,interneuron
5703,ASHL,ADAL,2.0,sensory,interneuron
5710,ASHL,AVFL,2.0,sensory,interneuron
5713,ASHL,AVHR,2.0,sensory,interneuron
5728,ASHL,AIBL,13.0,sensory,interneuron
5742,ASHL,AVDL,7.0,sensory,interneuron
5743,ASHL,AVDR,20.0,sensory,interneuron
5747,ASHL,RIAL,9.0,sensory,interneuron
5749,ASHL,RIML,4.0,sensory,interneuron
5756,ASHL,AVBL,14.0,sensory,interneuron
5758,ASHL,AVAL,15.0,sensory,interneuron
5759,ASHL,AVAR,1.0,sensory,interneuron
5762,ASHL,RIPL,4.0,sensory,interneuron
5872,ASHL,HSNL,2.0,sensory,motorneuron
5885,ASHR,AWAR,1.0,sensory,sensory
5888,ASHR,AWBL,1.0,sensory,sensory
5893,ASHR,ADFR,3.0,sensory,sensory
5901,ASHR,ASHR,2.0,sensory,sensory
5903,ASHR,ADLR,13.0,sensory,sensory
5974,ASHR,AIAR,28.0,sensory,interneuron
5984,ASHR,ADAR,5.0,sensory,interneuron
5992,ASHR,AVHL,1.0,sensory,interneuron
5995,ASHR,PVPR,1.0,sensory,interneuron
6007,ASHR,RMGR,6.0,sensory,interneuron
6009,ASHR,AIBR,7.0,sensory,interneuron
6022,ASHR,AVDL,27.0,sensory,interneuron
6023,ASHR,AVDR,2.0,sensory,interneuron
6028,ASHR,RIAR,3.0,sensory,interneuron
6032,ASHR,AVER,7.0,sensory,interneuron
6037,ASHR,AVBR,6.0,sensory,interneuron
6039,ASHR,AVAR,10.0,sensory,interneuron
6040,ASHR,PVCL,3.0,sensory,interneuron
6072,ASHR,SMBVR,7.0,sensory,motorneuron
6152,ASHR,HSNL,4.0,sensory,motorneuron
6153,ASHR,HSNR,5.0,sensory,motorneuron
6164,ADLL,AWAL,1.0,sensory,sensory
6166,ADLL,ASGL,2.0,sensory,sensory
6168,ADLL,AWBL,3.0,sensory,sensory
6170,ADLL,ASEL,1.0,sensory,sensory
6171,ADLL,ASER,12.0,sensory,sensory
6176,ADLL,AWCL,2.0,sensory,sensory
6180,ADLL,ASHL,6.0,sensory,sensory
6235,ADLL,OLQVL,2.0,sensory,sensory
6250,ADLL,RIR,1.0,sensory,interneuron
6253,ADLL,AIAL,19.0,sensory,interneuron
6260,ADLL,ALA,5.0,sensory,interneuron
6263,ADLL,ADAL,1.0,sensory,interneuron
6284,ADLL,RIGL,1.0,sensory,interneuron
6288,ADLL,AIBL,26.0,sensory,interneuron
6299,ADLL,AVJL,3.0,sensory,interneuron
6300,ADLL,AVJR,9.0,sensory,interneuron
6302,ADLL,AVDL,4.0,sensory,interneuron
6303,ADLL,AVDR,15.0,sensory,interneuron
6307,ADLL,RIAL,1.0,sensory,interneuron
6316,ADLL,AVBL,12.0,sensory,interneuron
6318,ADLL,AVAL,9.0,sensory,interneuron
6319,ADLL,AVAR,5.0,sensory,interneuron
6322,ADLL,RIPL,3.0,sensory,interneuron
6351,ADLL,SMBVL,5.0,sensory,motorneuron
6451,ADLR,ASER,2.0,sensory,sensory
6457,ADLR,AWCR,7.0,sensory,sensory
6461,ADLR,ASHR,4.0,sensory,sensory
6463,ADLR,ADLR,3.0,sensory,sensory
6467,ADLR,URXR,8.0,sensory,sensory
6506,ADLR,CEPVR,1.0,sensory,sensory
6512,ADLR,OLLR,1.0,sensory,sensory
6516,ADLR,OLQVR,1.0,sensory,sensory
6529,ADLR,URBR,6.0,sensory,interneuron
6534,ADLR,AIAR,22.0,sensory,interneuron
6544,ADLR,ADAR,1.0,sensory,interneuron
6546,ADLR,RIFR,2.0,sensory,interneuron
6569,ADLR,AIBR,27.0,sensory,interneuron
6570,ADLR,RICL,1.0,sensory,interneuron
6571,ADLR,RICR,5.0,sensory,interneuron
6579,ADLR,AVJL,2.0,sensory,interneuron
6580,ADLR,AVJR,3.0,sensory,interneuron
6582,ADLR,AVDL,26.0,sensory,interneuron
6583,ADLR,AVDR,3.0,sensory,interneuron
6596,ADLR,AVBL,3.0,sensory,interneuron
6597,ADLR,AVBR,7.0,sensory,interneuron
6599,ADLR,AVAR,8.0,sensory,interneuron
6600,ADLR,PVCL,3.0,sensory,interneuron
6603,ADLR,RIPR,2.0,sensory,interneuron
6632,ADLR,SMBVR,5.0,sensory,motorneuron
6635,ADLR,SIBVL,2.0,sensory,motorneuron
6733,BAGL,ADFR,1.0,sensory,sensory
6745,BAGL,BAGR,1.0,sensory,sensory
6747,BAGL,URXR,1.0,sensory,sensory
6786,BAGL,CEPVR,2.0,sensory,sensory
6803,BAGL,AINL,1.0,sensory,interneuron
6816,BAGL,AUAR,2.0,sensory,interneuron
6818,BAGL,AIZR,2.0,sensory,interneuron
6843,BAGL,RIBR,19.0,sensory,interneuron
6844,BAGL,RIGL,3.0,sensory,interneuron
6845,BAGL,RIGR,7.0,sensory,interneuron
6848,BAGL,AIBL,2.0,sensory,interneuron
6868,BAGL,RIAR,18.0,sensory,interneuron
6871,BAGL,AVEL,2.0,sensory,interneuron
6872,BAGL,AVER,7.0,sensory,interneuron
6875,BAGL,RID,3.0,sensory,interneuron
6879,BAGL,AVAR,3.0,sensory,interneuron
6883,BAGL,RIPR,1.0,sensory,interneuron
6887,BAGL,URAVR,1.0,sensory,motorneuron
6899,BAGL,RIVR,2.0,sensory,motorneuron
7024,BAGR,BAGL,3.0,sensory,sensory
7034,BAGR,AQR,3.0,sensory,sensory
7075,BAGR,OLQVL,2.0,sensory,sensory
7091,BAGR,AIYL,3.0,sensory,interneuron
7122,BAGR,RIBL,22.0,sensory,interneuron
7123,BAGR,RIBR,1.0,sensory,interneuron
7124,BAGR,RIGL,10.0,sensory,interneuron
7147,BAGR,RIAL,18.0,sensory,interneuron
7151,BAGR,AVEL,8.0,sensory,interneuron
7158,BAGR,AVAL,4.0,sensory,interneuron
7187,BAGR,SMDVL,1.0,sensory,motorneuron
7280,URXL,ASIL,1.0,sensory,sensory
7292,URXL,ADFL,1.0,sensory,sensory
7300,URXL,ASHL,1.0,sensory,sensory
7305,URXL,BAGR,2.0,sensory,sensory
7306,URXL,URXL,3.0,sensory,sensory
7339,URXL,IL2L,1.0,sensory,sensory
7343,URXL,CEPDL,1.0,sensory,sensory
7355,URXL,OLQVL,2.0,sensory,sensory
7357,URXL,IL1DL,2.0,sensory,sensory
7365,URXL,AIML,2.0,sensory,interneuron
7370,URXL,RIR,1.0,sensory,interneuron
7375,URXL,AUAL,14.0,sensory,interneuron
7377,URXL,AIZL,1.0,sensory,interneuron
7383,URXL,ADAL,6.0,sensory,interneuron
7404,URXL,RIGL,6.0,sensory,interneuron
7406,URXL,RMGL,5.0,sensory,interneuron
7410,URXL,RICL,8.0,sensory,interneuron
7420,URXL,AVJR,4.0,sensory,interneuron
7423,URXL,AVDR,1.0,sensory,interneuron
7427,URXL,RIAL,15.0,sensory,interneuron
7431,URXL,AVEL,9.0,sensory,interneuron
7435,URXL,RID,1.0,sensory,interneuron
7436,URXL,AVBL,4.0,sensory,interneuron
7438,URXL,AVAL,1.0,sensory,interneuron
7553,URXL,HSNR,1.0,sensory,motorneuron
7569,URXR,AWBR,2.0,sensory,sensory
7573,URXR,ADFR,4.0,sensory,sensory
7583,URXR,ADLR,3.0,sensory,sensory
7597,URXR,ALMR,1.0,sensory,sensory
7624,URXR,CEPDR,1.0,sensory,sensory
7636,URXR,OLQVR,2.0,sensory,sensory
7646,URXR,AIMR,3.0,sensory,interneuron
7649,URXR,URBR,8.0,sensory,interneuron
7650,URXR,RIR,4.0,sensory,interneuron
7656,URXR,AUAR,21.0,sensory,interneuron
7664,URXR,ADAR,1.0,sensory,interneuron
7666,URXR,RIFR,3.0,sensory,interneuron
7685,URXR,RIGR,7.0,sensory,interneuron
7687,URXR,RMGR,6.0,sensory,interneuron
7691,URXR,RICR,3.0,sensory,interneuron
7708,URXR,RIAR,20.0,sensory,interneuron
7712,URXR,AVER,2.0,sensory,interneuron
7716,URXR,AVBL,2.0,sensory,interneuron
7717,URXR,AVBR,3.0,sensory,interneuron
7719,URXR,AVAR,2.0,sensory,interneuron
7723,URXR,RIPR,10.0,sensory,interneuron
7732,URXR,RMDDL,2.0,sensory,motorneuron
7735,URXR,RMDR,8.0,sensory,motorneuron
7752,URXR,SMBVR,7.0,sensory,motorneuron
7757,URXR,SIADL,2.0,sensory,motorneuron
7760,URXR,SIAVR,4.0,sensory,motorneuron
7966,ALNL,RMGL,1.0,sensory,interneuron
7974,ALNL,SAAVL,8.0,sensory,interneuron
7987,ALNL,RIAL,1.0,sensory,interneuron
8013,ALNL,RMDDR,1.0,sensory,motorneuron
8020,ALNL,RMHL,1.0,sensory,motorneuron
8027,ALNL,SMDVL,1.0,sensory,motorneuron
8030,ALNL,SMBDR,7.0,sensory,motorneuron
8038,ALNL,SIADR,1.0,sensory,motorneuron
8168,ALNR,ADER,1.0,sensory,sensory
8255,ALNR,SAAVR,6.0,sensory,interneuron
8269,ALNR,RIML,5.0,sensory,interneuron
8278,ALNR,AVAL,6.0,sensory,interneuron
8306,ALNR,SMDDR,1.0,sensory,motorneuron
8307,ALNR,SMDVL,2.0,sensory,motorneuron
8309,ALNR,SMBDL,4.0,sensory,motorneuron
8532,PLNL,SAADL,5.0,sensory,interneuron
8591,PLNL,SMBVL,10.0,sensory,motorneuron
8599,PLNL,SIAVL,10.0,sensory,motorneuron
8813,PLNR,SAADR,8.0,sensory,interneuron
8814,PLNR,SAAVL,1.0,sensory,interneuron
8856,PLNR,RMDVL,1.0,sensory,motorneuron
8867,PLNR,SMDVL,2.0,sensory,motorneuron
8872,PLNR,SMBVR,10.0,sensory,motorneuron
8880,PLNR,SIAVR,10.0,sensory,motorneuron
8996,SDQL,ALML,1.0,sensory,sensory
9002,SDQL,FLPL,2.0,sensory,sensory
9004,SDQL,DVA,1.0,sensory,sensory
9059,SDQL,RIS,8.0,sensory,interneuron
9069,SDQL,PVR,1.0,sensory,interneuron
9089,SDQL,AIBR,2.0,sensory,interneuron
9091,SDQL,RICR,3.0,sensory,interneuron
9093,SDQL,SAADR,2.0,sensory,interneuron
9102,SDQL,AVDL,3.0,sensory,interneuron
9111,SDQL,AVEL,1.0,sensory,interneuron
9113,SDQL,RMFL,3.0,sensory,interneuron
9116,SDQL,AVBL,1.0,sensory,interneuron
9117,SDQL,AVBR,2.0,sensory,interneuron
9118,SDQL,AVAL,6.0,sensory,interneuron
9119,SDQL,AVAR,8.0,sensory,interneuron
9120,SDQL,PVCL,1.0,sensory,interneuron
9123,SDQL,RIPR,1.0,sensory,interneuron
9150,SDQL,SMBDR,11.0,sensory,motorneuron
9155,SDQL,SIBVL,1.0,sensory,motorneuron
9158,SDQL,SIADR,2.0,sensory,motorneuron
9262,SDQR,ADLL,1.0,sensory,sensory
9272,SDQR,SDQL,4.0,sensory,sensory
9276,SDQR,ALML,1.0,sensory,sensory
9284,SDQR,DVA,10.0,sensory,sensory
9368,SDQR,AIBL,8.0,sensory,interneuron
9370,SDQR,RICL,1.0,sensory,interneuron
9371,SDQR,RICR,3.0,sensory,interneuron
9396,SDQR,AVBL,23.0,sensory,interneuron
9397,SDQR,AVBR,19.0,sensory,interneuron
9398,SDQR,AVAL,8.0,sensory,interneuron
9420,SDQR,RMHL,15.0,sensory,motorneuron
9421,SDQR,RMHR,7.0,sensory,motorneuron
9437,SDQR,SIADL,2.0,sensory,motorneuron
9544,AQR,BAGL,8.0,sensory,sensory
9545,AQR,BAGR,5.0,sensory,sensory
9546,AQR,URXL,5.0,sensory,sensory
9564,AQR,DVA,6.0,sensory,sensory
9610,AQR,RIR,1.0,sensory,interneuron
9634,AQR,PVPL,3.0,sensory,interneuron
9635,AQR,PVPR,1.0,sensory,interneuron
9644,AQR,RIGL,1.0,sensory,interneuron
9659,AQR,AVJL,3.0,sensory,interneuron
9662,AQR,AVDL,3.0,sensory,interneuron
9663,AQR,AVDR,2.0,sensory,interneuron
9667,AQR,RIAL,8.0,sensory,interneuron
9668,AQR,RIAR,4.0,sensory,interneuron
9676,AQR,AVBL,7.0,sensory,interneuron
9677,AQR,AVBR,12.0,sensory,interneuron
9678,AQR,AVAL,4.0,sensory,interneuron
9679,AQR,AVAR,6.0,sensory,interneuron
9680,AQR,PVCL,1.0,sensory,interneuron
9681,AQR,PVCR,4.0,sensory,interneuron
10112,ALML,SDQL,2.0,sensory,sensory
10116,ALML,ALML,1.0,sensory,sensory
10143,ALML,CEPDL,2.0,sensory,sensory
10145,ALML,CEPVL,3.0,sensory,sensory
10165,ALML,AIML,1.0,sensory,interneuron
10185,ALML,RIFL,2.0,sensory,interneuron
10187,ALML,BDUL,15.0,sensory,interneuron
10206,ALML,RMGL,3.0,sensory,interneuron
10210,ALML,RICL,2.0,sensory,interneuron
10211,ALML,RICR,3.0,sensory,interneuron
10223,ALML,AVDR,3.0,sensory,interneuron
10231,ALML,AVEL,3.0,sensory,interneuron
10240,ALML,PVCL,11.0,sensory,interneuron
10241,ALML,PVCR,4.0,sensory,interneuron
10253,ALML,RMDDR,1.0,sensory,motorneuron
10270,ALML,SMBDR,2.0,sensory,motorneuron
10424,ALMR,CEPDR,1.0,sensory,sensory
10426,ALMR,CEPVR,3.0,sensory,sensory
10449,ALMR,URBR,1.0,sensory,interneuron
10468,ALMR,BDUR,14.0,sensory,interneuron
10521,ALMR,PVCR,10.0,sensory,interneuron
10532,ALMR,RMDDL,1.0,sensory,motorneuron
10545,ALMR,SMDDL,1.0,sensory,motorneuron
10557,ALMR,SIADL,1.0,sensory,motorneuron
10688,AVM,ADER,4.0,sensory,sensory
10747,AVM,BDUL,3.0,sensory,interneuron
10748,AVM,BDUR,5.0,sensory,interneuron
10749,AVM,PVR,6.0,sensory,interneuron
10752,AVM,AVHL,3.0,sensory,interneuron
10758,AVM,PVNL,4.0,sensory,interneuron
10759,AVM,PVNR,3.0,sensory,interneuron
10776,AVM,AVKL,1.0,sensory,interneuron
10780,AVM,AVJR,1.0,sensory,interneuron
10782,AVM,AVDL,1.0,sensory,interneuron
10783,AVM,AVDR,1.0,sensory,interneuron
10795,AVM,RID,2.0,sensory,interneuron
10796,AVM,AVBL,13.0,sensory,interneuron
10797,AVM,AVBR,9.0,sensory,interneuron
10800,AVM,PVCL,10.0,sensory,interneuron
10801,AVM,PVCR,17.0,sensory,interneuron
10835,AVM,SIBVL,4.0,sensory,motorneuron
11803,FLPL,FLPR,2.0,sensory,sensory
11804,FLPL,DVA,1.0,sensory,sensory
11807,FLPL,ADEL,22.0,sensory,sensory
11808,FLPL,ADER,3.0,sensory,sensory
11859,FLPL,RIS,1.0,sensory,interneuron
11888,FLPL,AIBL,3.0,sensory,interneuron
11889,FLPL,AIBR,3.0,sensory,interneuron
11902,FLPL,AVDL,30.0,sensory,interneuron
11903,FLPL,AVDR,34.0,sensory,interneuron
11916,FLPL,AVBL,22.0,sensory,interneuron
11917,FLPL,AVBR,22.0,sensory,interneuron
11918,FLPL,AVAL,33.0,sensory,interneuron
11919,FLPL,AVAR,48.0,sensory,interneuron
11921,FLPL,PVCR,6.0,sensory,interneuron
12082,FLPR,FLPL,14.0,sensory,sensory
12084,FLPR,DVA,6.0,sensory,sensory
12088,FLPR,ADER,6.0,sensory,sensory
12143,FLPR,ADAL,1.0,sensory,interneuron
12144,FLPR,ADAR,1.0,sensory,interneuron
12179,FLPR,AVJL,2.0,sensory,interneuron
12180,FLPR,AVJR,2.0,sensory,interneuron
12182,FLPR,AVDL,25.0,sensory,interneuron
12183,FLPR,AVDR,8.0,sensory,interneuron
12191,FLPR,AVEL,21.0,sensory,interneuron
12192,FLPR,AVER,7.0,sensory,interneuron
12196,FLPR,AVBL,30.0,sensory,interneuron
