,Source,Target,Weight,source_ct,target_ct
44672,AVAR,AVER,3.0,interneuron,interneuron
44676,AVAR,AVBL,3.0,interneuron,interneuron
44677,AVAR,AVBR,4.0,interneuron,interneuron
44678,AVAR,AVAL,7.0,interneuron,interneuron
44680,AVAR,PVCL,20.0,interneuron,interneuron
44681,AVAR,PVCR,20.0,interneuron,interneuron
44708,AVAR,SMDVR,1.0,interneuron,motorneuron
44821,PVCL,ASHR,2.0,interneuron,sensory
44823,PVCL,ADLR,2.0,interneuron,sensory
44844,PVCL,DVA,4.0,interneuron,sensory
44899,PVCL,RIS,2.0,interneuron,interneuron
44939,PVCL,AVJL,3.0,interneuron,interneuron
44940,PVCL,AVJR,2.0,interneuron,interneuron
44942,PVCL,AVDL,7.0,interneuron,interneuron
44943,PVCL,AVDR,11.0,interneuron,interneuron
44951,PVCL,AVEL,2.0,interneuron,interneuron
44952,PVCL,AVER,7.0,interneuron,interneuron
44955,PVCL,RID,12.0,interneuron,interneuron
44956,PVCL,AVBL,7.0,interneuron,interneuron
44957,PVCL,AVBR,27.0,interneuron,interneuron
44958,PVCL,AVAL,5.0,interneuron,interneuron
44959,PVCL,AVAR,7.0,interneuron,interneuron
44960,PVCL,PVCL,1.0,interneuron,interneuron
44961,PVCL,PVCR,10.0,interneuron,interneuron
44992,PVCL,SMBVR,3.0,interneuron,motorneuron
44993,PVCL,SIBDL,2.0,interneuron,motorneuron
44995,PVCL,SIBVL,7.0,interneuron,motorneuron
45114,PVCR,AQR,2.0,interneuron,sensory
45122,PVCR,FLPL,2.0,interneuron,sensory
45124,PVCR,DVA,3.0,interneuron,sensory
45189,PVCR,PVR,1.0,interneuron,interneuron
45192,PVCR,AVHL,1.0,interneuron,interneuron
45195,PVCR,PVPR,1.0,interneuron,interneuron
45222,PVCR,AVDL,16.0,interneuron,interneuron
45223,PVCR,AVDR,6.0,interneuron,interneuron
45224,PVCR,AVL,1.0,interneuron,interneuron
45231,PVCR,AVEL,6.0,interneuron,interneuron
45232,PVCR,AVER,6.0,interneuron,interneuron
45235,PVCR,RID,19.0,interneuron,interneuron
45236,PVCR,AVBL,21.0,interneuron,interneuron
45237,PVCR,AVBR,14.0,interneuron,interneuron
45238,PVCR,AVAL,10.0,interneuron,interneuron
45239,PVCR,AVAR,5.0,interneuron,interneuron
45240,PVCR,PVCL,5.0,interneuron,interneuron
45276,PVCR,SIBVR,10.0,interneuron,motorneuron
45372,RIPL,ADFL,3.0,interneuron,sensory
45384,RIPL,BAGL,7.0,interneuron,sensory
45431,RIPL,OLLL,4.0,interneuron,sensory
45434,RIPL,OLQDR,2.0,interneuron,sensory
45435,RIPL,OLQVL,1.0,interneuron,sensory
45447,RIPL,RIH,2.0,interneuron,interneuron
45522,RIPL,RIPL,3.0,interneuron,interneuron
45653,RIPR,ADFR,1.0,interneuron,sensory
45665,RIPR,BAGR,2.0,interneuron,sensory
45714,RIPR,OLQDR,3.0,interneuron,sensory
45716,RIPR,OLQVR,2.0,interneuron,sensory
45720,RIPR,IL1R,1.0,interneuron,sensory
45727,RIPR,RIH,1.0,interneuron,interneuron
45729,RIPR,URBR,1.0,interneuron,interneuron
45797,RIPR,AVBR,2.0,interneuron,interneuron
45807,RIPR,URAVR,1.0,interneuron,motorneuron
45997,URADL,IL1DL,4.0,motorneuron,sensory
46007,URADL,RIH,3.0,motorneuron,interneuron
46082,URADL,RIPL,12.0,motorneuron,interneuron
46088,URADL,RMEL,8.0,motorneuron,motorneuron
46268,URADR,URYDR,1.0,motorneuron,sensory
46278,URADR,IL1DR,3.0,motorneuron,sensory
46363,URADR,RIPR,16.0,motorneuron,interneuron
46369,URADR,RMER,1.0,motorneuron,motorneuron
46545,URAVL,CEPVL,1.0,motorneuron,sensory
46559,URAVL,IL1L,3.0,motorneuron,sensory
46561,URAVL,IL1VL,6.0,motorneuron,sensory
46602,URAVL,RIBL,1.0,motorneuron,interneuron
46618,URAVL,DVC,1.0,motorneuron,interneuron
46632,URAVL,AVER,1.0,motorneuron,interneuron
46642,URAVL,RIPL,15.0,motorneuron,interneuron
46648,URAVL,RMEL,8.0,motorneuron,motorneuron
46649,URAVL,RMER,3.0,motorneuron,motorneuron
46651,URAVL,RMEV,10.0,motorneuron,motorneuron
46652,URAVL,RMDDL,7.0,motorneuron,motorneuron
46657,URAVL,RMDVR,1.0,motorneuron,motorneuron
46822,URAVR,IL2VR,3.0,motorneuron,sensory
46830,URAVR,URYVR,1.0,motorneuron,sensory
46840,URAVR,IL1R,2.0,motorneuron,sensory
46842,URAVR,IL1VR,9.0,motorneuron,sensory
46847,URAVR,RIH,1.0,motorneuron,interneuron
46864,URAVR,ADAR,1.0,motorneuron,interneuron
46901,URAVR,PVT,3.0,motorneuron,interneuron
46923,URAVR,RIPR,13.0,motorneuron,interneuron
46928,URAVR,RMEL,1.0,motorneuron,motorneuron
46929,URAVR,RMER,4.0,motorneuron,motorneuron
46931,URAVR,RMEV,2.0,motorneuron,motorneuron
46933,URAVR,RMDDR,1.0,motorneuron,motorneuron
46936,URAVR,RMDVL,1.0,motorneuron,motorneuron
47112,RMEL,OLLR,1.0,motorneuron,sensory
47120,RMEL,IL1R,2.0,motorneuron,sensory
47203,RMEL,RIPR,1.0,motorneuron,interneuron
47211,RMEL,RMEV,1.0,motorneuron,motorneuron
47399,RMER,IL1L,4.0,motorneuron,sensory
47489,RMER,RMER,5.0,motorneuron,motorneuron
47501,RMER,RMHR,3.0,motorneuron,motorneuron
47722,RMED,RIBL,1.0,motorneuron,interneuron
47723,RMED,RIBR,1.0,motorneuron,interneuron
47770,RMED,RMED,1.0,motorneuron,motorneuron
47785,RMED,SMDDL,1.0,motorneuron,motorneuron
47786,RMED,SMDDR,4.0,motorneuron,motorneuron
47967,RMEV,RIH,2.0,motorneuron,interneuron
47979,RMEV,RIS,1.0,motorneuron,interneuron
48003,RMEV,RIBR,2.0,motorneuron,interneuron
48050,RMEV,RMED,1.0,motorneuron,motorneuron
48052,RMEV,RMDDL,1.0,motorneuron,motorneuron
48053,RMEV,RMDDR,1.0,motorneuron,motorneuron
48066,RMEV,SMDDR,1.0,motorneuron,motorneuron
48067,RMEV,SMDVL,1.0,motorneuron,motorneuron
48225,RMDDL,CEPVL,2.0,motorneuron,sensory
48238,RMDDL,IL1DR,2.0,motorneuron,sensory
48240,RMDDL,IL1R,9.0,motorneuron,sensory
48307,RMDDL,RIAL,1.0,motorneuron,interneuron
48312,RMDDL,AVER,1.0,motorneuron,interneuron
48331,RMDDL,RMEV,2.0,motorneuron,motorneuron
48336,RMDDL,RMDVL,1.0,motorneuron,motorneuron
48337,RMDDL,RMDVR,22.0,motorneuron,motorneuron
48340,RMDDL,RMHL,1.0,motorneuron,motorneuron
48612,RMDDR,RMDDL,1.0,motorneuron,motorneuron
48616,RMDDR,RMDVL,26.0,motorneuron,motorneuron
48617,RMDDR,RMDVR,3.0,motorneuron,motorneuron
48747,RMDL,URXR,1.0,motorneuron,sensory
48768,RMDL,ADER,3.0,motorneuron,sensory
48792,RMDL,OLLR,3.0,motorneuron,sensory
48799,RMDL,IL1L,1.0,motorneuron,sensory
48800,RMDL,IL1R,1.0,motorneuron,sensory
48819,RMDL,RIS,1.0,motorneuron,interneuron
48843,RMDL,RIBR,1.0,motorneuron,interneuron
48857,RMDL,AVKR,1.0,motorneuron,interneuron
48867,RMDL,RIAL,20.0,motorneuron,interneuron
48868,RMDL,RIAR,22.0,motorneuron,interneuron
48869,RMDL,RIML,3.0,motorneuron,interneuron
48874,RMDL,RMFR,1.0,motorneuron,interneuron
48893,RMDL,RMDDR,7.0,motorneuron,motorneuron
48895,RMDL,RMDR,8.0,motorneuron,motorneuron
48896,RMDL,RMDVL,2.0,motorneuron,motorneuron
48897,RMDL,RMDVR,3.0,motorneuron,motorneuron
48898,RMDL,RIVL,1.0,motorneuron,motorneuron
48900,RMDL,RMHL,3.0,motorneuron,motorneuron
48906,RMDL,SMDDR,1.0,motorneuron,motorneuron
48912,RMDL,SMBVR,2.0,motorneuron,motorneuron
48916,RMDL,SIBVR,3.0,motorneuron,motorneuron
49072,RMDR,OLLR,2.0,motorneuron,sensory
49079,RMDR,IL1L,2.0,motorneuron,sensory
49099,RMDR,RIS,1.0,motorneuron,interneuron
49126,RMDR,RMGL,1.0,motorneuron,interneuron
49137,RMDR,AVKR,1.0,motorneuron,interneuron
49147,RMDR,RIAL,14.0,motorneuron,interneuron
49148,RMDR,RIAR,21.0,motorneuron,interneuron
49150,RMDR,RIMR,1.0,motorneuron,interneuron
49172,RMDR,RMDDL,6.0,motorneuron,motorneuron
49174,RMDR,RMDL,11.0,motorneuron,motorneuron
49176,RMDR,RMDVL,9.0,motorneuron,motorneuron
49186,RMDR,SMDDR,1.0,motorneuron,motorneuron
49199,RMDR,SIAVL,1.0,motorneuron,motorneuron
49342,RMDVL,IL2VR,1.0,motorneuron,sensory
49343,RMDVL,CEPDL,2.0,motorneuron,sensory
49350,RMDVL,URYVR,1.0,motorneuron,sensory
49356,RMDVL,OLQVR,3.0,motorneuron,sensory
49360,RMDVL,IL1R,2.0,motorneuron,sensory
49432,RMDVL,AVER,2.0,motorneuron,interneuron
49453,RMDVL,RMDDR,41.0,motorneuron,motorneuron
49455,RMDVL,RMDR,2.0,motorneuron,motorneuron
49457,RMDVL,RMDVR,1.0,motorneuron,motorneuron
49474,RMDVL,SIBDR,1.0,motorneuron,motorneuron
49480,RMDVL,SIAVR,2.0,motorneuron,motorneuron
49624,RMDVR,CEPDR,2.0,motorneuron,sensory
49635,RMDVR,OLQVL,2.0,motorneuron,sensory
49638,RMDVR,IL1DR,1.0,motorneuron,sensory
49639,RMDVR,IL1L,1.0,motorneuron,sensory
49708,RMDVR,RIAR,1.0,motorneuron,interneuron
49719,RMDVR,AVAR,1.0,motorneuron,interneuron
49726,RMDVR,URAVL,8.0,motorneuron,motorneuron
49732,RMDVR,RMDDL,43.0,motorneuron,motorneuron
49737,RMDVR,RMDVR,2.0,motorneuron,motorneuron
49750,RMDVR,SMBDR,1.0,motorneuron,motorneuron
49756,RMDVR,SIBVR,1.0,motorneuron,motorneuron
49759,RMDVR,SIAVL,2.0,motorneuron,motorneuron
49973,RIVL,SAADR,11.0,motorneuron,interneuron
49987,RIVL,RIAL,5.0,motorneuron,interneuron
49988,RIVL,RIAR,2.0,motorneuron,interneuron
50014,RIVL,RMDL,4.0,motorneuron,motorneuron
50016,RIVL,RMDVL,5.0,motorneuron,motorneuron
50019,RIVL,RIVR,1.0,motorneuron,motorneuron
50026,RIVL,SMDDR,8.0,motorneuron,motorneuron
50027,RIVL,SMDVL,2.0,motorneuron,motorneuron
50040,RIVL,SIAVR,5.0,motorneuron,motorneuron
50252,RIVR,SAADL,12.0,motorneuron,interneuron
50267,RIVR,RIAL,6.0,motorneuron,interneuron
50268,RIVR,RIAR,2.0,motorneuron,interneuron
50292,RIVR,RMDDL,1.0,motorneuron,motorneuron
50295,RIVR,RMDR,4.0,motorneuron,motorneuron
50297,RIVR,RMDVR,1.0,motorneuron,motorneuron
50298,RIVR,RIVL,8.0,motorneuron,motorneuron
50301,RIVR,RMHR,2.0,motorneuron,motorneuron
50305,RIVR,SMDDL,6.0,motorneuron,motorneuron
50308,RIVR,SMDVR,3.0,motorneuron,motorneuron
50311,RIVR,SMBVL,1.0,motorneuron,motorneuron
50319,RIVR,SIAVL,5.0,motorneuron,motorneuron
50427,RMHL,URXR,1.0,motorneuron,sensory
50480,RMHL,IL1R,2.0,motorneuron,sensory
50530,RMHL,RICL,1.0,motorneuron,interneuron
50531,RMHL,RICR,1.0,motorneuron,interneuron
50534,RMHL,SAAVL,1.0,motorneuron,interneuron
50555,RMHL,RID,1.0,motorneuron,interneuron
50559,RMHL,AVAR,1.0,motorneuron,interneuron
50572,RMHL,RMDDL,2.0,motorneuron,motorneuron
50575,RMHL,RMDR,1.0,motorneuron,motorneuron
50745,RMHR,CEPVL,1.0,motorneuron,sensory
50806,RMHR,RMGL,8.0,motorneuron,interneuron
50809,RMHR,AIBR,3.0,motorneuron,interneuron
50849,RMHR,RMER,4.0,motorneuron,motorneuron
50854,RMHR,RMDL,4.0,motorneuron,motorneuron
50855,RMHR,RMDR,1.0,motorneuron,motorneuron
50860,RMHR,RMHL,3.0,motorneuron,motorneuron
50865,RMHR,SMDDL,3.0,motorneuron,motorneuron
51867,SMDDL,URYDL,1.0,motorneuron,sensory
51899,SMDDL,RIS,2.0,motorneuron,interneuron
51935,SMDDL,SAAVR,1.0,motorneuron,interneuron
51947,SMDDL,RIAL,9.0,motorneuron,interneuron
51948,SMDDL,RIAR,14.0,motorneuron,interneuron
51949,SMDDL,RIML,2.0,motorneuron,interneuron
51950,SMDDL,RIMR,1.0,motorneuron,interneuron
51951,SMDDL,AVEL,1.0,motorneuron,interneuron
51952,SMDDL,AVER,1.0,motorneuron,interneuron
51974,SMDDL,RMDL,3.0,motorneuron,motorneuron
51975,SMDDL,RMDR,1.0,motorneuron,motorneuron
51979,SMDDL,RIVR,1.0,motorneuron,motorneuron
51986,SMDDL,SMDDR,1.0,motorneuron,motorneuron
51987,SMDDL,SMDVL,2.0,motorneuron,motorneuron
51988,SMDDL,SMDVR,17.0,motorneuron,motorneuron
51989,SMDDL,SMBDL,3.0,motorneuron,motorneuron
51993,SMDDL,SIBDL,14.0,motorneuron,motorneuron
51997,SMDDL,SIADL,14.0,motorneuron,motorneuron
52082,SMDDR,ASJL,1.0,motorneuron,sensory
52086,SMDDR,ASGL,1.0,motorneuron,sensory
52108,SMDDR,ALNL,1.0,motorneuron,sensory
52109,SMDDR,ALNR,2.0,motorneuron,sensory
52178,SMDDR,AIZR,2.0,motorneuron,interneuron
52179,SMDDR,RIS,3.0,motorneuron,interneuron
52202,SMDDR,RIBL,1.0,motorneuron,interneuron
52227,SMDDR,RIAL,5.0,motorneuron,interneuron
52228,SMDDR,RIAR,3.0,motorneuron,interneuron
52230,SMDDR,RIMR,3.0,motorneuron,interneuron
52232,SMDDR,AVER,1.0,motorneuron,interneuron
52255,SMDDR,RMDR,1.0,motorneuron,motorneuron
52258,SMDDR,RIVL,1.0,motorneuron,motorneuron
52265,SMDDR,SMDDL,4.0,motorneuron,motorneuron
52267,SMDDR,SMDVL,5.0,motorneuron,motorneuron
52270,SMDDR,SMBDR,3.0,motorneuron,motorneuron
52274,SMDDR,SIBDR,14.0,motorneuron,motorneuron
52278,SMDDR,SIADR,14.0,motorneuron,motorneuron
52388,SMDVL,ALNL,2.0,motorneuron,sensory
52389,SMDVL,ALNR,6.0,motorneuron,sensory
52390,SMDVL,PLNL,6.0,motorneuron,sensory
52419,SMDVL,IL2L,1.0,motorneuron,sensory
52426,SMDVL,CEPVR,1.0,motorneuron,sensory
52469,SMDVL,PVR,1.0,motorneuron,interneuron
52483,SMDVL,RIBR,1.0,motorneuron,interneuron
52507,SMDVL,RIAL,19.0,motorneuron,interneuron
52508,SMDVL,RIAR,31.0,motorneuron,interneuron
52533,SMDVL,RMDDR,3.0,motorneuron,motorneuron
52538,SMDVL,RIVL,6.0,motorneuron,motorneuron
52546,SMDVL,SMDDR,22.0,motorneuron,motorneuron
52548,SMDVL,SMDVR,2.0,motorneuron,motorneuron
52555,SMDVL,SIBVL,30.0,motorneuron,motorneuron
52558,SMDVL,SIADR,1.0,motorneuron,motorneuron
52560,SMDVL,SIAVR,30.0,motorneuron,motorneuron
52670,SMDVR,PLNL,6.0,motorneuron,sensory
52705,SMDVR,CEPVL,1.0,motorneuron,sensory
52769,SMDVR,AIBR,1.0,motorneuron,interneuron
52787,SMDVR,RIAL,24.0,motorneuron,interneuron
52788,SMDVR,RIAR,16.0,motorneuron,interneuron
52789,SMDVR,RIML,1.0,motorneuron,interneuron
52792,SMDVR,AVER,1.0,motorneuron,interneuron
52799,SMDVR,AVAR,1.0,motorneuron,interneuron
52810,SMDVR,RMED,9.0,motorneuron,motorneuron
52812,SMDVR,RMDDL,3.0,motorneuron,motorneuron
52819,SMDVR,RIVR,1.0,motorneuron,motorneuron
52825,SMDVR,SMDDL,14.0,motorneuron,motorneuron
52827,SMDVR,SMDVL,1.0,motorneuron,motorneuron
52836,SMDVR,SIBVR,30.0,motorneuron,motorneuron
52839,SMDVR,SIAVL,30.0,motorneuron,motorneuron
52949,SMBDL,ALNR,1.0,motorneuron,sensory
52953,SMBDL,SDQR,18.0,motorneuron,sensory
53007,SMBDL,RIH,2.0,motorneuron,interneuron
53017,SMBDL,AIZL,1.0,motorneuron,interneuron
53055,SMBDL,SAAVR,9.0,motorneuron,interneuron
53090,SMBDL,RMED,4.0,motorneuron,motorneuron
53105,SMBDL,SMDDL,7.0,motorneuron,motorneuron
53111,SMBDL,SMBVL,2.0,motorneuron,motorneuron
53117,SMBDL,SIADL,19.0,motorneuron,motorneuron
53119,SMBDL,SIAVL,3.0,motorneuron,motorneuron
53228,SMBDR,ALNL,5.0,motorneuron,sensory
53232,SMBDR,SDQL,18.0,motorneuron,sensory
53334,SMBDR,SAAVL,8.0,motorneuron,interneuron
53358,SMBDR,AVAL,1.0,motorneuron,interneuron
53370,SMBDR,RMED,25.0,motorneuron,motorneuron
53378,SMBDR,RIVL,1.0,motorneuron,motorneuron
53386,SMBDR,SMDDR,4.0,motorneuron,motorneuron
53389,SMBDR,SMBDL,3.0,motorneuron,motorneuron
53398,SMBDR,SIADR,20.0,motorneuron,motorneuron
53400,SMBDR,SIAVR,1.0,motorneuron,motorneuron
53510,SMBVL,PLNL,5.0,motorneuron,sensory
53565,SMBVL,AIML,1.0,motorneuron,interneuron
53590,SMBVL,AVFL,1.0,motorneuron,interneuron
53593,SMBVL,AVHR,1.0,motorneuron,interneuron
53594,SMBVL,PVPL,1.0,motorneuron,interneuron
53612,SMBVL,SAADL,16.0,motorneuron,interneuron
53620,SMBVL,AVJR,1.0,motorneuron,interneuron
53637,SMBVL,AVBR,1.0,motorneuron,interneuron
53651,SMBVL,RMEV,20.0,motorneuron,motorneuron
53657,SMBVL,RMDVR,1.0,motorneuron,motorneuron
53669,SMBVL,SMBDL,2.0,motorneuron,motorneuron
53679,SMBVL,SIAVL,1.0,motorneuron,motorneuron
53783,SMBVR,ADLR,2.0,motorneuron,sensory
53791,SMBVR,PLNR,5.0,motorneuron,sensory
53826,SMBVR,CEPVR,8.0,motorneuron,sensory
53869,SMBVR,PVR,2.0,motorneuron,interneuron
53872,SMBVR,AVHL,2.0,motorneuron,interneuron
53887,SMBVR,RMGR,3.0,motorneuron,interneuron
53893,SMBVR,SAADR,12.0,motorneuron,interneuron
53908,SMBVR,RIAR,1.0,motorneuron,interneuron
53931,SMBVR,RMEV,8.0,motorneuron,motorneuron
53934,SMBVR,RMDL,2.0,motorneuron,motorneuron
53935,SMBVR,RMDR,3.0,motorneuron,motorneuron
53950,SMBVR,SMBDR,2.0,motorneuron,motorneuron
53960,SMBVR,SIAVR,1.0,motorneuron,motorneuron
54237,SIBDL,SIADL,2.0,motorneuron,motorneuron
54506,SIBDR,SMDDR,10.0,motorneuron,motorneuron
54518,SIBDR,SIADR,2.0,motorneuron,motorneuron
54629,SIBVL,ALNR,1.0,motorneuron,sensory
54714,SIBVL,PVPL,1.0,motorneuron,interneuron
54790,SIBVL,SMBDR,1.0,motorneuron,motorneuron
54800,SIBVL,SIAVR,5.0,motorneuron,motorneuron
55023,SIBVR,AVDR,1.0,motorneuron,interneuron
55035,SIBVR,RID,1.0,motorneuron,interneuron
55079,SIBVR,SIAVL,5.0,motorneuron,motorneuron
55189,SIADL,ALNR,4.0,motorneuron,sensory
55193,SIADL,SDQR,4.0,motorneuron,sensory
55271,SIADL,AVFR,1.0,motorneuron,interneuron
55334,SIADL,RMDL,4.0,motorneuron,motorneuron
55345,SIADL,SMDDL,17.0,motorneuron,motorneuron
55349,SIADL,SMBDL,18.0,motorneuron,motorneuron
55353,SIADL,SIBDL,4.0,motorneuron,motorneuron
55472,SIADR,SDQL,4.0,motorneuron,sensory
55476,SIADR,ALML,1.0,motorneuron,sensory
55503,SIADR,CEPDL,1.0,motorneuron,sensory
55522,SIADR,IL1VR,1.0,motorneuron,sensory
55598,SIADR,AVAL,1.0,motorneuron,interneuron
55626,SIADR,SMDDR,17.0,motorneuron,motorneuron
55630,SIADR,SMBDR,17.0,motorneuron,motorneuron
55634,SIADR,SIBDR,4.0,motorneuron,motorneuron
55750,SIAVL,PLNL,10.0,motorneuron,sensory
55767,SIAVL,ADEL,1.0,motorneuron,sensory
55779,SIAVL,IL2L,1.0,motorneuron,sensory
55908,SIAVL,SMDVR,10.0,motorneuron,motorneuron
55911,SIAVL,SMBVL,2.0,motorneuron,motorneuron
55916,SIAVL,SIBVR,2.0,motorneuron,motorneuron
56031,SIAVR,PLNR,10.0,motorneuron,sensory
56174,SIAVR,RMDL,1.0,motorneuron,motorneuron
56195,SIAVR,SIBVL,2.0,motorneuron,motorneuron
76163,HSNL,ASJR,2.0,motorneuron,sensory
76165,HSNL,AWAR,3.0,motorneuron,sensory
76168,HSNL,AWBL,5.0,motorneuron,sensory
76169,HSNL,AWBR,3.0,motorneuron,sensory
76178,HSNL,ASKL,3.0,motorneuron,sensory
76179,HSNL,ASKR,2.0,motorneuron,sensory
76180,HSNL,ASHL,3.0,motorneuron,sensory
76181,HSNL,ASHR,1.0,motorneuron,sensory
76182,HSNL,ADLL,1.0,motorneuron,sensory
76183,HSNL,ADLR,1.0,motorneuron,sensory
76246,HSNL,AIMR,2.0,motorneuron,interneuron
76250,HSNL,RIR,3.0,motorneuron,interneuron
76253,HSNL,AIAL,8.0,motorneuron,interneuron
76257,HSNL,AIZL,6.0,motorneuron,interneuron
76258,HSNL,AIZR,3.0,motorneuron,interneuron
76261,HSNL,PVQL,1.0,motorneuron,interneuron
76265,HSNL,RIFL,9.0,motorneuron,interneuron
76270,HSNL,AVFL,11.0,motorneuron,interneuron
76271,HSNL,AVFR,4.0,motorneuron,interneuron
76287,HSNL,RMGR,1.0,motorneuron,interneuron
76299,HSNL,AVJL,3.0,motorneuron,interneuron
76309,HSNL,RIML,4.0,motorneuron,interneuron
76432,HSNL,HSNL,1.0,motorneuron,motorneuron
76433,HSNL,HSNR,5.0,motorneuron,motorneuron
76448,HSNR,AWBL,2.0,motorneuron,sensory
76460,HSNR,ASHL,4.0,motorneuron,sensory
76533,HSNR,AIAL,3.0,motorneuron,interneuron
76537,HSNR,AIZL,3.0,motorneuron,interneuron
76538,HSNR,AIZR,1.0,motorneuron,interneuron
76542,HSNR,PVQR,1.0,motorneuron,interneuron
76546,HSNR,RIFR,6.0,motorneuron,interneuron
76548,HSNR,BDUR,2.0,motorneuron,interneuron
76550,HSNR,AVFL,4.0,motorneuron,interneuron
76551,HSNR,AVFR,2.0,motorneuron,interneuron
76552,HSNR,AVHL,2.0,motorneuron,interneuron
76553,HSNR,AVHR,2.0,motorneuron,interneuron
76555,HSNR,PVPR,1.0,motorneuron,interneuron
76559,HSNR,PVNR,2.0,motorneuron,interneuron
76567,HSNR,RMGR,1.0,motorneuron,interneuron
76568,HSNR,AIBL,2.0,motorneuron,interneuron
76579,HSNR,AVJL,3.0,motorneuron,interneuron
76581,HSNR,PVT,1.0,motorneuron,interneuron
76583,HSNR,AVDR,1.0,motorneuron,interneuron
76589,HSNR,RIML,1.0,motorneuron,interneuron
76590,HSNR,RIMR,1.0,motorneuron,interneuron
76591,HSNR,AVEL,1.0,motorneuron,interneuron
76592,HSNR,AVER,1.0,motorneuron,interneuron
76613,HSNR,RMDDR,1.0,motorneuron,motorneuron
76712,HSNR,HSNL,1.0,motorneuron,motorneuron
