,Source,Target,Weight,source_ct,target_ct
65300,SMDDL,RIAL,4.0,motorneuron,interneuron
65301,SMDDL,RIAR,9.0,motorneuron,interneuron
65304,SMDDL,AVEL,1.0,motorneuron,interneuron
65340,SMDDL,SMDVL,2.0,motorneuron,motorneuron
65341,SMDDL,SMDVR,17.0,motorneuron,motorneuron
65342,SMDDL,SMBDL,3.0,motorneuron,motorneuron
65346,SMDDL,SIBDL,14.0,motorneuron,motorneuron
65350,SMDDL,SIADL,14.0,motorneuron,motorneuron
65633,SMDDR,RIBL,22.0,motorneuron,interneuron
65658,SMDDR,RIAL,14.0,motorneuron,interneuron
65659,SMDDR,RIAR,10.0,motorneuron,interneuron
65686,SMDDR,RMDR,1.0,motorneuron,motorneuron
65696,SMDDR,SMDDL,4.0,motorneuron,motorneuron
65698,SMDDR,SMDVL,5.0,motorneuron,motorneuron
65701,SMDDR,SMBDR,3.0,motorneuron,motorneuron
65705,SMDDR,SIBDR,14.0,motorneuron,motorneuron
65709,SMDDR,SIADR,14.0,motorneuron,motorneuron
65937,SMDVL,CEPVR,4.0,motorneuron,sensory
65952,SMDVL,IL1VR,6.0,motorneuron,sensory
65992,SMDVL,RIBR,9.0,motorneuron,interneuron
66016,SMDVL,RIAL,32.0,motorneuron,interneuron
66017,SMDVL,RIAR,54.0,motorneuron,interneuron
66020,SMDVL,AVEL,25.0,motorneuron,interneuron
66039,SMDVL,RMED,1.0,motorneuron,motorneuron
66040,SMDVL,RMEV,2.0,motorneuron,motorneuron
66042,SMDVL,RMDDR,48.0,motorneuron,motorneuron
66045,SMDVL,RMDVL,29.0,motorneuron,motorneuron
66055,SMDVL,SMDDR,22.0,motorneuron,motorneuron
66056,SMDVL,SMDVL,21.0,motorneuron,motorneuron
66057,SMDVL,SMDVR,2.0,motorneuron,motorneuron
66064,SMDVL,SIBVL,30.0,motorneuron,motorneuron
66069,SMDVL,SIAVR,30.0,motorneuron,motorneuron
66374,SMDVR,RIAL,40.0,motorneuron,interneuron
66375,SMDVR,RIAR,39.0,motorneuron,interneuron
66397,SMDVR,RMED,15.0,motorneuron,motorneuron
66399,SMDVR,RMDDL,1.0,motorneuron,motorneuron
66406,SMDVR,RIVR,1.0,motorneuron,motorneuron
66412,SMDVR,SMDDL,14.0,motorneuron,motorneuron
66423,SMDVR,SIBVR,30.0,motorneuron,motorneuron
66426,SMDVR,SIAVL,30.0,motorneuron,motorneuron
66616,SMBDL,ALNR,1.0,motorneuron,sensory
66620,SMBDL,SDQR,18.0,motorneuron,sensory
66651,SMBDL,CEPDR,2.0,motorneuron,sensory
66714,SMBDL,AIBR,2.0,motorneuron,interneuron
66720,SMBDL,SAAVR,17.0,motorneuron,interneuron
66734,SMBDL,RIML,2.0,motorneuron,interneuron
66755,SMBDL,RMED,61.0,motorneuron,motorneuron
66770,SMBDL,SMDDL,7.0,motorneuron,motorneuron
66776,SMBDL,SMBVL,2.0,motorneuron,motorneuron
66782,SMBDL,SIADL,19.0,motorneuron,motorneuron
66784,SMBDL,SIAVL,3.0,motorneuron,motorneuron
66977,SMBDR,SDQL,18.0,motorneuron,sensory
67008,SMBDR,CEPDL,18.0,motorneuron,sensory
67017,SMBDR,OLQDL,8.0,motorneuron,sensory
67021,SMBDR,IL1DL,8.0,motorneuron,sensory
67077,SMBDR,SAAVL,14.0,motorneuron,interneuron
67116,SMBDR,RMDDR,11.0,motorneuron,motorneuron
67129,SMBDR,SMDDR,4.0,motorneuron,motorneuron
67132,SMBDR,SMBDL,3.0,motorneuron,motorneuron
67133,SMBDR,SMBDR,3.0,motorneuron,motorneuron
67135,SMBDR,SMBVR,3.0,motorneuron,motorneuron
67141,SMBDR,SIADR,20.0,motorneuron,motorneuron
67143,SMBDR,SIAVR,1.0,motorneuron,motorneuron
67333,SMBVL,PLNL,4.0,motorneuron,sensory
67427,SMBVL,RMGL,1.0,motorneuron,interneuron
67433,SMBVL,SAADL,44.0,motorneuron,interneuron
67440,SMBVL,AVJL,1.0,motorneuron,interneuron
67478,SMBVL,RMDVR,19.0,motorneuron,motorneuron
67480,SMBVL,RIVR,2.0,motorneuron,motorneuron
67490,SMBVL,SMBDL,2.0,motorneuron,motorneuron
67496,SMBVL,SIBVL,3.0,motorneuron,motorneuron
67500,SMBVL,SIAVL,1.0,motorneuron,motorneuron
67692,SMBVR,PLNR,14.0,motorneuron,sensory
67792,SMBVR,SAADR,37.0,motorneuron,interneuron
67834,SMBVR,RMDR,1.0,motorneuron,motorneuron
67839,SMBVR,RMHL,1.0,motorneuron,motorneuron
67849,SMBVR,SMBDR,2.0,motorneuron,motorneuron
67859,SMBVR,SIAVR,1.0,motorneuron,motorneuron
68170,SIBDL,RMFL,1.0,motorneuron,interneuron
68176,SIBDL,AVAR,1.0,motorneuron,interneuron
68202,SIBDL,SMDDL,10.0,motorneuron,motorneuron
68214,SIBDL,SIADL,2.0,motorneuron,motorneuron
68561,SIBDR,SMDDR,10.0,motorneuron,motorneuron
68573,SIBDR,SIADR,2.0,motorneuron,motorneuron
68920,SIBVL,SMDVL,22.0,motorneuron,motorneuron
68933,SIBVL,SIAVR,5.0,motorneuron,motorneuron
69216,SIBVR,RIGR,1.0,motorneuron,interneuron
69219,SIBVR,AIBL,1.0,motorneuron,interneuron
69243,SIBVR,AVER,2.0,motorneuron,interneuron
69279,SIBVR,SMDVR,22.0,motorneuron,motorneuron
69290,SIBVR,SIAVL,5.0,motorneuron,motorneuron
69484,SIADL,SDQR,4.0,motorneuron,sensory
69634,SIADL,SMDDL,17.0,motorneuron,motorneuron
69642,SIADL,SIBDL,4.0,motorneuron,motorneuron
69841,SIADR,SDQL,4.0,motorneuron,sensory
69993,SIADR,SMDDR,17.0,motorneuron,motorneuron
69997,SIADR,SMBDR,17.0,motorneuron,motorneuron
70001,SIADR,SIBDR,4.0,motorneuron,motorneuron
70344,SIAVL,RIVR,1.0,motorneuron,motorneuron
70353,SIAVL,SMDVR,10.0,motorneuron,motorneuron
70356,SIAVL,SMBVL,2.0,motorneuron,motorneuron
70361,SIAVL,SIBVR,2.0,motorneuron,motorneuron
70660,SIAVR,AVKR,1.0,motorneuron,interneuron
70710,SIAVR,SMDVL,10.0,motorneuron,motorneuron
70715,SIAVR,SMBVR,2.0,motorneuron,motorneuron
70718,SIAVR,SIBVL,2.0,motorneuron,motorneuron
