,Source,Target,Weight,source_ct,target_ct
6,ASIL,ASGL,6.0,sensory,sensory
14,ASIL,AFDL,5.0,sensory,sensory
16,ASIL,AWCL,8.0,sensory,sensory
83,ASIL,AIML,3.0,sensory,interneuron
91,ASIL,AIAL,1.0,sensory,interneuron
125,ASIL,AIBL,11.0,sensory,interneuron
365,ASIR,ASGR,2.0,sensory,sensory
373,ASIR,AFDR,8.0,sensory,sensory
375,ASIR,AWCR,1.0,sensory,sensory
377,ASIR,ASKR,4.0,sensory,sensory
450,ASIR,AIAR,3.0,sensory,interneuron
734,ASJL,ASKL,13.0,sensory,sensory
787,ASJL,OLQDL,2.0,sensory,sensory
815,ASJL,PVQL,26.0,sensory,interneuron
877,ASJL,URADL,2.0,sensory,motorneuron
1093,ASJR,ASKR,1.0,sensory,sensory
1174,ASJR,PVQR,20.0,sensory,interneuron
1177,ASJR,RIFR,2.0,sensory,interneuron
1198,ASJR,RMGR,3.0,sensory,interneuron
1227,ASJR,AVBL,2.0,sensory,interneuron
1432,AWAL,ASIL,2.0,sensory,sensory
1440,AWAL,AWBL,6.0,sensory,sensory
1442,AWAL,ASEL,5.0,sensory,sensory
1444,AWAL,ADFL,10.0,sensory,sensory
1446,AWAL,AFDL,16.0,sensory,sensory
1521,AWAL,AIYL,13.0,sensory,interneuron
1525,AWAL,AUAL,2.0,sensory,interneuron
1527,AWAL,AIZL,50.0,sensory,interneuron
1551,AWAL,RIBL,3.0,sensory,interneuron
1799,AWAR,AWBR,4.0,sensory,sensory
1803,AWAR,ADFR,14.0,sensory,sensory
1805,AWAR,AFDR,8.0,sensory,sensory
1813,AWAR,ADLR,3.0,sensory,sensory
1880,AWAR,AIYR,3.0,sensory,interneuron
1886,AWAR,AIZR,88.0,sensory,interneuron
2158,ASGL,ASEL,1.0,sensory,sensory
2231,ASGL,AIML,5.0,sensory,interneuron
2239,ASGL,AIAL,70.0,sensory,interneuron
2243,ASGL,AIZL,3.0,sensory,interneuron
2275,ASGL,RICL,4.0,sensory,interneuron
2590,ASGR,AIMR,1.0,sensory,interneuron
2598,ASGR,AIAR,57.0,sensory,interneuron
2632,ASGR,AIBR,9.0,sensory,interneuron
2876,AWBL,ADFL,16.0,sensory,sensory
2953,AWBL,AIYL,13.0,sensory,interneuron
2959,AWBL,AIZL,1.0,sensory,interneuron
2983,AWBL,RIBL,9.0,sensory,interneuron
3008,AWBL,RIAL,13.0,sensory,interneuron
3052,AWBL,SMBVL,3.0,sensory,motorneuron
3235,AWBR,ADFR,19.0,sensory,sensory
3318,AWBR,AIZR,13.0,sensory,interneuron
3342,AWBR,RIBR,6.0,sensory,interneuron
3367,AWBR,RIAR,26.0,sensory,interneuron
3596,ASEL,AWCL,18.0,sensory,sensory
3598,ASEL,ASKL,4.0,sensory,sensory
3669,ASEL,AIYL,11.0,sensory,interneuron
3699,ASEL,RIBL,1.0,sensory,interneuron
3705,ASEL,AIBL,5.0,sensory,interneuron
3953,ASER,AFDR,2.0,sensory,sensory
3961,ASER,ADLR,2.0,sensory,sensory
4028,ASER,AIYR,23.0,sensory,interneuron
4030,ASER,AIAR,2.0,sensory,interneuron
4034,ASER,AIZR,8.0,sensory,interneuron
4064,ASER,AIBR,13.0,sensory,interneuron
4300,ADFL,AWAL,1.0,sensory,sensory
4369,ADFL,OLQVL,2.0,sensory,sensory
4389,ADFL,AUAL,3.0,sensory,interneuron
4391,ADFL,AIZL,37.0,sensory,interneuron
4397,ADFL,ADAL,2.0,sensory,interneuron
4415,ADFL,RIBL,1.0,sensory,interneuron
4417,ADFL,RIGL,9.0,sensory,interneuron
4440,ADFL,RIAL,47.0,sensory,interneuron
4484,ADFL,SMBVL,8.0,sensory,motorneuron
4659,ADFR,AWAR,1.0,sensory,sensory
4661,ADFR,ASGR,2.0,sensory,sensory
4663,ADFR,AWBR,8.0,sensory,sensory
4669,ADFR,AFDR,2.0,sensory,sensory
4748,ADFR,AUAR,10.0,sensory,interneuron
4750,ADFR,AIZR,24.0,sensory,interneuron
4799,ADFR,RIAR,33.0,sensory,interneuron
4814,ADFR,RIPR,1.0,sensory,interneuron
4841,ADFR,SMBDR,3.0,sensory,motorneuron
4843,ADFR,SMBVR,1.0,sensory,motorneuron
5101,AFDL,AIYL,59.0,sensory,interneuron
5375,AFDR,AWAR,2.0,sensory,sensory
5460,AFDR,AIYR,30.0,sensory,interneuron
5464,AFDR,AUAR,2.0,sensory,interneuron
5738,AWCL,ASEL,4.0,sensory,sensory
5746,AWCL,ASKL,2.0,sensory,sensory
5817,AWCL,AIYL,5.0,sensory,interneuron
5819,AWCL,AIAL,13.0,sensory,interneuron
5853,AWCL,AIBL,3.0,sensory,interneuron
6176,AWCR,AIYR,45.0,sensory,interneuron
6212,AWCR,AIBR,13.0,sensory,interneuron
6464,ASKL,ASHL,5.0,sensory,sensory
6526,ASKL,AINR,6.0,sensory,interneuron
6535,ASKL,AIAL,8.0,sensory,interneuron
6569,ASKL,AIBL,3.0,sensory,interneuron
6823,ASKR,ASHR,2.0,sensory,sensory
6886,ASKR,AIMR,1.0,sensory,interneuron
6894,ASKR,AIAR,38.0,sensory,interneuron
6905,ASKR,RIFR,1.0,sensory,interneuron
7172,ASHL,ADFL,12.0,sensory,sensory
7178,ASHL,ASKL,1.0,sensory,sensory
7182,ASHL,ADLL,3.0,sensory,sensory
7251,ASHL,AIAL,23.0,sensory,interneuron
7259,ASHL,PVQL,5.0,sensory,interneuron
7262,ASHL,RIFL,1.0,sensory,interneuron
7267,ASHL,AVFL,5.0,sensory,interneuron
7285,ASHL,AIBL,20.0,sensory,interneuron
7300,ASHL,AVDR,14.0,sensory,interneuron
7304,ASHL,RIAL,8.0,sensory,interneuron
7313,ASHL,AVBL,4.0,sensory,interneuron
7348,ASHL,SMBVL,4.0,sensory,motorneuron
7537,ASHR,ASKR,2.0,sensory,sensory
7610,ASHR,AIAR,48.0,sensory,interneuron
7644,ASHR,AIBR,2.0,sensory,interneuron
7657,ASHR,AVDL,24.0,sensory,interneuron
7672,ASHR,AVBR,1.0,sensory,interneuron
7882,ADLL,ASGL,9.0,sensory,sensory
7894,ADLL,ASKL,1.0,sensory,sensory
7896,ADLL,ASHL,4.0,sensory,sensory
7938,ADLL,CEPDL,1.0,sensory,sensory
7975,ADLL,PVQL,1.0,sensory,interneuron
7983,ADLL,AVFL,1.0,sensory,interneuron
7985,ADLL,AVHL,1.0,sensory,interneuron
7987,ADLL,PVPL,1.0,sensory,interneuron
8001,ADLL,AIBL,16.0,sensory,interneuron
8012,ADLL,AVJL,10.0,sensory,interneuron
8016,ADLL,AVDR,13.0,sensory,interneuron
8064,ADLL,SMBVL,1.0,sensory,motorneuron
8241,ADLR,ASGR,1.0,sensory,sensory
8245,ADLR,ASER,4.0,sensory,sensory
8255,ADLR,ASHR,11.0,sensory,sensory
8326,ADLR,AIAR,24.0,sensory,interneuron
8342,ADLR,AVFR,2.0,sensory,interneuron
8360,ADLR,AIBR,53.0,sensory,interneuron
8373,ADLR,AVDL,40.0,sensory,interneuron
8423,ADLR,SMBVR,9.0,sensory,motorneuron
8603,BAGL,ASER,1.0,sensory,sensory
8607,BAGL,AFDR,1.0,sensory,sensory
8682,BAGL,AIYR,1.0,sensory,interneuron
8712,BAGL,RIBR,20.0,sensory,interneuron
8714,BAGL,RIGR,15.0,sensory,interneuron
8718,BAGL,AIBR,1.0,sensory,interneuron
8737,BAGL,RIAR,39.0,sensory,interneuron
8743,BAGL,RMFR,5.0,sensory,interneuron
9073,URXL,RMGL,1.0,sensory,interneuron
9367,URXR,IL2R,1.0,sensory,sensory
9386,URXR,IL1R,2.0,sensory,sensory
9402,URXR,AUAR,6.0,sensory,interneuron
9430,URXR,RIGR,17.0,sensory,interneuron
9432,URXR,RMGR,1.0,sensory,interneuron
9435,URXR,RICL,1.0,sensory,interneuron
9453,URXR,RIAR,8.0,sensory,interneuron
9457,URXR,AVER,19.0,sensory,interneuron
9464,URXR,AVAR,1.0,sensory,interneuron
9789,ALNL,RMGL,6.0,sensory,interneuron
9797,ALNL,SAAVL,12.0,sensory,interneuron
9798,ALNL,SAAVR,24.0,sensory,interneuron
9813,ALNL,RIMR,4.0,sensory,interneuron
9822,ALNL,AVAR,2.0,sensory,interneuron
9849,ALNL,SMDDR,6.0,sensory,motorneuron
9853,ALNL,SMBDR,4.0,sensory,motorneuron
9861,ALNL,SIADR,3.0,sensory,motorneuron
10148,ALNR,RMGR,2.0,sensory,interneuron
10156,ALNR,SAAVR,8.0,sensory,interneuron
10206,ALNR,SMDDL,3.0,sensory,motorneuron
10209,ALNR,SMDVR,6.0,sensory,motorneuron
10210,ALNR,SMBDL,1.0,sensory,motorneuron
10221,ALNR,SIAVR,1.0,sensory,motorneuron
10505,PLNL,RMGL,5.0,sensory,interneuron
10511,PLNL,SAADL,40.0,sensory,interneuron
10513,PLNL,SAAVL,1.0,sensory,interneuron
10556,PLNL,RMDVR,1.0,sensory,motorneuron
10567,PLNL,SMDVR,3.0,sensory,motorneuron
10570,PLNL,SMBVL,25.0,sensory,motorneuron
10578,PLNL,SIAVL,1.0,sensory,motorneuron
10579,PLNL,SIAVR,10.0,sensory,motorneuron
10864,PLNR,RMGR,5.0,sensory,interneuron
10870,PLNR,SAADR,22.0,sensory,interneuron
10923,PLNR,SMDDR,1.0,sensory,motorneuron
10929,PLNR,SMBVR,10.0,sensory,motorneuron
11228,SDQL,SAADR,2.0,sensory,interneuron
11285,SDQL,SMBDR,11.0,sensory,motorneuron
11293,SDQL,SIADR,2.0,sensory,motorneuron
11487,SDQR,SDQL,4.0,sensory,sensory
11488,SDQR,SDQR,10.0,sensory,sensory
11492,SDQR,ALMR,13.0,sensory,sensory
11497,SDQR,FLPL,14.0,sensory,sensory
11498,SDQR,FLPR,2.0,sensory,sensory
11499,SDQR,DVA,25.0,sensory,sensory
11562,SDQR,PVR,17.0,sensory,interneuron
11609,SDQR,AVBL,36.0,sensory,interneuron
11610,SDQR,AVBR,20.0,sensory,interneuron
11613,SDQR,PVCL,2.0,sensory,interneuron
11632,SDQR,RIVR,10.0,sensory,motorneuron
11650,SDQR,SIADL,2.0,sensory,motorneuron
11838,AQR,BAGL,3.0,sensory,sensory
11850,AQR,ALMR,2.0,sensory,sensory
11857,AQR,DVA,1.0,sensory,sensory
11860,AQR,ADEL,4.0,sensory,sensory
11953,AQR,AVDL,2.0,sensory,interneuron
11954,AQR,AVDR,3.0,sensory,interneuron
11958,AQR,RIAL,5.0,sensory,interneuron
11959,AQR,RIAR,6.0,sensory,interneuron
11967,AQR,AVBL,5.0,sensory,interneuron
11968,AQR,AVBR,9.0,sensory,interneuron
11970,AQR,AVAR,3.0,sensory,interneuron
11971,AQR,PVCL,5.0,sensory,interneuron
11972,AQR,PVCR,5.0,sensory,interneuron
12592,ALML,CEPDL,17.0,sensory,sensory
12594,ALML,CEPVL,13.0,sensory,sensory
12634,ALML,BDUL,14.0,sensory,interneuron
12684,ALML,AVBR,1.0,sensory,interneuron
12687,ALML,PVCL,23.0,sensory,interneuron
12951,ALMR,CEPDR,19.0,sensory,sensory
12953,ALMR,CEPVR,4.0,sensory,sensory
12993,ALMR,BDUR,14.0,sensory,interneuron
13027,ALMR,AVDL,9.0,sensory,interneuron
13041,ALMR,AVBL,8.0,sensory,interneuron
13046,ALMR,PVCR,8.0,sensory,interneuron
13349,AVM,RIFR,1.0,sensory,interneuron
13351,AVM,BDUR,2.0,sensory,interneuron
13366,AVM,RIBR,5.0,sensory,interneuron
13382,AVM,AVJL,6.0,sensory,interneuron
13386,AVM,AVDR,2.0,sensory,interneuron
13393,AVM,RIMR,3.0,sensory,interneuron
13399,AVM,AVBL,3.0,sensory,interneuron
13400,AVM,AVBR,25.0,sensory,interneuron
13403,AVM,PVCL,2.0,sensory,interneuron
13404,AVM,PVCR,8.0,sensory,interneuron
13434,AVM,SMBVL,3.0,sensory,motorneuron
14711,FLPL,AQR,1.0,sensory,sensory
14720,FLPL,FLPR,5.0,sensory,sensory
14775,FLPL,RIS,6.0,sensory,interneuron
14784,FLPL,PVR,2.0,sensory,interneuron
14800,FLPL,RIGR,3.0,sensory,interneuron
14803,FLPL,AIBL,24.0,sensory,interneuron
14813,FLPL,DVC,6.0,sensory,interneuron
14817,FLPL,AVDL,11.0,sensory,interneuron
14826,FLPL,AVEL,17.0,sensory,interneuron
14831,FLPL,AVBL,16.0,sensory,interneuron
14833,FLPL,AVAL,32.0,sensory,interneuron
14834,FLPL,AVAR,6.0,sensory,interneuron
14835,FLPL,PVCL,6.0,sensory,interneuron
14861,FLPL,SMDDR,3.0,sensory,motorneuron
15077,FLPR,FLPL,2.0,sensory,sensory
15078,FLPR,FLPR,3.0,sensory,sensory
15161,FLPR,AIBL,3.0,sensory,interneuron
15162,FLPR,AIBR,4.0,sensory,interneuron
15182,FLPR,RIML,4.0,sensory,interneuron
15191,FLPR,AVAL,14.0,sensory,interneuron
15192,FLPR,AVAR,14.0,sensory,interneuron
15212,FLPR,RIVR,3.0,sensory,motorneuron
15427,DVA,AQR,5.0,sensory,sensory
15437,DVA,DVA,2.0,sensory,sensory
15440,DVA,ADEL,1.0,sensory,sensory
15482,DVA,RIR,33.0,sensory,interneuron
15488,DVA,AUAR,2.0,sensory,interneuron
15490,DVA,AIZR,6.0,sensory,interneuron
15503,DVA,AVHL,2.0,sensory,interneuron
15524,DVA,SAADR,5.0,sensory,interneuron
15525,DVA,SAAVL,3.0,sensory,interneuron
15526,DVA,SAAVR,1.0,sensory,interneuron
15534,DVA,AVDR,1.0,sensory,interneuron
15538,DVA,RIAL,1.0,sensory,interneuron
15539,DVA,RIAR,4.0,sensory,interneuron
15541,DVA,RIMR,4.0,sensory,interneuron
15542,DVA,AVEL,42.0,sensory,interneuron
15543,DVA,AVER,17.0,sensory,interneuron
15550,DVA,AVAR,3.0,sensory,interneuron
15551,DVA,PVCL,1.0,sensory,interneuron
15581,DVA,SMBDR,5.0,sensory,motorneuron
15582,DVA,SMBVL,1.0,sensory,motorneuron
15583,DVA,SMBVR,5.0,sensory,motorneuron
16511,ADEL,DVA,2.0,sensory,sensory
16515,ADEL,ADER,2.0,sensory,sensory
16553,ADEL,RIH,2.0,sensory,interneuron
16567,ADEL,PVQL,1.0,sensory,interneuron
16589,ADEL,RIGL,14.0,sensory,interneuron
16590,ADEL,RIGR,5.0,sensory,interneuron
16591,ADEL,RMGL,1.0,sensory,interneuron
16601,ADEL,AVKL,10.0,sensory,interneuron
16624,ADEL,AVAR,5.0,sensory,interneuron
16644,ADEL,RIVR,1.0,sensory,motorneuron
16872,ADER,ADEL,4.0,sensory,sensory
16947,ADER,RIGL,5.0,sensory,interneuron
16948,ADER,RIGR,5.0,sensory,interneuron
16981,ADER,AVAL,10.0,sensory,interneuron
17001,ADER,RIVL,2.0,sensory,motorneuron
17002,ADER,RIVR,1.0,sensory,motorneuron
20123,IL2DL,IL1DL,1.0,sensory,sensory
20176,IL2DL,RICR,4.0,sensory,interneuron
20207,IL2DL,RIPL,9.0,sensory,interneuron
20209,IL2DL,URADL,12.0,sensory,motorneuron
20472,IL2DR,URYDR,1.0,sensory,sensory
20478,IL2DR,OLQDR,3.0,sensory,sensory
20482,IL2DR,IL1DR,3.0,sensory,sensory
20491,IL2DR,RIH,4.0,sensory,interneuron
20533,IL2DR,RICL,3.0,sensory,interneuron
20566,IL2DR,RIPR,11.0,sensory,interneuron
20568,IL2DR,URADR,8.0,sensory,motorneuron
20571,IL2DR,RMEL,3.0,sensory,motorneuron
20572,IL2DR,RMER,4.0,sensory,motorneuron
20573,IL2DR,RMED,3.0,sensory,motorneuron
20574,IL2DR,RMEV,1.0,sensory,motorneuron
20835,IL2L,OLQDL,18.0,sensory,sensory
20837,IL2L,OLQVL,16.0,sensory,sensory
20849,IL2L,RIH,31.0,sensory,interneuron
20850,IL2L,URBL,19.0,sensory,interneuron
20892,IL2L,RICR,3.0,sensory,interneuron
20930,IL2L,RMER,8.0,sensory,motorneuron
20936,IL2L,RMDR,10.0,sensory,motorneuron
20952,IL2L,SMBVL,3.0,sensory,motorneuron
21192,IL2R,OLLR,2.0,sensory,sensory
21194,IL2R,OLQDR,26.0,sensory,sensory
21196,IL2R,OLQVR,10.0,sensory,sensory
21200,IL2R,IL1R,2.0,sensory,sensory
21202,IL2R,IL1VR,1.0,sensory,sensory
21207,IL2R,RIH,31.0,sensory,interneuron
21209,IL2R,URBR,10.0,sensory,interneuron
21242,IL2R,RIBR,15.0,sensory,interneuron
21249,IL2R,RICL,3.0,sensory,interneuron
21250,IL2R,RICR,3.0,sensory,interneuron
21287,IL2R,RMEL,1.0,sensory,motorneuron
21294,IL2R,RMDR,1.0,sensory,motorneuron
21311,IL2R,SMBVR,3.0,sensory,motorneuron
21553,IL2VL,OLQVL,9.0,sensory,sensory
21559,IL2VL,IL1VL,13.0,sensory,sensory
21624,IL2VL,RIAL,5.0,sensory,interneuron
21639,IL2VL,RIPL,36.0,sensory,interneuron
21643,IL2VL,URAVL,14.0,sensory,motorneuron
21645,IL2VL,RMEL,15.0,sensory,motorneuron
21646,IL2VL,RMER,6.0,sensory,motorneuron
21647,IL2VL,RMED,6.0,sensory,motorneuron
21648,IL2VL,RMEV,5.0,sensory,motorneuron
21903,IL2VR,CEPVR,3.0,sensory,sensory
21918,IL2VR,IL1VR,15.0,sensory,sensory
21923,IL2VR,RIH,6.0,sensory,interneuron
21998,IL2VR,RIPR,40.0,sensory,interneuron
22002,IL2VR,URAVR,13.0,sensory,motorneuron
22003,IL2VR,RMEL,11.0,sensory,motorneuron
22004,IL2VR,RMER,15.0,sensory,motorneuron
22005,IL2VR,RMED,12.0,sensory,motorneuron
22221,CEPDL,URXL,3.0,sensory,sensory
22267,CEPDL,OLQDL,23.0,sensory,sensory
22271,CEPDL,IL1DL,11.0,sensory,sensory
22273,CEPDL,IL1L,4.0,sensory,sensory
22319,CEPDL,RMGL,1.0,sensory,interneuron
22324,CEPDL,RICR,11.0,sensory,interneuron
22344,CEPDL,AVEL,9.0,sensory,interneuron
22352,CEPDL,AVAR,1.0,sensory,interneuron
22373,CEPDL,RMHL,13.0,sensory,motorneuron
22374,CEPDL,RMHR,8.0,sensory,motorneuron
22378,CEPDL,SMDDL,1.0,sensory,motorneuron
22383,CEPDL,SMBDR,5.0,sensory,motorneuron
22391,CEPDL,SIADR,9.0,sensory,motorneuron
22626,CEPDR,OLQDR,17.0,sensory,sensory
22630,CEPDR,IL1DR,17.0,sensory,sensory
22674,CEPDR,RIBR,2.0,sensory,interneuron
22681,CEPDR,RICL,20.0,sensory,interneuron
22682,CEPDR,RICR,14.0,sensory,interneuron
22702,CEPDR,AVEL,3.0,sensory,interneuron
22714,CEPDR,RIPR,5.0,sensory,interneuron
22716,CEPDR,URADR,5.0,sensory,motorneuron
22731,CEPDR,RMHL,6.0,sensory,motorneuron
22751,CEPDR,SIAVR,8.0,sensory,motorneuron
22972,CEPVL,IL2VL,2.0,sensory,sensory
22985,CEPVL,OLQVL,27.0,sensory,sensory
22991,CEPVL,IL1VL,5.0,sensory,sensory
22997,CEPVL,RIH,1.0,sensory,interneuron
23039,CEPVL,RICL,20.0,sensory,interneuron
23040,CEPVL,RICR,27.0,sensory,interneuron
23068,CEPVL,AVAR,1.0,sensory,interneuron
23071,CEPVL,RIPL,11.0,sensory,interneuron
23075,CEPVL,URAVL,24.0,sensory,motorneuron
23088,CEPVL,RIVR,4.0,sensory,motorneuron
23089,CEPVL,RMHL,1.0,sensory,motorneuron
23090,CEPVL,RMHR,4.0,sensory,motorneuron
23108,CEPVL,SIAVL,9.0,sensory,motorneuron
23287,CEPVR,AWCR,1.0,sensory,sensory
23296,CEPVR,URXR,8.0,sensory,sensory
23331,CEPVR,IL2VR,4.0,sensory,sensory
23340,CEPVR,OLLR,26.0,sensory,sensory
23344,CEPVR,OLQVR,31.0,sensory,sensory
23350,CEPVR,IL1VR,12.0,sensory,sensory
23376,CEPVR,PVR,5.0,sensory,interneuron
23390,CEPVR,RIBR,2.0,sensory,interneuron
23397,CEPVR,RICL,22.0,sensory,interneuron
23398,CEPVR,RICR,24.0,sensory,interneuron
23418,CEPVR,AVEL,19.0,sensory,interneuron
23419,CEPVR,AVER,8.0,sensory,interneuron
23430,CEPVR,RIPR,3.0,sensory,interneuron
23434,CEPVR,URAVR,16.0,sensory,motorneuron
23440,CEPVR,RMDDR,16.0,sensory,motorneuron
23447,CEPVR,RMHL,9.0,sensory,motorneuron
23448,CEPVR,RMHR,5.0,sensory,motorneuron
23453,CEPVR,SMDDR,8.0,sensory,motorneuron
23454,CEPVR,SMDVL,2.0,sensory,motorneuron
23467,CEPVR,SIAVR,11.0,sensory,motorneuron
24138,URYVL,RID,1.0,sensory,interneuron
24777,OLLL,IL1DL,1.0,sensory,sensory
24779,OLLL,IL1L,1.0,sensory,sensory
24781,OLLL,IL1VL,2.0,sensory,sensory
24821,OLLL,RIBL,9.0,sensory,interneuron
24851,OLLL,AVER,26.0,sensory,interneuron
24871,OLLL,RMDDL,22.0,sensory,motorneuron
24873,OLLL,RMDL,1.0,sensory,motorneuron
24874,OLLL,RMDR,23.0,sensory,motorneuron
24875,OLLL,RMDVL,4.0,sensory,motorneuron
24884,OLLL,SMDDL,5.0,sensory,motorneuron
24885,OLLL,SMDDR,11.0,sensory,motorneuron
24887,OLLL,SMDVR,24.0,sensory,motorneuron
25123,OLLR,CEPDR,11.0,sensory,sensory
25125,OLLR,CEPVR,9.0,sensory,sensory
25138,OLLR,IL1R,5.0,sensory,sensory
25140,OLLR,IL1VR,1.0,sensory,sensory
25180,OLLR,RIBR,23.0,sensory,interneuron
25182,OLLR,RIGR,2.0,sensory,interneuron
25208,OLLR,AVEL,44.0,sensory,interneuron
25226,OLLR,RMER,1.0,sensory,motorneuron
25230,OLLR,RMDDR,17.0,sensory,motorneuron
25232,OLLR,RMDR,5.0,sensory,motorneuron
25234,OLLR,RMDVR,6.0,sensory,motorneuron
25244,OLLR,SMDVL,24.0,sensory,motorneuron
25474,OLQDL,IL2DL,1.0,sensory,sensory
25476,OLQDL,IL2L,11.0,sensory,sensory
25489,OLQDL,OLQDL,8.0,sensory,sensory
25493,OLQDL,IL1DL,1.0,sensory,sensory
25546,OLQDL,RICR,13.0,sensory,interneuron
25588,OLQDL,RMDDR,6.0,sensory,motorneuron
25605,OLQDL,SMBDR,4.0,sensory,motorneuron
25610,OLQDL,SIBVL,6.0,sensory,motorneuron
25835,OLQDR,IL2R,10.0,sensory,sensory
25839,OLQDR,CEPDR,1.0,sensory,sensory
25861,OLQDR,RIH,1.0,sensory,interneuron
25903,OLQDR,RICL,22.0,sensory,interneuron
25904,OLQDR,RICR,3.0,sensory,interneuron
25921,OLQDR,RIAR,1.0,sensory,interneuron
25936,OLQDR,RIPR,5.0,sensory,interneuron
25945,OLQDR,RMDDL,20.0,sensory,motorneuron
25950,OLQDR,RMDVR,6.0,sensory,motorneuron
25969,OLQDR,SIBVR,14.0,sensory,motorneuron
26192,OLQVL,IL2L,9.0,sensory,sensory
26194,OLQVL,IL2VL,2.0,sensory,sensory
26213,OLQVL,IL1VL,2.0,sensory,sensory
26261,OLQVL,RICL,19.0,sensory,interneuron
26308,OLQVL,RMDVR,27.0,sensory,motorneuron
26311,OLQVL,RMHL,1.0,sensory,motorneuron
26324,OLQVL,SIBDL,26.0,sensory,motorneuron
26551,OLQVR,IL2R,11.0,sensory,sensory
26553,OLQVR,IL2VR,5.0,sensory,sensory
26572,OLQVR,IL1VR,10.0,sensory,sensory
26620,OLQVR,RICR,16.0,sensory,interneuron
26658,OLQVR,RMER,5.0,sensory,motorneuron
26665,OLQVR,RMDVL,23.0,sensory,motorneuron
26681,OLQVR,SMBVR,1.0,sensory,motorneuron
26683,OLQVR,SIBDR,23.0,sensory,motorneuron
27009,IL1DL,RIPL,12.0,sensory,interneuron
27023,IL1DL,RMDVL,25.0,sensory,motorneuron
27286,IL1DR,IL1R,1.0,sensory,sensory
27368,IL1DR,RIPR,17.0,sensory,interneuron
27382,IL1DR,RMDVR,19.0,sensory,motorneuron
27735,IL1L,RMDDL,12.0,sensory,motorneuron
27737,IL1L,RMDL,15.0,sensory,motorneuron
27738,IL1L,RMDR,3.0,sensory,motorneuron
27739,IL1L,RMDVL,13.0,sensory,motorneuron
27744,IL1L,RMHR,6.0,sensory,motorneuron
28044,IL1R,RIBR,11.0,sensory,interneuron
28093,IL1R,RMDDL,1.0,sensory,motorneuron
28094,IL1R,RMDDR,28.0,sensory,motorneuron
28097,IL1R,RMDVL,2.0,sensory,motorneuron
28098,IL1R,RMDVR,33.0,sensory,motorneuron
28101,IL1R,RMHL,5.0,sensory,motorneuron
28355,IL1VL,OLQVL,3.0,sensory,sensory
28403,IL1VL,RIGL,3.0,sensory,interneuron
28408,IL1VL,AIBR,3.0,sensory,interneuron
28426,IL1VL,RIAL,3.0,sensory,interneuron
28441,IL1VL,RIPL,47.0,sensory,interneuron
28451,IL1VL,RMDDL,81.0,sensory,motorneuron
28701,IL1VR,IL2VR,1.0,sensory,sensory
28800,IL1VR,RIPR,30.0,sensory,interneuron
28806,IL1VR,RMER,1.0,sensory,motorneuron
28810,IL1VR,RMDDR,47.0,sensory,motorneuron
28824,IL1VR,SMDVL,2.0,sensory,motorneuron
29013,AINL,AFDR,7.0,interneuron,sensory
29022,AINL,BAGL,8.0,interneuron,sensory
29063,AINL,CEPVR,7.0,interneuron,sensory
29092,AINL,AUAR,1.0,interneuron,interneuron
29370,AINR,AFDL,17.0,interneuron,sensory
29420,AINR,CEPVL,3.0,interneuron,sensory
29445,AINR,AIYL,3.0,interneuron,interneuron
29447,AINR,AIAL,8.0,interneuron,interneuron
29477,AINR,RIGL,3.0,interneuron,interneuron
29481,AINR,AIBL,9.0,interneuron,interneuron
29500,AINR,RIAL,24.0,interneuron,interneuron
29504,AINR,AVEL,1.0,interneuron,interneuron
29720,AIML,ASGL,3.0,interneuron,sensory
29732,AIML,ASKL,5.0,interneuron,sensory
29778,AIML,CEPVL,1.0,interneuron,sensory
29805,AIML,AIAL,2.0,interneuron,interneuron
29839,AIML,AIBL,30.0,interneuron,interneuron
29841,AIML,RICL,3.0,interneuron,interneuron
29866,AIML,RID,3.0,interneuron,interneuron
30075,AIMR,ASJR,1.0,interneuron,sensory
30079,AIMR,ASGR,4.0,interneuron,sensory
30091,AIMR,ASKR,8.0,interneuron,sensory
30098,AIMR,URXR,1.0,interneuron,sensory
30164,AIMR,AIAR,41.0,interneuron,interneuron
30198,AIMR,AIBR,36.0,interneuron,interneuron
30454,RIH,BAGL,2.0,interneuron,sensory
30473,RIH,DVA,1.0,interneuron,sensory
30488,RIH,IL2L,1.0,interneuron,sensory
30489,RIH,IL2R,10.0,interneuron,sensory
30490,RIH,IL2VL,1.0,interneuron,sensory
30492,RIH,CEPDL,9.0,interneuron,sensory
30493,RIH,CEPDR,25.0,interneuron,sensory
30494,RIH,CEPVL,3.0,interneuron,sensory
30495,RIH,CEPVR,1.0,interneuron,sensory
30501,RIH,OLQDL,10.0,interneuron,sensory
30502,RIH,OLQDR,33.0,interneuron,sensory
30504,RIH,OLQVR,51.0,interneuron,sensory
30508,RIH,IL1R,2.0,interneuron,sensory
30515,RIH,RIH,2.0,interneuron,interneuron
30519,RIH,AIYL,4.0,interneuron,interneuron
30520,RIH,AIYR,2.0,interneuron,interneuron
30524,RIH,AUAR,2.0,interneuron,interneuron
30525,RIH,AIZL,16.0,interneuron,interneuron
30526,RIH,AIZR,17.0,interneuron,interneuron
30527,RIH,RIS,1.0,interneuron,interneuron
30550,RIH,RIBR,24.0,interneuron,interneuron
30574,RIH,RIAL,8.0,interneuron,interneuron
30575,RIH,RIAR,62.0,interneuron,interneuron
